id	Chromosome	Start	End	strand
167	chr15	83085881	83087880	0
168	chr20	24216391	24218390	0
169	chr2	71017276	71019275	0
170	chr4	56081580	56083579	0
171	chr4	141676775	141678774	0
172	chr4	141676182	141678181	0
173	chr7	99194189	99196188	0
174	chr10	16113309	16115308	0
175	chr12	48575866	48577865	0
176	chr12	66524049	66526048	0
177	chr15	23890480	23892479	0
178	chr17	19459024	19461023	0
179	chr17	20411745	20413744	0
180	chr22	21877624	21879623	0
