new id	Chromosome	Start	End	strand
182	chr9	20597800	20598800	1
183	chr9	21141000	21141200	1
184	chr9	21379000	21379400	1
185	chr9	33136600	33137200	1
186	chr9	131965000	131965200	1
187	chr9	132718600	132719800	1
188	chr10	11148800	11149600	1
189	chr10	12119000	12119600	1
190	chr10	12783800	12785000	1
191	chr10	92751600	92753000	1
192	chr10	121154800	121155000	1
193	chr10	126429600	126430400	1
194	chr11	65209600	65211200	1
195	chr11	85862400	85863400	1
196	chr12	67877000	67878400	1
197	chr12	96799200	96801000	1
198	chr12	113526600	113526800	1
199	chr13	27796000	27797200	1
200	chr14	21738600	21739000	1
201	chr14	24071400	24071800	1
202	chr14	103068200	103068600	1
203	chr15	62344600	62345200	1
204	chr15	68345800	68346000	1
205	chr15	99564600	99564800	1
206	chr15	101699200	101701000	1
207	chr16	4578800	4579200	1
208	chr16	17038200	17038800	1
209	chr16	19144600	19145200	1
210	chr16	80923400	80923800	1
211	chr16	85139000	85139800	1
212	chr16	88077600	88078200	1
213	chr16	89059400	89060200	1
214	chr17	9941000	9941200	1
215	chr17	21066800	21067200	1
216	chr17	34304400	34305000	1
217	chr17	38645400	38646000	1
218	chr17	42325600	42326600	1
219	chr17	44215800	44216400	1
220	chr17	66220800	66221200	1
221	chr17	72631400	72632000	1
222	chr18	10481800	10482200	1
223	chr18	47860800	47861400	1
224	chr18	77256000	77256800	1
225	chr19	10526200	10526400	1
226	chr19	18503800	18504600	1
227	chr19	40933200	40933600	1
228	chr19	53194800	53195000	1
229	chr20	17860200	17860600	1
230	chr20	17979400	17979800	1
231	chr20	31269800	31270600	1
232	chr20	32380800	32382000	1
233	chr21	43831600	43832000	1
234	chr21	43847000	43847400	1
235	chr22	32187600	32187800	1
236	chr18	11637800	11638200	0
237	chr19	2258000	2258600	0
238	chr12	133026000	133027200	0
239	chr19	38476600	38478200	0
240	chr21	45136400	45137000	0
241	chr6	509600	510400	0
242	chr18	12226000	12226600	0
243	chr1	1071800	1072200	0
244	chr6	25364800	25365200	0
245	chr9	36458400	36459200	0
246	chr12	113670400	113671600	0
247	chr10	133741200	133741400	0
248	chr7	69458200	69458600	0
249	chr1	236094400	236095200	0
250	chr2	45670000	45670200	0
251	chr4	166099000	166099800	0
252	chr5	173205800	173206200	0
253	chr5	180241800	180242600	0
254	chr6	15280600	15281000	0
255	chr12	131464200	131464800	0
256	chr14	92377600	92378400	0
257	chr14	103519400	103520000	0
258	chr17	73451000	73452000	0
259	chr19	11050400	11051200	0
260	chr19	40249400	40250200	0
261	chr14	63935400	63937400	0
262	chr17	42365800	42366400	0
263	chr17	79024400	79024600	0
264	chr19	3142200	3142600	0
265	chr2	65100400	65101000	0
266	chr17	77326000	77327600	0
267	chr19	7774200	7774600	0
268	chr17	75829200	75829800	0
269	chr14	61831600	61832400	0
270	chr17	2025800	2027600	0
271	chr9	4424800	4425200	0
272	chr9	4560000	4560600	0
273	chr1	9290200	9290800	0
274	chr1	45190000	45190800	0
275	chr1	167635200	167637200	0
276	chr2	25429200	25429800	0
277	chr2	28357200	28358000	0
278	chr2	240138400	240138600	0
279	chr2	241926600	241927200	0
280	chr3	42099000	42099600	0
281	chr3	125150600	125150800	0
282	chr4	164512600	164513800	0
283	chr6	27652000	27652800	0
284	chr6	29623200	29624000	0
285	chr6	36307000	36308400	0
286	chr7	35763200	35764200	0
287	chr11	96197400	96197800	0
288	chr12	12369800	12371400	0
289	chr12	101859200	101859600	0
290	chr17	3616800	3617200	0
291	chr18	9701600	9702400	0
292	chr19	13528000	13528200	0
293	chr22	26930800	26931800	0
294	chr22	50746400	50747600	0
295	chr6	33882200	33883400	0
296	chr22	48486000	48487400	0
297	chr2	111577600	111578400	0
298	chr8	130562200	130565600	0
299	chr9	21761400	21762000	0
300	chr12	123418800	123420800	0
301	chr20	46043000	46046000	0
302	chr6	36591200	36592200	0
303	chr17	1495800	1497000	0
304	chr17	75435000	75436000	0
305	chr19	54889200	54889600	0
306	chr20	48657600	48658400	0
307	chr22	35445800	35447800	0
308	chr4	7969600	7971000	0
309	chr9	21986400	21986800	0
310	chr9	129598000	129599000	0
311	chr18	11639200	11639600	0
312	chr18	13629200	13629800	0
313	chr5	176837400	176838200	0
314	chr17	36188200	36188600	0
315	chr11	111259200	111260400	0
316	chr9	1910200	1910600	0
317	chr1	9628800	9629200	0
318	chr12	111044800	111047200	0
319	chr22	42443000	42443800	0
320	chr22	39296800	39297200	0
321	chr9	21920000	21920400	0
322	chr5	173172600	173173800	0
323	chr12	111108800	111109200	0
324	chr18	6406600	6406800	0
325	chr9	272200	272400	0
326	chr1	25465800	25466400	0
327	chr1	213796000	213797000	0
328	chr8	129120600	129121800	0
329	chr1	1107000	1108000	0
330	chr1	17767800	17768000	0
331	chr1	22194200	22194600	0
332	chr1	24258400	24259000	0
333	chr1	27576600	27577600	0
334	chr2	9932800	9933400	0
335	chr2	169448600	169450000	0
336	chr2	204553400	204555200	0
337	chr3	32497200	32497800	0
338	chr3	48597400	48597800	0
339	chr3	193721600	193722000	0
340	chr4	3303400	3304200	0
341	chr5	6203200	6203400	0
342	chr5	80484400	80485200	0
343	chr6	32053600	32053800	0
344	chr6	37145000	37145800	0
345	chr6	86116200	86116600	0
346	chr6	161657600	161657800	0
347	chr7	3079200	3079400	0
348	chr7	3106600	3107800	0
349	chr7	139541800	139542200	0
350	chr7	151856800	151857800	0
351	chr8	1424200	1424800	0
352	chr9	5509800	5510400	0
353	chr9	6723800	6724400	0
354	chr9	22105600	22106200	0
355	chr9	98620800	98621600	0
356	chr9	101492400	101493200	0
357	chr11	9301200	9301400	0
358	chr12	12111000	12111200	0
359	chr12	93367000	93367800	0
360	chr12	125264200	125265200	0
361	chr13	33759400	33759800	0
362	chr15	66661800	66662000	0
363	chr15	77789200	77789400	0
364	chr16	71640800	71641000	0
365	chr17	28884600	28884800	0
366	chr17	72270200	72271600	0
367	chr18	46355400	46357200	0
368	chr19	10309400	10310000	0
369	chr19	30112200	30113200	0
370	chr19	50352800	50353400	0
371	chr20	61272600	61272800	0
372	chr21	46344400	46344800	0
373	chr22	35755400	35755600	0
374	chr22	36302600	36302800	0
375	chr22	43330800	43332200	0
376	chr22	45686200	45689000	0
377	chr1	101912600	101916400	0
378	chr3	111418200	111418600	0
379	chr11	65879400	65880400	0
380	chr16	29699600	29699800	0
381	chr1	39975800	39976600	0
382	chr1	157493400	157494400	0
383	chr1	162199600	162200200	0
384	chr2	8726600	8727000	0
385	chr2	25719400	25720000	0
386	chr2	64327200	64327600	0
387	chr2	171369600	171370200	0
388	chr3	9684200	9684400	0
389	chr3	52744200	52745000	0
390	chr3	108778200	108778600	0
391	chr3	118501400	118502000	0
392	chr4	1869400	1869600	0
393	chr5	1133600	1135200	0
394	chr5	10536600	10537200	0
395	chr5	77517800	77518400	0
396	chr5	99886000	99886400	0
397	chr5	176551800	176552000	0
398	chr5	176552000	176553000	0
399	chr6	14071400	14071800	0
400	chr6	15904800	15905800	0
401	chr6	27643000	27643400	0
402	chr6	38519800	38520400	0
403	chr6	41408600	41410000	0
404	chr6	143027200	143027600	0
405	chr7	32886000	32886800	0
406	chr7	48338800	48339200	0
407	chr7	75949200	75949600	0
408	chr7	101616800	101617400	0
409	chr7	106767400	106767800	0
410	chr7	141258200	141258800	0
411	chr8	80635200	80636800	0
412	chr8	94763000	94763400	0
413	chr8	103823200	103823800	0
414	chr8	144109800	144110200	0
415	chr9	5278400	5278800	0
416	chr9	6185600	6186200	0
417	chr9	20597800	20598800	0
418	chr9	21141000	21141200	0
419	chr9	21379000	21379400	0
420	chr9	33136600	33137200	0
421	chr9	131965000	131965200	0
422	chr9	132718600	132719800	0
423	chr10	11148800	11149600	0
424	chr10	12119000	12119600	0
425	chr10	12783800	12785000	0
426	chr10	92751600	92753000	0
427	chr10	121154800	121155000	0
428	chr10	126429600	126430400	0
429	chr11	65209600	65211200	0
430	chr11	85862400	85863400	0
431	chr12	67877000	67878400	0
432	chr12	96799200	96801000	0
433	chr12	113526600	113526800	0
434	chr13	27796000	27797200	0
435	chr14	21738600	21739000	0
436	chr14	24071400	24071800	0
437	chr14	103068200	103068600	0
438	chr15	62344600	62345200	0
439	chr15	68345800	68346000	0
440	chr15	99564600	99564800	0
441	chr15	101699200	101701000	0
442	chr16	4578800	4579200	0
443	chr16	17038200	17038800	0
444	chr16	19144600	19145200	0
445	chr16	80923400	80923800	0
446	chr16	85139000	85139800	0
447	chr16	88077600	88078200	0
448	chr16	89059400	89060200	0
449	chr17	9941000	9941200	0
450	chr17	21066800	21067200	0
451	chr17	34304400	34305000	0
452	chr17	38645400	38646000	0
453	chr17	42325600	42326600	0
454	chr17	44215800	44216400	0
455	chr17	66220800	66221200	0
456	chr17	72631400	72632000	0
457	chr18	10481800	10482200	0
458	chr18	47860800	47861400	0
459	chr18	77256000	77256800	0
460	chr19	10526200	10526400	0
461	chr19	18503800	18504600	0
462	chr19	40933200	40933600	0
463	chr19	53194800	53195000	0
464	chr20	17860200	17860600	0
465	chr20	17979400	17979800	0
466	chr20	31269800	31270600	0
467	chr20	32380800	32382000	0
468	chr21	43831600	43832000	0
469	chr21	43847000	43847400	0
470	chr22	32187600	32187800	0
471	chr7	100824200	100825600	1
472	chr1	150506400	150507000	1
473	chr19	18341800	18342400	1
474	chr6	37142600	37146200	1
475	chr20	46030600	46031000	1
476	chr19	1484800	1485200	1
477	chr6	21387200	21387600	1
478	chr21	45135800	45137000	1
479	chr16	2018200	2019000	1
480	chr16	29666000	29667000	1
481	chr19	2091400	2091600	1
482	chr19	46518000	46519600	1
483	chr2	232526600	232527400	1
484	chr4	124468600	124469200	1
485	chr20	52250400	52251800	1
486	chr2	222436400	222437000	1
487	chr1	228377600	228378400	1
488	chr7	157130200	157132400	1
489	chr18	46418800	46420600	1
490	chr5	130719600	130720600	1
491	chr1	2472000	2472400	1
492	chr22	43739800	43740200	1
493	chr11	2214000	2214800	1
494	chr12	132332000	132333600	1
495	chr19	48612800	48613600	1
496	chr19	12957400	12957800	1
497	chr8	10548000	10549200	1
498	chr10	72327200	72327600	1
499	chr19	56832600	56834200	1
500	chr1	12586200	12587000	1
501	chr1	21577200	21577400	1
502	chr1	243266400	243267000	1
503	chr2	55326400	55328200	1
504	chr5	173205600	173206400	1
505	chr5	173278600	173279000	1
506	chr5	180241600	180242000	1
507	chr5	180542000	180542800	1
508	chr6	2733400	2734200	1
509	chr8	124935600	124936800	1
510	chr9	35922200	35923200	1
511	chr9	137297000	137297600	1
512	chr10	100670400	100671600	1
513	chr11	126244000	126244400	1
514	chr11	129907600	129908200	1
515	chr12	50704200	50705000	1
516	chr12	117034800	117035800	1
517	chr12	131464400	131464800	1
518	chr14	103519800	103520000	1
519	chr15	41091000	41091400	1
520	chr16	85641200	85641800	1
521	chr17	58675600	58676200	1
522	chr17	66012600	66012800	1
523	chr17	73451000	73451600	1
524	chr17	74372000	74372800	1
525	chr19	6512800	6514000	1
526	chr19	8488000	8488600	1
527	chr19	29050000	29050800	1
528	chr19	50268600	50269800	1
529	chr20	17976200	17976600	1
530	chr20	33494600	33495200	1
531	chr17	1927000	1927400	1
532	chr22	16097600	16098000	1
533	chr1	54879000	54881000	1
534	chr1	3598600	3598800	1
535	chr3	45611800	45612200	1
536	chr7	73866200	73867000	1
537	chr11	14435200	14436000	1
538	chr15	42915000	42915400	1
539	chr22	27065600	27065800	1
540	chr13	111145400	111146400	1
541	chr15	96469600	96471800	1
542	chr19	56090000	56091000	1
543	chr20	61412000	61412600	1
544	chr22	25122000	25122800	1
545	chr4	1035200	1035600	1
546	chr6	28919400	28919800	1
547	chr9	132370400	132371600	1
548	chr16	22057800	22059000	1
549	chr16	70448000	70449600	1
550	chr17	8127800	8128600	1
551	chr17	38406400	38407800	1
552	chr5	25073000	25073400	1
553	chr6	32053400	32056200	1
554	chr7	948200	948600	1
555	chr19	6607600	6609200	1
556	chr20	45829400	45830200	1
557	chr22	40047000	40047400	1
558	chr2	10198800	10201200	1
559	chr6	3288200	3289200	1
560	chr10	35695000	35697400	1
561	chr11	3532600	3537600	1
562	chr16	88632400	88633000	1
563	chr17	17508800	17509400	1
564	chr19	4988000	4989200	1
565	chr19	7505000	7505600	1
566	chr20	61047000	61047400	1
567	chr22	42344800	42345400	1
568	chr7	100045800	100046200	1
569	chr9	238200	238800	1
570	chr1	2157200	2157600	1
571	chr1	6410400	6411600	1
572	chr1	33608000	33608400	1
573	chr1	118181600	118182600	1
574	chr1	228074200	228074400	1
575	chr2	74358600	74359800	1
576	chr3	15417200	15417600	1
577	chr3	183970400	183970600	1
578	chr4	1777200	1778800	1
579	chr4	123684400	123685200	1
580	chr5	10735800	10736800	1
581	chr5	141389800	141390400	1
582	chr8	10529600	10530600	1
583	chr8	141431000	141431400	1
584	chr9	80514000	80514400	1
585	chr11	745200	745400	1
586	chr11	61783400	61784200	1
587	chr12	116889400	116889800	1
588	chr12	117496800	117498000	1
589	chr13	113871000	113871400	1
590	chr15	23700000	23700800	1
591	chr16	215400	215600	1
592	chr16	30788800	30790600	1
593	chr16	88465200	88466000	1
594	chr17	43571600	43572400	1
595	chr18	9701600	9702000	1
596	chr19	6358600	6358800	1
597	chr19	13084000	13085000	1
598	chr19	14448200	14448800	1
599	chr19	48995200	48995600	1
600	chr20	47403400	47404400	1
601	chr22	50746800	50747400	1
602	chr17	1492000	1493200	1
603	chr1	39185200	39185800	1
604	chr7	5005800	5006200	1
605	chr9	5499800	5500200	1
606	chr15	29219600	29220800	1
607	chr15	64114600	64118600	1
608	chr1	156676600	156676800	1
609	chr12	122688800	122689200	1
610	chr19	3480800	3481200	1
611	chr7	2288400	2289400	1
612	chr8	130564200	130565200	1
613	chr12	123419600	123420000	1
614	chr14	105629200	105632800	1
615	chr16	667000	667400	1
616	chr19	2028400	2028600	1
617	chr19	5432800	5433800	1
618	chr19	39019000	39019600	1
619	chr19	42425400	42426200	1
620	chr16	85436200	85437200	1
621	chr19	17976000	17977200	1
622	chr20	36743200	36743800	1
623	chr20	46043000	46043600	1
624	chr22	31690800	31691400	1
625	chr5	8011800	8012400	1
626	chr5	56507000	56507800	1
627	chr12	132121600	132124000	1
628	chr17	79620400	79621000	1
629	chr18	7574600	7575000	1
630	chr19	3586600	3587400	1
631	chr1	12208200	12209200	1
632	chr1	44300000	44301600	1
633	chr16	29710400	29712400	1
634	chr16	85723400	85724000	1
635	chr19	3812200	3813000	1
636	chr19	4610400	4610800	1
637	chr19	49334000	49335200	1
638	chr2	317600	317800	1
639	chr16	88931600	88932400	1
640	chr1	1001800	1003000	1
641	chr19	1673200	1673800	1
642	chr4	48740800	48741400	1
643	chr7	158623200	158624800	1
644	chr16	84514600	84516200	1
645	chr7	157877400	157878000	1
646	chr19	51012800	51013600	1
647	chr1	156339000	156339400	1
648	chr17	21671400	21672800	1
649	chr9	276000	276200	1
650	chr17	36187800	36188600	1
651	chr19	1451400	1451800	1
652	chr5	138718800	138720000	1
653	chr17	49012600	49013800	1
654	chr11	1051600	1052000	1
655	chr2	100879200	100879600	1
656	chr17	81055600	81056800	1
657	chr22	38104600	38105400	1
658	chr12	111046600	111047400	1
659	chr17	80343200	80343800	1
660	chr1	16067600	16068200	1
661	chr16	89666600	89667800	1
662	chr17	18881000	18882000	1
663	chr19	49019600	49020400	1
664	chr8	142443600	142444400	1
665	chr2	241551400	241552200	1
666	chr7	32804800	32805000	1
667	chr3	130739000	130739400	1
668	chr11	2482800	2483000	1
669	chr12	226600	227200	1
670	chr1	9622800	9623400	1
671	chr5	172156600	172157000	1
672	chr22	37377000	37378000	1
673	chr19	38422600	38423400	1
674	chr6	168091000	168091600	1
675	chr22	18057000	18057200	1
676	chr1	212187400	212188400	1
677	chr17	62101400	62103600	1
678	chr7	101934400	101934800	1
679	chr18	12414200	12414800	1
680	chr2	85749400	85750200	1
681	chr5	139138800	139139400	1
682	chr18	3643200	3643600	1
683	chr9	4821400	4821800	1
684	chr19	4732000	4732600	1
685	chr20	62171400	62172400	1
686	chr11	61524600	61526800	1
687	chr12	132362200	132362600	1
688	chr14	63936200	63936400	1
689	chr16	4329600	4330000	1
690	chr1	16018200	16018800	1
691	chr1	25025600	25026600	1
692	chr1	26092800	26093800	1
693	chr1	30660800	30661200	1
694	chr1	36983800	36985000	1
695	chr1	39541000	39541800	1
696	chr1	68381800	68382000	1
697	chr1	109980400	109981200	1
698	chr1	156867000	156868200	1
699	chr1	156880800	156881800	1
700	chr1	228525800	228526800	1
701	chr2	10457800	10459200	1
702	chr2	63651600	63652200	1
703	chr2	98355800	98356800	1
704	chr2	120764600	120765000	1
705	chr2	121004000	121004600	1
706	chr2	241674200	241674800	1
707	chr3	12727000	12727400	1
708	chr3	12797000	12797200	1
709	chr3	19896400	19896800	1
710	chr3	142962600	142963000	1
711	chr5	43518600	43519000	1
712	chr5	139536600	139537400	1
713	chr5	176983600	176983800	1
714	chr6	34164800	34165400	1
715	chr6	35017600	35018000	1
716	chr6	44171600	44172600	1
717	chr6	76315200	76316200	1
718	chr6	168261200	168261800	1
719	chr7	2450200	2450600	1
720	chr7	2614800	2615200	1
721	chr7	30933400	30934800	1
722	chr7	32586200	32586600	1
723	chr7	106319400	106320400	1
724	chr8	106601800	106602400	1
725	chr9	35940400	35940800	1
726	chr9	101854000	101854600	1
727	chr9	110438400	110438600	1
728	chr9	130414000	130415400	1
729	chr10	70600800	70601000	1
730	chr10	71067200	71067800	1
731	chr10	95631000	95631600	1
732	chr10	126599200	126599600	1
733	chr11	64766600	64767200	1
734	chr11	70588800	70589400	1
735	chr11	72465400	72467000	1
736	chr11	77740000	77740400	1
737	chr12	31902000	31902800	1
738	chr12	116624800	116625200	1
739	chr12	127646600	127647200	1
740	chr12	131930800	131931200	1
741	chr12	132131000	132131400	1
742	chr14	21785000	21785600	1
743	chr14	52327200	52327600	1
744	chr15	60772600	60773000	1
745	chr15	66661800	66662000	1
746	chr15	72995200	72995600	1
747	chr15	77789000	77789600	1
748	chr16	816400	817000	1
749	chr16	3068000	3068800	1
750	chr16	29964400	29964600	1
751	chr16	75486800	75487200	1
752	chr16	85408800	85410800	1
753	chr16	87993000	87993400	1
754	chr17	2026200	2027800	1
755	chr17	17508400	17508800	1
756	chr17	26578400	26578800	1
757	chr17	39952000	39952600	1
758	chr17	57370600	57371000	1
759	chr17	76243600	76243800	1
760	chr17	76244600	76246800	1
761	chr17	80869000	80869600	1
762	chr18	823400	823800	1
763	chr18	2830800	2831800	1
764	chr18	3055800	3056600	1
765	chr18	46354400	46356400	1
766	chr19	3855400	3855800	1
767	chr19	4987200	4988000	1
768	chr19	6402200	6403000	1
769	chr19	9737000	9737200	1
770	chr19	11268800	11269200	1
771	chr19	13091800	13092200	1
772	chr19	30111800	30112400	1
773	chr19	41092400	41092800	1
774	chr19	41400200	41400600	1
775	chr19	43951800	43952600	1
776	chr19	48918600	48919200	1
777	chr20	57189400	57189800	1
778	chr20	61272400	61272800	1
779	chr21	45258800	45259200	1
780	chr22	36302600	36302800	1
781	chr22	39892000	39892800	1
782	chr1	29459000	29459600	1
783	chr2	42280800	42281400	1
784	chr2	240152000	240152400	1
785	chr4	95818200	95818600	1
786	chr6	154760000	154760200	1
787	chr6	159165400	159166000	1
788	chr7	12687800	12688400	1
789	chr8	11872000	11872400	1
790	chr11	63276000	63276400	1
791	chr19	28887200	28887600	1
792	chr1	1120600	1121400	1
793	chr1	1927600	1928000	1
794	chr1	5996800	5998400	1
795	chr1	6329800	6330400	1
796	chr1	10594400	10595000	1
797	chr1	16125400	16126400	1
798	chr1	22133000	22134000	1
799	chr1	23598400	23598800	1
800	chr1	39210000	39212000	1
801	chr1	41020200	41020800	1
802	chr1	51178800	51179800	1
803	chr1	56975200	56975600	1
804	chr1	147319600	147320000	1
805	chr1	156033200	156034000	1
806	chr1	206660600	206660800	1
807	chr1	220137000	220138400	1
808	chr1	223442600	223443000	1
809	chr1	228659200	228661000	1
810	chr1	246232000	246232200	1
811	chr2	8726800	8727400	1
812	chr2	19986800	19987400	1
813	chr2	33358800	33359200	1
814	chr2	58349600	58350200	1
815	chr2	63189000	63189400	1
816	chr2	146447800	146448200	1
817	chr3	14291000	14291600	1
818	chr3	50412000	50412200	1
819	chr3	129063600	129063800	1
820	chr3	170468600	170470600	1
821	chr3	186426800	186427200	1
822	chr3	194836600	194837600	1
823	chr3	195858000	195858400	1
824	chr4	1352200	1353000	1
825	chr4	1869400	1869800	1
826	chr4	56595600	56597600	1
827	chr4	74364000	74364400	1
828	chr4	153945000	153945400	1
829	chr5	1076400	1077000	1
830	chr5	10536600	10537000	1
831	chr5	12614400	12616800	1
832	chr5	32218000	32218400	1
833	chr5	42983200	42984800	1
834	chr5	139142200	139144400	1
835	chr5	140736400	140737200	1
836	chr5	148747600	148748200	1
837	chr5	148772200	148772800	1
838	chr5	172446000	172446800	1
839	chr5	173173400	173173600	1
840	chr5	176551800	176552400	1
841	chr6	4922800	4924200	1
842	chr6	6929000	6929400	1
843	chr6	14666000	14666600	1
844	chr6	15901200	15902400	1
845	chr6	15904600	15905400	1
846	chr6	27642800	27643200	1
847	chr6	32167600	32168200	1
848	chr6	35674800	35675800	1
849	chr6	42151600	42152000	1
850	chr7	384000	384400	1
851	chr7	7087200	7088200	1
852	chr7	32886000	32886600	1
853	chr7	39277600	39277800	1
854	chr7	76235400	76235800	1
855	chr7	97072200	97072600	1
856	chr7	129865200	129866000	1
857	chr7	139842600	139843000	1
858	chr8	2645800	2646400	1
859	chr8	11207600	11209000	1
860	chr8	22743600	22744800	1
861	chr8	23363200	23363400	1
862	chr8	42623600	42624200	1
863	chr8	103823000	103823800	1
864	chr8	125451800	125452600	1
865	chr8	142302000	142302200	1
866	chr8	144017600	144018200	1
867	chr9	259800	260400	1
868	chr9	5499600	5499800	1
869	chr9	96572200	96574000	1
870	chr9	126025400	126026200	1
871	chr9	130904800	130905800	1
872	chr9	132209200	132209800	1
873	chr9	132227400	132228200	1
874	chr9	132719200	132719800	1
