id	Chromosome	Start	End	strand
72	chr17	21908914	21910913	1
73	chr4	40191173	40193172	1
74	chr3	73290548	73292547	1
75	chr2	85810031	85812030	1
76	chr19	20748116	20750115	1
77	chr17	73068901	73070900	1
78	chr15	23890480	23892479	1
79	chr1	27338828	27340827	1
80	chr22	46066178	46068177	1
81	chr22	32777540	32779539	1
82	chr16	34255007	34257006	1
83	chr14	23298530	23300529	1
84	chr14	23297588	23299587	1
85	chr1	43913816	43915815	1
86	chr17	72208982	72210981	1
87	chr17	75468353	75470352	1
88	chr1	201474869	201476868	1
89	chr22	31296706	31298705	1
90	chr15	23890676	23892675	1
91	chr12	58149297	58151296	1
92	chr16	75549679	75551678	1
93	chr4	113435041	113437040	1
94	chr9	131940041	131942040	1
95	chr7	57239564	57241563	1
96	chr5	75048805	75050804	1
97	chr5	74348169	74350168	1
98	chr4	83194724	83196723	1
99	chr9	22746199	22748198	1
100	chr22	32778273	32780272	1
101	chr3	43730105	43732104	1
102	chr19	19900841	19902840	1
103	chr9	68323936	68325935	1
104	chr16	81109424	81111423	1
105	chr11	119018222	119020221	1
106	chr7	56559317	56561316	1
107	chr7	38335335	38337334	1
108	chr7	140103734	140105733	1
109	chr7	26436713	26438712	1
110	chr7	127983463	127985462	1
111	chr7	156880738	156882737	1
112	chr7	15601141	15603140	1
113	chr7	154656694	154658693	1
114	chr7	155437400	155439399	1
115	chr7	131012482	131014481	1
116	chr7	96097235	96099234	1
117	chr6	52858918	52860917	1
118	chr6	12585137	12587136	1
119	chr6	74063519	74065518	1
120	chr6	111803214	111805213	1
121	chr5	55045730	55047729	1
122	chr5	113695142	113697141	1
123	chr5	8157402	8159401	1
124	chr4	4128797	4130796	1
125	chr4	166127270	166129269	1
126	chr4	92948429	92950428	1
127	chr4	110223314	110225313	1
128	chr4	110222691	110224690	1
129	chr3	141637364	141639363	1
130	chr3	32145681	32147680	1
131	chr3	9848270	9850269	1
132	chr3	14184723	14186722	1
133	chr3	194991397	194993396	1
134	chr21	45992106	45994105	1
135	chr21	40896010	40898009	1
136	chr20	3064871	3066870	1
137	chr20	812858	814857	1
138	chr2	106905010	106907009	1
139	chr2	110940131	110942130	1
140	chr2	99309072	99311071	1
141	chr2	178862998	178864997	1
142	chr2	195207493	195209492	1
143	chr2	239335871	239337870	1
144	chr2	27438758	27440757	1
145	chr2	222455661	222457660	1
146	chr2	71242654	71244653	1
147	chr19	43359344	43361343	1
148	chr19	49313787	49315786	1
149	chr19	105971	107970	1
150	chr19	55973211	55975210	1
151	chr19	23472151	23474150	1
152	chr18	3025065	3027064	1
153	chr17	38522704	38524703	1
154	chr17	62745038	62747037	1
155	chr17	15652007	15654006	1
156	chr17	15652130	15654129	1
157	chr17	57695719	57697718	1
158	chr17	16340636	16342635	1
159	chr16	6622268	6624267	1
160	chr16	25121550	25123549	1
161	chr16	5665698	5667697	1
162	chr16	66975115	66977114	1
163	chr16	69060047	69062046	1
164	chr16	58004521	58006520	1
165	chr16	1289197	1291196	1
166	chr16	29261329	29263328	1
167	chr15	32893988	32895987	1
168	chr15	50474515	50476514	1
169	chr15	25470756	25472755	1
170	chr15	64692172	64694171	1
171	chr15	41289972	41291971	1
172	chr14	101722169	101724168	1
173	chr14	22987447	22989446	1
174	chr14	22987894	22989893	1
175	chr14	24639562	24641561	1
176	chr13	78858473	78860472	1
177	chr13	38922486	38924485	1
178	chr12	29273316	29275315	1
179	chr12	121585313	121587312	1
180	chr12	12508513	12510512	1
181	chr12	5141608	5143607	1
182	chr12	124454392	124456391	1
183	chr12	9600326	9602325	1
184	chr12	93517820	93519819	1
185	chr12	57399731	57401730	1
186	chr11	44331217	44333216	1
187	chr11	34425997	34427996	1
188	chr11	7847020	7849019	1
189	chr11	60221725	60223724	1
190	chr11	111409505	111411504	1
191	chr11	3612346	3614345	1
192	chr11	8189214	8191213	1
193	chr10	21785071	21787070	1
194	chr10	96335696	96337695	1
195	chr10	102006528	102008527	1
196	chr10	48827467	48829466	1
197	chr10	88426706	88428705	1
198	chr10	104627773	104629772	1
199	chr1	15763435	15765434	1
200	chr1	47433047	47435046	1
201	chr1	147799624	147801623	1
202	chr1	154292066	154294065	1
203	chr1	161492536	161494535	1
204	chr1	44455531	44457530	1
205	chr1	227682344	227684343	1
206	chr1	86043926	86045925	1
207	chr1	3667462	3669461	1
208	chr1	91964908	91966907	1
209	chr1	221723486	221725485	1
210	chr1	243170271	243172270	1
211	chr1	86044944	86046943	1
212	chr4	51679	53678	1
213	chr11	35638235	35640234	1
214	chr4	6201819	6203818	1
215	chr9	131681674	131683673	1
216	chr5	33984336	33986335	1
217	chr12	6601022	6603021	1
218	chr5	151303904	151305903	1
219	chr13	101231872	101233871	1
220	chr12	123235821	123237820	1
221	chr7	101934869	101936868	1
222	chr4	108909370	108911369	1
223	chr19	10122425	10124424	1
224	chr16	34256210	34258209	1
225	chr11	8190103	8192102	1
226	chr19	7814070	7816069	1
227	chr11	71823327	71825326	1
228	chr11	33035910	33037909	1
229	chr8	143823330	143825329	1
230	chr3	52321537	52323536	1
231	chr12	58174872	58176871	1
232	chr8	31455221	31457220	1
233	chr6	42748265	42750264	1
234	chr22	48026819	48028818	1
235	chr21	33211153	33213152	1
236	chr18	3601498	3603497	1
237	chr17	80170603	80172602	1
238	chr12	22093837	22095836	1
239	chr1	154296529	154298528	1
240	chr17	40549527	40551526	1
241	chr9	45415477	45417476	0
242	chr8	7105375	7107374	0
243	chr8	23192184	23194183	0
244	chr8	87355044	87357043	0
245	chr8	127567641	127569640	0
246	chr8	66504208	66506207	0
247	chr8	66503466	66505465	0
248	chr7	20370871	20372870	0
249	chr7	115849047	115851046	0
250	chr7	44163458	44165457	0
251	chr7	73133503	73135502	0
252	chr7	158382808	158384807	0
253	chr6	34523611	34525610	0
254	chr6	41703498	41705497	0
255	chr6	53231968	53233967	0
256	chr6	90531514	90533513	0
257	chr6	158701795	158703794	0
258	chr6	33255579	33257578	0
259	chr6	84436274	84438273	0
260	chr5	69527319	69529318	0
261	chr4	3633256	3635255	0
262	chr4	88689234	88691233	0
263	chr4	154071994	154073993	0
264	chr3	16555034	16557033	0
265	chr3	45187415	45189414	0
266	chr3	84338905	84340904	0
267	chr3	122645469	122647468	0
268	chr3	93781734	93783733	0
269	chr3	93780260	93782259	0
270	chr3	141862796	141864795	0
271	chr22	35558797	35560796	0
272	chr22	43670461	43672460	0
273	chr22	22005059	22007058	0
274	chr2	173598502	173600501	0
275	chr2	90247239	90249238	0
276	chr19	34080095	34082094	0
277	chr18	77711165	77713164	0
278	chr17	9550478	9552477	0
279	chr17	10599411	10601410	0
280	chr17	17138933	17140932	0
281	chr17	27046068	27048067	0
282	chr17	8300645	8302644	0
283	chr17	72305430	72307429	0
284	chr16	225179	227178	0
285	chr16	227053	229052	0
286	chr15	32892830	32894829	0
287	chr14	23450968	23452967	0
288	chr14	23450407	23452406	0
289	chr14	101418186	101420185	0
290	chr14	78225673	78227672	0
291	chr14	93387925	93389924	0
292	chr13	73027606	73029605	0
293	chr13	96296458	96298457	0
294	chr12	1866678	1868677	0
295	chr12	6602508	6604507	0
296	chr12	43358425	43360424	0
297	chr12	130387712	130389711	0
298	chr11	11203461	11205460	0
299	chr11	50225832	50227831	0
300	chr11	4038678	4040677	0
301	chr11	102678148	102680147	0
302	chr10	77167415	77169414	0
303	chr10	16477442	16479441	0
304	chr1	110428387	110430386	0
305	chr1	27714472	27716471	0
306	chr1	36656016	36658015	0
307	chr1	157961563	157963562	0
308	chr1	49721583	49723582	0
309	chr1	7913073	7915072	0
310	chr1	143243664	143245663	0
311	chr1	149146380	149148379	0
312	chr17	21908914	21910913	0
313	chr4	40191173	40193172	0
314	chr3	73290548	73292547	0
315	chr2	85810031	85812030	0
316	chr19	20748116	20750115	0
317	chr17	73068901	73070900	0
318	chr15	23890480	23892479	0
319	chr1	27338828	27340827	0
320	chr22	46066178	46068177	0
321	chr22	32777540	32779539	0
322	chr16	34255007	34257006	0
323	chr14	23298530	23300529	0
324	chr14	23297588	23299587	0
325	chr1	43913816	43915815	0
326	chr17	72208982	72210981	0
327	chr17	75468353	75470352	0
328	chr1	201474869	201476868	0
329	chr22	31296706	31298705	0
330	chr15	23890676	23892675	0
331	chr12	58149297	58151296	0
332	chr16	75549679	75551678	0
333	chr4	113435041	113437040	0
334	chr9	131940041	131942040	0
335	chr7	57239564	57241563	0
336	chr5	75048805	75050804	0
337	chr5	74348169	74350168	0
338	chr4	83194724	83196723	0
339	chr9	22746199	22748198	0
340	chr22	32778273	32780272	0
341	chr3	43730105	43732104	0
342	chr19	19900841	19902840	0
343	chr9	68323936	68325935	0
344	chr16	81109424	81111423	0
345	chr11	119018222	119020221	0
346	chr7	56559317	56561316	0
347	chr7	38335335	38337334	0
348	chr7	140103734	140105733	0
349	chr7	26436713	26438712	0
350	chr7	127983463	127985462	0
351	chr7	156880738	156882737	0
352	chr7	15601141	15603140	0
353	chr7	154656694	154658693	0
354	chr7	155437400	155439399	0
355	chr7	131012482	131014481	0
356	chr7	96097235	96099234	0
357	chr6	52858918	52860917	0
358	chr6	12585137	12587136	0
359	chr6	74063519	74065518	0
360	chr6	111803214	111805213	0
361	chr5	55045730	55047729	0
362	chr5	113695142	113697141	0
363	chr5	8157402	8159401	0
364	chr4	4128797	4130796	0
365	chr4	166127270	166129269	0
366	chr4	92948429	92950428	0
367	chr4	110223314	110225313	0
368	chr4	110222691	110224690	0
369	chr3	141637364	141639363	0
370	chr3	32145681	32147680	0
371	chr3	9848270	9850269	0
372	chr3	14184723	14186722	0
373	chr3	194991397	194993396	0
374	chr21	45992106	45994105	0
375	chr21	40896010	40898009	0
376	chr20	3064871	3066870	0
377	chr20	812858	814857	0
378	chr2	106905010	106907009	0
379	chr2	110940131	110942130	0
380	chr2	99309072	99311071	0
381	chr2	178862998	178864997	0
382	chr2	195207493	195209492	0
383	chr2	239335871	239337870	0
384	chr2	27438758	27440757	0
385	chr2	222455661	222457660	0
386	chr2	71242654	71244653	0
387	chr19	43359344	43361343	0
388	chr19	49313787	49315786	0
389	chr19	105971	107970	0
390	chr19	55973211	55975210	0
391	chr19	23472151	23474150	0
392	chr18	3025065	3027064	0
393	chr17	38522704	38524703	0
394	chr17	62745038	62747037	0
395	chr17	15652007	15654006	0
396	chr17	15652130	15654129	0
397	chr17	57695719	57697718	0
398	chr17	16340636	16342635	0
399	chr16	6622268	6624267	0
400	chr16	25121550	25123549	0
401	chr16	5665698	5667697	0
402	chr16	66975115	66977114	0
403	chr16	69060047	69062046	0
404	chr16	58004521	58006520	0
405	chr16	1289197	1291196	0
406	chr16	29261329	29263328	0
407	chr15	32893988	32895987	0
408	chr15	50474515	50476514	0
409	chr15	25470756	25472755	0
410	chr15	64692172	64694171	0
411	chr15	41289972	41291971	0
412	chr14	101722169	101724168	0
413	chr14	22987447	22989446	0
414	chr14	22987894	22989893	0
415	chr14	24639562	24641561	0
416	chr13	78858473	78860472	0
417	chr13	38922486	38924485	0
418	chr12	29273316	29275315	0
419	chr12	121585313	121587312	0
420	chr12	12508513	12510512	0
421	chr12	5141608	5143607	0
422	chr12	124454392	124456391	0
423	chr12	9600326	9602325	0
424	chr12	93517820	93519819	0
425	chr12	57399731	57401730	0
426	chr11	44331217	44333216	0
427	chr11	34425997	34427996	0
428	chr11	7847020	7849019	0
429	chr11	60221725	60223724	0
430	chr11	111409505	111411504	0
431	chr11	3612346	3614345	0
432	chr11	8189214	8191213	0
433	chr10	21785071	21787070	0
434	chr10	96335696	96337695	0
435	chr10	102006528	102008527	0
436	chr10	48827467	48829466	0
437	chr10	88426706	88428705	0
438	chr10	104627773	104629772	0
439	chr1	15763435	15765434	0
440	chr1	47433047	47435046	0
441	chr1	147799624	147801623	0
442	chr1	154292066	154294065	0
443	chr1	161492536	161494535	0
444	chr1	44455531	44457530	0
445	chr1	227682344	227684343	0
446	chr1	86043926	86045925	0
447	chr1	3667462	3669461	0
448	chr1	91964908	91966907	0
449	chr1	221723486	221725485	0
450	chr1	243170271	243172270	0
451	chr1	86044944	86046943	0
452	chr4	51679	53678	0
453	chr11	35638235	35640234	0
454	chr4	6201819	6203818	0
455	chr9	131681674	131683673	0
456	chr5	33984336	33986335	0
457	chr12	6601022	6603021	0
458	chr5	151303904	151305903	0
459	chr13	101231872	101233871	0
460	chr12	123235821	123237820	0
461	chr7	101934869	101936868	0
462	chr4	108909370	108911369	0
463	chr19	10122425	10124424	0
464	chr16	34256210	34258209	0
465	chr11	8190103	8192102	0
466	chr19	7814070	7816069	0
467	chr11	71823327	71825326	0
468	chr11	33035910	33037909	0
469	chr8	143823330	143825329	0
470	chr3	52321537	52323536	0
471	chr12	58174872	58176871	0
472	chr8	31455221	31457220	0
473	chr6	42748265	42750264	0
474	chr22	48026819	48028818	0
475	chr21	33211153	33213152	0
476	chr18	3601498	3603497	0
477	chr17	80170603	80172602	0
478	chr12	22093837	22095836	0
479	chr1	154296529	154298528	0
480	chr17	40549527	40551526	0
