id	Chromosome	Start	End	strand
82	chr5	157027800	157029200	1
83	chr11	32055000	32055400	1
84	chr11	44580600	44581800	1
85	chr12	118604400	118605200	1
86	chr12	129267000	129267600	1
87	chr17	4237800	4238000	1
88	chr17	27197800	27198000	1
89	chr17	75337000	75337600	1
90	chr18	11883000	11883600	1
91	chr2	233989200	233990200	0
92	chr3	124312800	124313600	0
93	chr16	72863800	72864400	0
94	chr12	123204600	123204800	0
95	chr22	39664000	39664400	0
96	chr20	44542600	44543000	0
97	chr16	48478800	48479400	0
98	chr1	206310200	206310600	0
99	chr7	150016400	150017800	0
100	chr19	4382000	4382400	0
101	chr19	14475200	14476200	0
102	chr3	185956000	185956800	0
103	chr4	40691800	40692800	0
104	chr4	140093400	140093800	0
105	chr6	223000	223200	0
106	chr9	95890400	95891000	0
107	chr11	83160000	83160400	0
108	chr12	11924600	11926000	0
109	chr13	24035000	24035600	0
110	chr21	36011400	36013400	0
111	chr17	75471000	75471400	0
112	chr2	144234400	144234600	0
113	chr12	6421600	6422800	0
114	chr9	5618200	5619200	0
115	chr6	14910400	14912000	0
116	chr1	28497800	28500200	0
117	chr2	25621200	25622000	0
118	chr8	81770600	81771000	0
119	chr9	126079400	126079800	0
120	chr12	11988200	11990200	0
121	chr12	92505600	92506400	0
122	chr14	77471000	77471600	0
123	chr17	45942400	45942800	0
124	chr18	21451200	21451800	0
125	chr18	56299800	56303600	0
126	chr21	36602800	36603600	0
127	chr3	195839400	195842200	0
128	chr17	5561000	5561600	0
129	chr7	74057400	74058600	0
130	chr19	40915600	40917800	0
131	chr19	50351400	50352800	0
132	chr18	11576200	11576800	0
133	chr7	2020400	2020800	0
134	chr8	101510200	101515600	0
135	chr19	41874000	41874400	0
136	chr18	13608200	13608400	0
137	chr9	5851400	5852000	0
138	chr9	5440600	5440800	0
139	chr10	3893200	3894200	0
140	chr10	116126800	116127400	0
141	chr4	10731000	10735200	0
142	chr4	147016200	147017000	0
143	chr6	32212000	32212400	0
144	chr1	205249800	205250000	0
145	chr4	2794400	2794600	0
146	chr9	6929600	6929800	0
147	chr9	136006800	136007200	0
148	chr15	66715800	66716200	0
149	chr3	32499400	32500000	0
150	chr3	125137200	125137600	0
151	chr16	25058200	25058600	0
152	chr2	99492200	99492600	0
153	chr2	103041600	103043000	0
154	chr2	153026200	153028000	0
155	chr2	203037000	203037200	0
156	chr2	231311600	231312600	0
157	chr12	111350800	111352000	0
158	chr14	102258000	102258400	0
159	chr17	2164400	2165200	0
160	chr17	5124200	5125000	0
161	chr17	30902600	30903600	0
162	chr4	1345400	1345800	0
163	chr4	36327600	36328800	0
164	chr8	81996200	81998400	0
165	chr9	37994600	37995600	0
166	chr12	10438400	10439000	0
167	chr16	69564400	69565000	0
168	chr2	86456000	86457200	0
169	chr2	231459200	231462600	0
170	chr3	150089800	150090200	0
171	chr3	170976400	170979800	0
172	chr5	157027800	157029200	0
173	chr11	32055000	32055400	0
174	chr11	44580600	44581800	0
175	chr12	118604400	118605200	0
176	chr12	129267000	129267600	0
177	chr17	4237800	4238000	0
178	chr17	27197800	27198000	0
179	chr17	75337000	75337600	0
180	chr18	11883000	11883600	0
181	chr10	120500000	120500600	1
182	chr19	4285600	4285800	1
183	chr22	29521800	29522800	1
184	chr22	50506600	50507000	1
185	chr17	62221000	62221400	1
186	chr1	46612800	46613600	1
187	chr12	123579600	123580600	1
188	chr9	3261600	3261800	1
189	chr18	3614800	3615000	1
190	chr7	97988400	97989600	1
191	chr5	148798800	148800600	1
192	chr7	148397400	148399200	1
193	chr17	7121400	7122400	1
194	chr3	124310800	124313400	1
195	chr19	16263000	16263800	1
196	chr9	5435800	5436200	1
197	chr19	49238200	49240000	1
198	chr17	57623800	57624400	1
199	chr20	3146000	3147600	1
200	chr15	74889000	74889800	1
201	chr17	40111000	40111200	1
202	chr7	8175600	8176000	1
203	chr2	234057000	234057400	1
204	chr11	3091800	3092400	1
205	chr16	85436200	85437200	1
206	chr12	124676000	124676400	1
207	chr3	129343200	129345000	1
208	chr16	2008600	2008800	1
209	chr1	39272800	39273800	1
210	chr4	78671600	78671800	1
211	chr5	10735800	10736800	1
212	chr9	7172600	7173000	1
213	chr20	44542600	44543800	1
214	chr3	50379600	50380400	1
215	chr7	98727200	98728400	1
216	chr4	110622000	110622400	1
217	chr10	126213600	126214800	1
218	chr17	35847400	35848000	1
219	chr19	14475800	14476200	1
220	chr1	213300400	213300800	1
221	chr2	70203800	70205000	1
222	chr4	140093400	140093800	1
223	chr4	159488200	159488400	1
224	chr5	7991600	7992000	1
225	chr9	130784000	130784400	1
226	chr10	79662000	79663200	1
227	chr12	50442200	50443400	1
228	chr15	77916600	77918400	1
229	chr5	177846800	177847400	1
230	chr6	11115400	11116000	1
231	chr6	24683800	24684200	1
232	chr8	2481400	2481600	1
233	chr19	42069000	42069400	1
234	chr6	52254000	52255600	1
235	chr9	5851400	5851800	1
236	chr16	25057800	25058600	1
237	chr10	126229400	126230800	1
238	chr6	3463800	3464200	1
239	chr1	234645000	234645400	1
240	chr2	10700600	10701000	1
241	chr4	187754200	187754800	1
242	chr5	173323400	173324000	1
243	chr7	110712600	110713000	1
244	chr7	137276200	137276800	1
245	chr8	54928600	54929000	1
246	chr9	78973600	78974200	1
247	chr9	126079400	126079800	1
248	chr10	104199600	104200400	1
249	chr11	1323200	1323600	1
250	chr11	61023800	61024200	1
251	chr12	92505800	92506200	1
252	chr14	74408400	74409000	1
253	chr14	101825600	101826200	1
254	chr16	24895000	24895600	1
255	chr17	38258600	38259000	1
256	chr17	45941800	45943600	1
257	chr19	2818800	2819200	1
258	chr19	10056800	10057000	1
259	chr19	15523400	15523600	1
260	chr19	42831800	42833200	1
261	chr20	34690000	34691400	1
262	chr20	51943800	51944800	1
263	chr22	39890800	39891200	1
264	chr9	6929200	6930400	1
265	chr19	568200	568400	1
266	chr6	21913800	21914200	1
267	chr19	50052200	50052800	1
268	chr1	110460000	110461800	1
269	chr7	74057200	74058600	1
270	chr6	36792800	36795200	1
271	chr5	172478200	172478600	1
272	chr12	131433200	131433600	1
273	chr11	86135000	86135200	1
274	chr19	40916000	40918000	1
275	chr9	95145200	95145400	1
276	chr16	88748000	88748800	1
277	chr11	114127600	114130600	1
278	chr8	101514200	101515000	1
279	chr20	57213000	57213200	1
280	chr19	51132200	51133200	1
281	chr11	113534000	113536400	1
282	chr17	48787400	48788600	1
283	chr6	28732600	28733200	1
284	chr10	3893200	3894400	1
285	chr17	62213200	62213400	1
286	chr9	5819200	5819600	1
287	chr17	75470600	75471200	1
288	chr6	25486200	25486600	1
289	chr12	7021800	7022200	1
290	chr4	2793800	2794600	1
291	chr4	42154000	42154800	1
292	chr19	13084000	13085000	1
293	chr1	247530800	247531200	1
294	chr5	14266800	14267600	1
295	chr17	29419400	29421000	1
296	chr3	128151200	128151600	1
297	chr3	193641000	193641600	1
298	chr6	14911000	14911400	1
299	chr6	40681000	40681200	1
300	chr7	44179200	44179400	1
301	chr7	75504800	75506200	1
302	chr9	130520800	130521400	1
303	chr12	10047800	10048600	1
304	chr1	21781600	21781800	1
305	chr2	122459800	122460200	1
306	chr4	38320000	38322000	1
307	chr9	37994600	37995800	1
308	chr12	53054400	53055200	1
309	chr16	75627800	75628800	1
310	chr2	38851600	38852000	1
311	chr2	70255400	70256200	1
312	chr2	190407000	190407200	1
313	chr3	150089800	150090000	1
314	chr3	170979600	170980000	1
315	chr4	188342200	188342600	1
316	chr5	17118800	17119400	1
317	chr7	2476400	2476800	1
318	chr7	6293400	6294600	1
319	chr7	99195800	99196600	1
320	chr10	72784200	72784600	1
321	chr10	73390200	73391000	1
322	chr10	94582400	94583000	1
323	chr11	3864600	3865600	1
324	chr13	54841200	54841600	1
325	chr17	27197800	27198000	1
326	chr17	27976800	27977400	1
327	chr18	12652600	12653000	1
328	chr20	42236600	42236800	1
329	chr10	120500000	120500600	0
330	chr19	4285600	4285800	0
331	chr22	29521800	29522800	0
332	chr22	50506600	50507000	0
333	chr17	62221000	62221400	0
334	chr1	46612800	46613600	0
335	chr12	123579600	123580600	0
336	chr9	3261600	3261800	0
337	chr18	3614800	3615000	0
338	chr7	97988400	97989600	0
339	chr5	148798800	148800600	0
340	chr7	148397400	148399200	0
341	chr17	7121400	7122400	0
342	chr3	124310800	124313400	0
343	chr19	16263000	16263800	0
344	chr9	5435800	5436200	0
345	chr19	49238200	49240000	0
346	chr17	57623800	57624400	0
347	chr20	3146000	3147600	0
348	chr15	74889000	74889800	0
349	chr17	40111000	40111200	0
350	chr7	8175600	8176000	0
351	chr2	234057000	234057400	0
352	chr11	3091800	3092400	0
353	chr16	85436200	85437200	0
354	chr12	124676000	124676400	0
355	chr3	129343200	129345000	0
356	chr16	2008600	2008800	0
357	chr1	39272800	39273800	0
358	chr4	78671600	78671800	0
359	chr5	10735800	10736800	0
360	chr9	7172600	7173000	0
361	chr20	44542600	44543800	0
362	chr3	50379600	50380400	0
363	chr7	98727200	98728400	0
364	chr4	110622000	110622400	0
365	chr10	126213600	126214800	0
366	chr17	35847400	35848000	0
367	chr19	14475800	14476200	0
368	chr1	213300400	213300800	0
369	chr2	70203800	70205000	0
370	chr4	140093400	140093800	0
371	chr4	159488200	159488400	0
372	chr5	7991600	7992000	0
373	chr9	130784000	130784400	0
374	chr10	79662000	79663200	0
375	chr12	50442200	50443400	0
376	chr15	77916600	77918400	0
377	chr5	177846800	177847400	0
378	chr6	11115400	11116000	0
379	chr6	24683800	24684200	0
380	chr8	2481400	2481600	0
381	chr19	42069000	42069400	0
382	chr6	52254000	52255600	0
383	chr9	5851400	5851800	0
384	chr16	25057800	25058600	0
385	chr10	126229400	126230800	0
386	chr6	3463800	3464200	0
387	chr1	234645000	234645400	0
388	chr2	10700600	10701000	0
389	chr4	187754200	187754800	0
390	chr5	173323400	173324000	0
391	chr7	110712600	110713000	0
392	chr7	137276200	137276800	0
393	chr8	54928600	54929000	0
394	chr9	78973600	78974200	0
395	chr9	126079400	126079800	0
396	chr10	104199600	104200400	0
397	chr11	1323200	1323600	0
398	chr11	61023800	61024200	0
399	chr12	92505800	92506200	0
400	chr14	74408400	74409000	0
401	chr14	101825600	101826200	0
402	chr16	24895000	24895600	0
403	chr17	38258600	38259000	0
404	chr17	45941800	45943600	0
405	chr19	2818800	2819200	0
406	chr19	10056800	10057000	0
407	chr19	15523400	15523600	0
408	chr19	42831800	42833200	0
409	chr20	34690000	34691400	0
410	chr20	51943800	51944800	0
411	chr22	39890800	39891200	0
412	chr9	6929200	6930400	0
413	chr19	568200	568400	0
414	chr6	21913800	21914200	0
415	chr19	50052200	50052800	0
416	chr1	110460000	110461800	0
417	chr7	74057200	74058600	0
418	chr6	36792800	36795200	0
419	chr5	172478200	172478600	0
420	chr12	131433200	131433600	0
421	chr11	86135000	86135200	0
422	chr19	40916000	40918000	0
423	chr9	95145200	95145400	0
424	chr16	88748000	88748800	0
425	chr11	114127600	114130600	0
426	chr8	101514200	101515000	0
427	chr20	57213000	57213200	0
428	chr19	51132200	51133200	0
429	chr11	113534000	113536400	0
430	chr17	48787400	48788600	0
431	chr6	28732600	28733200	0
432	chr10	3893200	3894400	0
433	chr17	62213200	62213400	0
434	chr9	5819200	5819600	0
435	chr17	75470600	75471200	0
436	chr6	25486200	25486600	0
437	chr12	7021800	7022200	0
438	chr4	2793800	2794600	0
439	chr4	42154000	42154800	0
440	chr19	13084000	13085000	0
441	chr1	247530800	247531200	0
442	chr5	14266800	14267600	0
443	chr17	29419400	29421000	0
444	chr3	128151200	128151600	0
445	chr3	193641000	193641600	0
446	chr6	14911000	14911400	0
447	chr6	40681000	40681200	0
448	chr7	44179200	44179400	0
449	chr7	75504800	75506200	0
450	chr9	130520800	130521400	0
451	chr12	10047800	10048600	0
452	chr1	21781600	21781800	0
453	chr2	122459800	122460200	0
454	chr4	38320000	38322000	0
455	chr9	37994600	37995800	0
456	chr12	53054400	53055200	0
457	chr16	75627800	75628800	0
458	chr2	38851600	38852000	0
459	chr2	70255400	70256200	0
460	chr2	190407000	190407200	0
461	chr3	150089800	150090000	0
462	chr3	170979600	170980000	0
463	chr4	188342200	188342600	0
464	chr5	17118800	17119400	0
465	chr7	2476400	2476800	0
466	chr7	6293400	6294600	0
467	chr7	99195800	99196600	0
468	chr10	72784200	72784600	0
469	chr10	73390200	73391000	0
470	chr10	94582400	94583000	0
471	chr11	3864600	3865600	0
472	chr13	54841200	54841600	0
473	chr17	27197800	27198000	0
474	chr17	27976800	27977400	0
475	chr18	12652600	12653000	0
476	chr20	42236600	42236800	0
