id	Chromosome	Start	End	strand
127	chr5	163774800	163775200	0
128	chr11	12824000	12825200	0
129	chr3	195479600	195480200	0
130	chr20	49277200	49277800	0
131	chr3	184031400	184031600	0
132	chr17	80869000	80869600	0
133	chr15	33311800	33312200	0
134	chr5	126359400	126360400	0
135	chr22	36785400	36786200	0
136	chr17	26593200	26596200	0
137	chr10	112836200	112836600	0
138	chr20	60949400	60950000	0
139	chr2	241559800	241560000	0
140	chr15	72995200	72995600	0
141	chr20	31259800	31260400	0
142	chr8	584400	585000	0
143	chr15	77926400	77927400	0
144	chr19	46431000	46431600	0
145	chr5	169731000	169731600	0
146	chr5	173157600	173158000	0
147	chr8	55097400	55097800	0
148	chr9	97315800	97316000	0
149	chr9	132998000	132998200	0
150	chr15	70669400	70670000	0
151	chr17	78038000	78038400	0
152	chr19	56756600	56757600	0
153	chr6	25996800	25997800	0
154	chr4	38887000	38888000	0
155	chr11	118764200	118765200	0
156	chr19	47129600	47130200	0
157	chr3	4911200	4912800	0
158	chr22	39474200	39475400	0
159	chr1	22264800	22265600	0
160	chr11	65908800	65909400	0
161	chr20	42639000	42639600	0
162	chr6	14922600	14922800	0
163	chr9	14372800	14373400	0
164	chr11	57147600	57150600	0
165	chr10	71063200	71064000	0
166	chr18	12315600	12315800	0
167	chr12	188000	188600	0
168	chr13	114198200	114199600	0
169	chr4	186039200	186040600	0
170	chr10	35503800	35504200	0
171	chr22	39472000	39472400	0
172	chr1	59474200	59474600	0
173	chr1	184851000	184852800	1
174	chr4	40190800	40191600	1
175	chr9	111872800	111873400	1
176	chr10	70302600	70302800	1
177	chr14	73944200	73945000	1
178	chr15	70726600	70727600	1
179	chr18	60846000	60847800	1
180	chr18	2644600	2644800	1
181	chr2	15680600	15681400	1
182	chr2	144456000	144457400	1
183	chr2	169327800	169328800	1
184	chr3	32499400	32500000	1
185	chr4	185428400	185428800	1
186	chr7	37685000	37685600	1
187	chr11	118764000	118764600	1
188	chr12	14437600	14438200	1
189	chr12	48150400	48152200	1
190	chr12	123306000	123306200	1
191	chr16	57557000	57557400	1
192	chr20	31166800	31167400	1
193	chr9	1009600	1009800	1
194	chr18	74185600	74187400	1
195	chr9	33226800	33227400	1
196	chr2	8659000	8659800	1
197	chr9	1923000	1923600	1
198	chr1	205202800	205203400	1
199	chr4	164511600	164512600	1
200	chr1	9472600	9473400	1
201	chr2	241559800	241560200	1
202	chr1	36673400	36674200	1
203	chr8	22735000	22735800	1
204	chr19	7186800	7187600	1
205	chr2	174739200	174739400	1
206	chr10	105131800	105132600	1
207	chr20	31259800	31260200	1
208	chr10	81697200	81698400	1
209	chr5	169730800	169731200	1
210	chr8	41485400	41485800	1
211	chr9	132998000	132998200	1
212	chr12	11974400	11977400	1
213	chr6	25996800	25997400	1
214	chr4	38887200	38888200	1
215	chr12	123366200	123366400	1
216	chr9	6575600	6576200	1
217	chr18	12199400	12199800	1
218	chr4	81973200	81974200	1
219	chr19	611600	611800	1
220	chr1	59474200	59474400	1
221	chr1	184851000	184852800	0
222	chr4	40190800	40191600	0
223	chr9	111872800	111873400	0
224	chr10	70302600	70302800	0
225	chr14	73944200	73945000	0
226	chr15	70726600	70727600	0
227	chr18	60846000	60847800	0
228	chr18	2644600	2644800	0
229	chr2	15680600	15681400	0
230	chr2	144456000	144457400	0
231	chr2	169327800	169328800	0
232	chr3	32499400	32500000	0
233	chr4	185428400	185428800	0
234	chr7	37685000	37685600	0
235	chr11	118764000	118764600	0
236	chr12	14437600	14438200	0
237	chr12	48150400	48152200	0
238	chr12	123306000	123306200	0
239	chr16	57557000	57557400	0
240	chr20	31166800	31167400	0
241	chr9	1009600	1009800	0
242	chr18	74185600	74187400	0
243	chr9	33226800	33227400	0
244	chr2	8659000	8659800	0
245	chr9	1923000	1923600	0
246	chr1	205202800	205203400	0
247	chr4	164511600	164512600	0
248	chr1	9472600	9473400	0
249	chr2	241559800	241560200	0
250	chr1	36673400	36674200	0
251	chr8	22735000	22735800	0
252	chr19	7186800	7187600	0
253	chr2	174739200	174739400	0
254	chr10	105131800	105132600	0
255	chr20	31259800	31260200	0
256	chr10	81697200	81698400	0
257	chr5	169730800	169731200	0
258	chr8	41485400	41485800	0
259	chr9	132998000	132998200	0
260	chr12	11974400	11977400	0
261	chr6	25996800	25997400	0
262	chr4	38887200	38888200	0
263	chr12	123366200	123366400	0
264	chr9	6575600	6576200	0
265	chr18	12199400	12199800	0
266	chr4	81973200	81974200	0
267	chr19	611600	611800	0
268	chr1	59474200	59474400	0
