id	Chromosome	Start	End	strand
66	chr12	102250400	102251200	1
67	chr13	28607200	28608400	1
68	chr13	28826200	28827200	1
69	chr13	113938200	113938600	1
70	chr14	23246800	23247200	1
71	chr14	23298400	23298600	1
72	chr14	35824800	35825200	1
73	chr14	68680600	68681400	1
74	chr14	103824000	103824200	1
75	chr15	40349400	40350400	1
76	chr15	64182800	64183200	1
77	chr17	75471000	75471400	1
78	chr18	21451200	21451800	1
79	chr18	46331200	46331800	1
80	chr18	46331800	46332200	1
81	chr18	77139200	77139600	1
82	chr19	6987600	6987800	1
83	chr19	36983800	36984000	1
84	chr22	30789200	30789600	1
85	chr22	42163800	42164400	1
86	chr8	116459200	116459600	1
87	chr10	8173200	8174200	1
88	chr14	106158000	106158400	1
89	chr15	79309000	79309800	1
90	chr15	100172000	100172800	1
91	chr17	77894800	77895800	1
92	chr3	67095800	67096600	1
93	chr21	40157800	40158600	1
94	chr17	75468000	75470400	1
95	chr18	11500400	11500800	1
96	chr17	27192800	27193200	1
97	chr9	859000	859800	1
98	chr1	1841600	1842200	1
99	chr17	77034400	77034600	1
100	chr10	32208600	32209600	1
101	chr16	29766800	29768400	1
102	chr9	20980800	20981400	1
103	chr11	35412400	35413200	1
104	chr10	103660200	103660800	1
105	chr6	310400	311000	1
106	chr11	59961000	59961600	1
107	chr5	158879200	158880000	1
108	chr13	30719800	30721400	1
109	chr19	18518800	18519400	1
110	chr11	34425600	34426600	1
111	chr19	4872000	4872400	1
112	chr1	160692400	160693600	1
113	chr2	47212000	47214400	1
114	chr3	12688800	12690400	1
115	chr5	137707000	137708000	1
116	chr6	153800	154200	1
117	chr6	16443600	16444600	1
118	chr6	17715200	17715800	1
119	chr6	111505600	111506400	1
120	chr8	41384800	41385200	1
121	chr8	126526000	126526800	1
122	chr9	109514800	109515400	1
123	chr10	78767600	78767800	1
124	chr10	79171000	79172200	1
125	chr11	60222000	60222600	1
126	chr11	74711800	74713000	1
127	chr11	77342200	77342400	1
128	chr12	121686400	121687000	1
129	chr13	45818800	45819200	1
130	chr13	100030400	100031200	1
131	chr14	22987400	22988600	1
132	chr14	90125400	90125800	1
133	chr15	63771600	63773800	1
134	chr15	90396000	90396400	1
135	chr16	57410800	57411000	1
136	chr17	7994200	7994400	1
137	chr17	54864200	54865000	1
138	chr20	39764400	39765000	1
139	chr20	61372400	61372800	1
140	chr21	36594800	36595400	1
141	chr19	16284000	16284600	1
142	chr10	99524200	99525000	1
143	chr9	5554200	5554800	1
144	chr16	30445800	30446400	1
145	chr22	41872800	41874000	1
146	chr1	11902200	11902800	1
147	chr1	233733600	233734000	1
148	chr2	7570400	7570800	1
149	chr2	25931800	25932200	1
150	chr2	55204200	55204800	1
151	chr2	101916200	101917200	1
152	chr2	127840200	127840400	1
153	chr2	218946200	218946600	1
154	chr3	15817200	15817600	1
155	chr4	48502200	48502400	1
156	chr4	105977400	105978800	1
157	chr4	153229000	153229200	1
158	chr5	5046600	5047800	1
159	chr7	74057400	74058600	1
160	chr8	128744800	128745400	1
161	chr10	35434800	35435800	1
162	chr11	10463200	10463400	1
163	chr11	126291200	126292000	1
164	chr12	1711800	1712000	1
165	chr12	93518400	93519200	1
166	chr12	116974800	116976800	1
167	chr12	120911800	120912800	1
168	chr13	109814000	109814200	1
169	chr14	23258000	23259200	1
170	chr14	91716200	91717000	1
171	chr16	87836600	87837200	1
172	chr19	7473600	7474000	1
173	chr19	43018000	43020000	1
174	chr20	56043600	56045000	1
175	chr22	18538200	18538600	1
176	chr2	70334800	70337000	1
177	chr11	1405400	1406200	1
178	chr19	40915600	40917800	1
179	chr1	248597400	248598200	1
180	chr5	21830800	21831800	1
181	chr10	112182400	112183600	1
182	chr9	7179000	7179400	1
183	chr7	106065200	106066400	1
184	chr2	37857200	37858800	1
185	chr10	79253000	79253400	1
186	chr2	131061200	131062000	1
187	chr2	231712400	231713200	1
188	chr6	2857000	2858200	1
189	chr14	24436000	24436400	1
190	chr10	94299200	94299400	1
191	chr9	5851400	5852000	1
192	chr6	1576000	1576400	1
193	chr10	74016800	74017400	1
194	chr11	120794600	120796000	1
195	chr2	32926800	32927600	1
196	chr12	31357800	31358400	1
197	chr1	110428800	110429400	0
198	chr11	83160000	83160400	0
199	chr17	1284000	1284600	0
200	chr1	153706000	153707000	0
201	chr1	204775800	204776200	0
202	chr1	229688400	229689400	0
203	chr2	85123800	85124000	0
204	chr3	53785200	53786400	0
205	chr3	107352400	107353000	0
206	chr3	129296400	129297400	0
207	chr3	193462400	193462800	0
208	chr5	67561200	67564200	0
209	chr5	158106600	158106800	0
210	chr5	172115800	172116200	0
211	chr5	179110600	179111600	0
212	chr6	32212000	32212400	0
213	chr6	41975000	41975600	0
214	chr8	23193400	23194000	0
215	chr8	28413000	28415200	0
216	chr8	103809400	103810200	0
217	chr8	126429800	126430600	0
218	chr9	35660800	35661600	0
219	chr9	95890400	95891000	0
220	chr9	135869800	135870600	0
221	chr10	13841200	13841400	0
222	chr10	63754000	63754400	0
223	chr12	24330600	24330800	0
224	chr12	24330800	24331200	0
225	chr12	131578600	131578800	0
226	chr14	63902000	63903400	0
227	chr14	105162000	105162200	0
228	chr15	64189600	64190000	0
229	chr16	29703000	29703400	0
230	chr16	30426800	30427800	0
231	chr16	68403800	68404400	0
232	chr16	68796000	68796200	0
233	chr17	31888600	31888800	0
234	chr17	33358400	33360600	0
235	chr17	45317800	45318200	0
236	chr18	74778000	74779200	0
237	chr19	50351400	50352800	0
238	chr22	35544000	35544600	0
239	chr14	68844000	68845200	0
240	chr14	96112200	96112800	0
241	chr16	69564400	69565000	0
242	chr17	8100000	8100200	0
243	chr17	9203600	9204200	0
244	chr17	29265400	29265600	0
245	chr1	85319600	85320000	0
246	chr1	232733200	232733400	0
247	chr3	5037200	5037800	0
248	chr3	10273200	10273800	0
249	chr3	190335600	190336000	0
250	chr3	190963400	190963800	0
251	chr4	10731000	10735200	0
252	chr6	167503800	167504200	0
253	chr7	127460000	127460800	0
254	chr9	126079400	126079800	0
255	chr9	136006800	136007200	0
256	chr10	11189400	11189600	0
257	chr10	11667400	11667800	0
258	chr10	125118400	125119800	0
259	chr11	118783200	118786000	0
260	chr12	671400	672200	0
261	chr12	14410800	14411200	0
262	chr12	102250400	102251200	0
263	chr13	28607200	28608400	0
264	chr13	28826200	28827200	0
265	chr13	113938200	113938600	0
266	chr14	23246800	23247200	0
267	chr14	23298400	23298600	0
268	chr14	35824800	35825200	0
269	chr14	68680600	68681400	0
270	chr14	103824000	103824200	0
271	chr15	40349400	40350400	0
272	chr15	64182800	64183200	0
273	chr17	75471000	75471400	0
274	chr18	21451200	21451800	0
275	chr18	46331200	46331800	0
276	chr18	46331800	46332200	0
277	chr18	77139200	77139600	0
278	chr19	6987600	6987800	0
279	chr19	36983800	36984000	0
280	chr22	30789200	30789600	0
281	chr22	42163800	42164400	0
282	chr8	116459200	116459600	0
283	chr10	8173200	8174200	0
284	chr14	106158000	106158400	0
285	chr15	79309000	79309800	0
286	chr15	100172000	100172800	0
287	chr17	77894800	77895800	0
288	chr3	67095800	67096600	0
289	chr21	40157800	40158600	0
290	chr17	75468000	75470400	0
291	chr18	11500400	11500800	0
292	chr17	27192800	27193200	0
293	chr9	859000	859800	0
294	chr1	1841600	1842200	0
295	chr17	77034400	77034600	0
296	chr10	32208600	32209600	0
297	chr16	29766800	29768400	0
298	chr9	20980800	20981400	0
299	chr11	35412400	35413200	0
300	chr10	103660200	103660800	0
301	chr6	310400	311000	0
302	chr11	59961000	59961600	0
303	chr5	158879200	158880000	0
304	chr13	30719800	30721400	0
305	chr19	18518800	18519400	0
306	chr11	34425600	34426600	0
307	chr19	4872000	4872400	0
308	chr1	160692400	160693600	0
309	chr2	47212000	47214400	0
310	chr3	12688800	12690400	0
311	chr5	137707000	137708000	0
312	chr6	153800	154200	0
313	chr6	16443600	16444600	0
314	chr6	17715200	17715800	0
315	chr6	111505600	111506400	0
316	chr8	41384800	41385200	0
317	chr8	126526000	126526800	0
318	chr9	109514800	109515400	0
319	chr10	78767600	78767800	0
320	chr10	79171000	79172200	0
321	chr11	60222000	60222600	0
322	chr11	74711800	74713000	0
323	chr11	77342200	77342400	0
324	chr12	121686400	121687000	0
325	chr13	45818800	45819200	0
326	chr13	100030400	100031200	0
327	chr14	22987400	22988600	0
328	chr14	90125400	90125800	0
329	chr15	63771600	63773800	0
330	chr15	90396000	90396400	0
331	chr16	57410800	57411000	0
332	chr17	7994200	7994400	0
333	chr17	54864200	54865000	0
334	chr20	39764400	39765000	0
335	chr20	61372400	61372800	0
336	chr21	36594800	36595400	0
337	chr19	16284000	16284600	0
338	chr10	99524200	99525000	0
339	chr9	5554200	5554800	0
340	chr16	30445800	30446400	0
341	chr22	41872800	41874000	0
342	chr1	11902200	11902800	0
343	chr1	233733600	233734000	0
344	chr2	7570400	7570800	0
345	chr2	25931800	25932200	0
346	chr2	55204200	55204800	0
347	chr2	101916200	101917200	0
348	chr2	127840200	127840400	0
349	chr2	218946200	218946600	0
350	chr3	15817200	15817600	0
351	chr4	48502200	48502400	0
352	chr4	105977400	105978800	0
353	chr4	153229000	153229200	0
354	chr5	5046600	5047800	0
355	chr7	74057400	74058600	0
356	chr8	128744800	128745400	0
357	chr10	35434800	35435800	0
358	chr11	10463200	10463400	0
359	chr11	126291200	126292000	0
360	chr12	1711800	1712000	0
361	chr12	93518400	93519200	0
362	chr12	116974800	116976800	0
363	chr12	120911800	120912800	0
364	chr13	109814000	109814200	0
365	chr14	23258000	23259200	0
366	chr14	91716200	91717000	0
367	chr16	87836600	87837200	0
368	chr19	7473600	7474000	0
369	chr19	43018000	43020000	0
370	chr20	56043600	56045000	0
371	chr22	18538200	18538600	0
372	chr2	70334800	70337000	0
373	chr11	1405400	1406200	0
374	chr19	40915600	40917800	0
375	chr1	248597400	248598200	0
376	chr5	21830800	21831800	0
377	chr10	112182400	112183600	0
378	chr9	7179000	7179400	0
379	chr7	106065200	106066400	0
380	chr2	37857200	37858800	0
381	chr10	79253000	79253400	0
382	chr2	131061200	131062000	0
383	chr2	231712400	231713200	0
384	chr6	2857000	2858200	0
385	chr14	24436000	24436400	0
386	chr10	94299200	94299400	0
387	chr9	5851400	5852000	0
388	chr6	1576000	1576400	0
389	chr10	74016800	74017400	0
390	chr11	120794600	120796000	0
391	chr2	32926800	32927600	0
392	chr12	31357800	31358400	0
393	chr6	2985600	2986800	1
394	chr1	110428600	110430800	1
395	chr2	121695000	121696400	1
396	chr2	236366600	236368200	1
397	chr3	194270600	194271400	1
398	chr6	34523400	34524800	1
399	chr6	144144800	144145200	1
400	chr7	99980000	99980400	1
401	chr13	26985000	26985400	1
402	chr17	48787400	48788600	1
403	chr1	36256800	36257600	1
404	chr1	109834200	109834600	1
405	chr1	117661000	117661200	1
406	chr1	155661600	155662400	1
407	chr1	204775800	204776000	1
408	chr2	10575800	10577400	1
409	chr2	85534000	85534200	1
410	chr2	219284400	219285400	1
411	chr3	46580200	46581000	1
412	chr3	129296800	129297200	1
413	chr3	184031400	184031600	1
414	chr3	193462400	193463600	1
415	chr3	196500600	196501000	1
416	chr4	2867800	2868200	1
417	chr5	150476000	150479200	1
418	chr6	158760800	158761400	1
419	chr7	20371000	20371200	1
420	chr7	101557600	101558400	1
421	chr8	10625200	10625800	1
422	chr8	103809600	103810200	1
423	chr8	125949200	125950600	1
424	chr8	126429600	126430400	1
425	chr8	144581800	144582000	1
426	chr9	37469200	37469600	1
427	chr9	135869000	135870400	1
428	chr10	32208800	32209200	1
429	chr12	124454800	124455000	1
430	chr12	124871200	124871600	1
431	chr14	102616000	102617600	1
432	chr15	64188400	64190000	1
433	chr15	82325800	82326200	1
434	chr15	91229200	91229600	1
435	chr17	21755200	21756200	1
436	chr17	33358800	33359200	1
437	chr17	40111000	40111200	1
438	chr17	41163600	41164200	1
439	chr17	45318000	45318200	1
440	chr17	45708400	45709400	1
441	chr17	78960800	78962400	1
442	chr19	19381000	19381600	1
443	chr19	50646800	50647000	1
444	chr20	21683800	21684000	1
445	chr20	42098600	42099600	1
446	chr21	45258200	45258400	1
447	chr1	21781600	21781800	1
448	chr7	2664000	2665200	1
449	chr11	4039600	4040000	1
450	chr14	68844000	68844600	1
451	chr17	8099600	8100200	1
452	chr17	29419400	29421000	1
453	chr19	35411000	35411800	1
454	chr1	152010400	152011400	1
455	chr1	180528800	180529200	1
456	chr1	246945200	246945400	1
457	chr2	70335000	70336600	1
458	chr2	74814200	74814600	1
459	chr2	173927200	173927600	1
460	chr2	219088000	219088200	1
461	chr2	236416000	236416400	1
462	chr2	239023000	239023400	1
463	chr3	5036000	5039000	1
464	chr3	24525200	24525600	1
465	chr3	141942000	141942600	1
466	chr4	40192400	40192600	1
467	chr4	77119000	77119400	1
468	chr4	173093400	173093800	1
469	chr5	10704800	10705400	1
470	chr5	142634200	142634600	1
471	chr5	180035400	180035800	1
472	chr6	27754200	27756200	1
473	chr6	50789200	50790200	1
474	chr6	168211800	168213000	1
475	chr7	4718600	4719000	1
476	chr7	6288000	6288600	1
477	chr7	72944800	72945000	1
478	chr7	75403000	75403400	1
479	chr7	127460200	127460800	1
480	chr7	148788400	148789000	1
481	chr9	124248400	124248800	1
482	chr9	126079400	126079800	1
483	chr11	12824000	12825200	1
484	chr11	67902000	67902400	1
485	chr11	85819400	85820800	1
486	chr11	118784800	118785800	1
487	chr11	119351600	119351800	1
488	chr12	14410400	14411800	1
489	chr12	25131400	25132200	1
490	chr12	94092200	94093400	1
491	chr12	95955600	95956600	1
492	chr12	102250600	102251000	1
493	chr12	127383200	127384400	1
494	chr12	127562400	127562800	1
495	chr13	20352000	20352200	1
496	chr14	23247000	23247200	1
497	chr14	35824800	35825200	1
498	chr14	51395400	51396200	1
499	chr14	91848400	91849200	1
500	chr14	93389400	93390200	1
501	chr14	103823400	103825200	1
502	chr15	28340000	28340800	1
503	chr15	35087200	35088000	1
504	chr15	64183000	64183200	1
505	chr15	96487600	96487800	1
506	chr16	29194000	29195000	1
507	chr16	29783600	29784600	1
508	chr16	89231400	89232400	1
509	chr16	89260600	89261600	1
510	chr17	37897400	37898200	1
511	chr17	62213200	62213400	1
512	chr17	63656800	63657000	1
513	chr17	65380600	65380800	1
514	chr17	65794000	65794400	1
515	chr17	72210600	72211200	1
516	chr17	73069000	73070400	1
517	chr17	74193200	74193600	1
518	chr17	75470600	75471200	1
519	chr18	9741800	9744000	1
520	chr19	18059800	18060800	1
521	chr19	51243800	51244000	1
522	chr20	30176400	30178400	1
523	chr20	31273400	31274200	1
524	chr22	39762800	39763200	1
525	chr17	2689800	2690000	1
526	chr9	5826200	5826800	1
527	chr8	56855000	56855200	1
528	chr12	193200	193800	1
529	chr8	10535000	10535800	1
530	chr12	53346000	53346600	1
531	chr9	4848800	4849200	1
532	chr1	161458000	161459400	1
533	chr3	122190000	122190800	1
534	chr10	130367800	130368200	1
535	chr12	111234600	111235200	1
536	chr16	30533400	30534000	1
537	chr5	169209000	169209400	1
538	chr17	3562800	3563400	1
539	chr12	54682200	54683800	1
540	chr17	75468400	75469400	1
541	chr16	85751200	85752400	1
542	chr17	79361800	79363000	1
543	chr19	55836400	55837000	1
544	chr1	1841800	1842800	1
545	chr6	43969800	43970000	1
546	chr17	80061600	80062400	1
547	chr9	7056400	7057000	1
548	chr19	49575200	49575600	1
549	chr9	43000	43400	1
550	chr16	29767200	29768000	1
551	chr8	142409200	142410600	1
552	chr17	234800	235000	1
553	chr12	45731400	45733000	1
554	chr9	95400	95600	1
555	chr17	79274000	79274400	1
556	chr11	59961200	59962400	1
557	chr10	130371000	130372000	1
558	chr17	32256200	32257000	1
559	chr19	18518800	18519400	1
560	chr21	45225200	45226000	1
561	chr20	32561200	32561600	1
562	chr1	62193800	62194800	1
563	chr1	112204800	112205000	1
564	chr7	2676600	2677000	1
565	chr19	4871200	4872400	1
566	chr19	50679600	50679800	1
567	chr20	3065400	3066000	1
568	chr1	27690200	27691200	1
569	chr1	44402200	44402600	1
570	chr1	153955400	153955600	1
571	chr2	26685200	26686000	1
572	chr2	33242400	33243400	1
573	chr2	47213600	47214200	1
574	chr2	228367600	228368000	1
575	chr3	11681800	11682600	1
576	chr3	88083600	88084600	1
577	chr4	4326800	4328200	1
578	chr4	8310200	8311000	1
579	chr5	78839200	78839400	1
580	chr5	108764400	108764600	1
581	chr5	132585600	132585800	1
582	chr5	173170200	173172800	1
583	chr6	5103400	5104200	1
584	chr6	17713600	17716000	1
585	chr6	28512200	28512400	1
586	chr7	148640000	148640400	1
587	chr9	33239000	33239200	1
588	chr10	51524600	51525400	1
589	chr10	93373400	93373800	1
590	chr11	57211800	57212200	1
591	chr11	64426600	64427800	1
592	chr11	75231600	75232200	1
593	chr11	114103000	114103800	1
594	chr11	122626000	122626600	1
595	chr12	57373400	57373800	1
596	chr12	96628000	96628200	1
597	chr12	122057600	122058600	1
598	chr14	22987400	22989200	1
599	chr14	23889200	23889600	1
600	chr15	27901800	27902200	1
601	chr15	63575400	63575800	1
602	chr15	63771600	63772000	1
603	chr16	1346200	1346800	1
604	chr16	31445600	31446000	1
605	chr16	81514400	81517400	1
606	chr17	32261400	32262000	1
607	chr17	37479200	37479600	1
608	chr17	47528800	47529400	1
609	chr17	73068600	73069000	1
610	chr18	3026600	3028200	1
611	chr18	12616400	12616600	1
612	chr18	46069200	46070200	1
613	chr19	6112000	6112200	1
614	chr19	18379400	18379600	1
615	chr19	45821000	45821200	1
616	chr19	46807000	46807400	1
617	chr19	51109600	51110000	1
618	chr19	54523800	54524000	1
619	chr20	25188200	25189000	1
620	chr20	39764400	39765000	1
621	chr20	61372400	61372600	1
622	chr22	39826000	39826400	1
623	chr20	51798200	51798800	1
624	chr14	77607200	77607800	1
625	chr1	154461200	154462600	1
626	chr5	177846800	177847400	1
627	chr17	48617400	48617800	1
628	chr17	74273400	74273800	1
629	chr19	16283800	16284200	1
630	chr3	196728600	196729200	1
631	chr6	658200	658600	1
632	chr6	41974200	41975600	1
633	chr7	104911000	104912000	1
634	chr6	33464600	33465000	1
635	chr12	6655000	6655800	1
636	chr1	1527200	1527400	1
637	chr3	194841200	194842200	1
638	chr8	130065400	130065800	1
639	chr17	75365800	75366200	1
640	chr19	19626000	19626200	1
641	chr19	55974400	55977200	1
642	chr22	42809600	42810600	1
643	chr19	39693800	39695000	1
644	chr19	50351000	50353600	1
645	chr1	11901000	11903200	1
646	chr1	25009800	25010000	1
647	chr1	31625600	31626000	1
648	chr1	120409400	120409800	1
649	chr1	154283200	154284000	1
650	chr1	233733800	233734800	1
651	chr1	247279200	247279400	1
652	chr2	10678000	10678400	1
653	chr2	47618800	47619200	1
654	chr2	54806600	54807600	1
655	chr2	105677600	105678600	1
656	chr2	240736000	240736400	1
657	chr3	33940800	33941000	1
658	chr3	48080000	48080600	1
659	chr3	49918000	49918800	1
660	chr3	151939200	151939800	1
661	chr4	2074400	2075200	1
662	chr5	139785200	139785600	1
663	chr6	782400	782600	1
664	chr6	27712600	27713400	1
665	chr6	29521000	29521200	1
666	chr6	97696400	97696800	1
667	chr6	161939200	161939600	1
668	chr7	898200	898400	1
669	chr7	74057200	74058600	1
670	chr7	95869200	95870400	1
671	chr9	100724600	100727600	1
672	chr10	5379200	5379800	1
673	chr10	120500000	120500600	1
674	chr11	1962800	1964400	1
675	chr11	69807800	69808200	1
676	chr11	120215600	120216800	1
677	chr12	1711800	1712200	1
678	chr12	47559600	47560200	1
679	chr12	120911400	120912800	1
680	chr14	74408400	74409000	1
681	chr15	29212400	29213200	1
682	chr15	96758200	96758400	1
683	chr16	331400	331600	1
684	chr16	18927400	18930000	1
685	chr16	31016800	31017200	1
686	chr17	55689800	55690400	1
687	chr19	2818800	2819200	1
688	chr19	7472800	7474000	1
689	chr19	50252200	50252400	1
690	chr20	48669200	48670200	1
691	chr20	62382400	62382800	1
692	chr22	40398800	40399800	1
693	chr17	17832400	17834000	1
694	chr12	125481200	125483000	1
695	chr8	27208000	27209000	1
696	chr12	671000	671800	1
697	chr19	40916000	40918000	1
698	chr2	28567600	28568400	1
699	chr3	128117200	128120000	1
700	chr14	104353800	104355000	1
701	chr20	48886600	48888000	1
702	chr1	6325000	6325600	1
703	chr9	5851400	5851800	1
704	chr9	132361800	132362400	1
705	chr11	74405000	74405600	1
706	chr19	16426400	16427400	1
707	chr12	123579600	123580600	1
708	chr9	126069400	126069800	1
709	chr19	3343800	3344400	1
710	chr22	41003200	41003400	1
711	chr4	1033200	1034000	1
712	chr17	73545200	73545600	1
713	chr19	51132200	51133200	1
714	chr17	48569800	48570800	1
715	chr3	129343200	129345000	1
716	chr3	194880600	194880800	1
717	chr17	73569000	73569600	1
718	chr17	38479800	38481400	1
719	chr6	41956000	41956600	1
720	chr19	47780000	47780600	1
721	chr8	141737400	141737800	1
722	chr2	102397000	102397600	1
723	chr2	231712600	231713000	1
724	chr17	73507600	73507800	1
725	chr2	10547800	10549400	1
726	chr19	16263000	16263800	1
727	chr1	47702800	47705400	1
728	chr11	220600	221200	1
729	chr17	8311600	8312200	1
730	chr7	100085200	100087400	1
731	chr2	29062200	29062800	1
732	chr6	44177800	44178200	1
733	chr8	22069400	22070000	1
734	chr10	74016800	74017400	1
735	chr12	13034400	13035000	1
736	chr16	68544000	68544600	1
737	chr4	4032800	4035400	1
738	chr2	234246400	234247200	1
739	chr16	2194000	2194800	1
740	chr2	11411800	11412200	1
741	chr6	27650600	27651000	1
742	chr6	2985600	2986800	0
743	chr1	110428600	110430800	0
744	chr2	121695000	121696400	0
745	chr2	236366600	236368200	0
746	chr3	194270600	194271400	0
747	chr6	34523400	34524800	0
748	chr6	144144800	144145200	0
749	chr7	99980000	99980400	0
750	chr13	26985000	26985400	0
751	chr17	48787400	48788600	0
752	chr1	36256800	36257600	0
753	chr1	109834200	109834600	0
754	chr1	117661000	117661200	0
755	chr1	155661600	155662400	0
756	chr1	204775800	204776000	0
757	chr2	10575800	10577400	0
758	chr2	85534000	85534200	0
759	chr2	219284400	219285400	0
760	chr3	46580200	46581000	0
761	chr3	129296800	129297200	0
762	chr3	184031400	184031600	0
763	chr3	193462400	193463600	0
764	chr3	196500600	196501000	0
765	chr4	2867800	2868200	0
766	chr5	150476000	150479200	0
767	chr6	158760800	158761400	0
768	chr7	20371000	20371200	0
769	chr7	101557600	101558400	0
770	chr8	10625200	10625800	0
771	chr8	103809600	103810200	0
772	chr8	125949200	125950600	0
773	chr8	126429600	126430400	0
774	chr8	144581800	144582000	0
775	chr9	37469200	37469600	0
776	chr9	135869000	135870400	0
777	chr10	32208800	32209200	0
778	chr12	124454800	124455000	0
779	chr12	124871200	124871600	0
780	chr14	102616000	102617600	0
781	chr15	64188400	64190000	0
782	chr15	82325800	82326200	0
783	chr15	91229200	91229600	0
784	chr17	21755200	21756200	0
785	chr17	33358800	33359200	0
786	chr17	40111000	40111200	0
787	chr17	41163600	41164200	0
788	chr17	45318000	45318200	0
789	chr17	45708400	45709400	0
790	chr17	78960800	78962400	0
791	chr19	19381000	19381600	0
792	chr19	50646800	50647000	0
793	chr20	21683800	21684000	0
794	chr20	42098600	42099600	0
795	chr21	45258200	45258400	0
796	chr1	21781600	21781800	0
797	chr7	2664000	2665200	0
798	chr11	4039600	4040000	0
799	chr14	68844000	68844600	0
800	chr17	8099600	8100200	0
801	chr17	29419400	29421000	0
802	chr19	35411000	35411800	0
803	chr1	152010400	152011400	0
804	chr1	180528800	180529200	0
805	chr1	246945200	246945400	0
806	chr2	70335000	70336600	0
807	chr2	74814200	74814600	0
808	chr2	173927200	173927600	0
809	chr2	219088000	219088200	0
810	chr2	236416000	236416400	0
811	chr2	239023000	239023400	0
812	chr3	5036000	5039000	0
813	chr3	24525200	24525600	0
814	chr3	141942000	141942600	0
815	chr4	40192400	40192600	0
816	chr4	77119000	77119400	0
817	chr4	173093400	173093800	0
818	chr5	10704800	10705400	0
819	chr5	142634200	142634600	0
820	chr5	180035400	180035800	0
821	chr6	27754200	27756200	0
822	chr6	50789200	50790200	0
823	chr6	168211800	168213000	0
824	chr7	4718600	4719000	0
825	chr7	6288000	6288600	0
826	chr7	72944800	72945000	0
827	chr7	75403000	75403400	0
828	chr7	127460200	127460800	0
829	chr7	148788400	148789000	0
830	chr9	124248400	124248800	0
831	chr9	126079400	126079800	0
832	chr11	12824000	12825200	0
833	chr11	67902000	67902400	0
834	chr11	85819400	85820800	0
835	chr11	118784800	118785800	0
836	chr11	119351600	119351800	0
837	chr12	14410400	14411800	0
838	chr12	25131400	25132200	0
839	chr12	94092200	94093400	0
840	chr12	95955600	95956600	0
841	chr12	102250600	102251000	0
842	chr12	127383200	127384400	0
843	chr12	127562400	127562800	0
844	chr13	20352000	20352200	0
845	chr14	23247000	23247200	0
846	chr14	35824800	35825200	0
847	chr14	51395400	51396200	0
848	chr14	91848400	91849200	0
849	chr14	93389400	93390200	0
850	chr14	103823400	103825200	0
851	chr15	28340000	28340800	0
852	chr15	35087200	35088000	0
853	chr15	64183000	64183200	0
854	chr15	96487600	96487800	0
855	chr16	29194000	29195000	0
856	chr16	29783600	29784600	0
857	chr16	89231400	89232400	0
858	chr16	89260600	89261600	0
859	chr17	37897400	37898200	0
860	chr17	62213200	62213400	0
861	chr17	63656800	63657000	0
862	chr17	65380600	65380800	0
863	chr17	65794000	65794400	0
864	chr17	72210600	72211200	0
865	chr17	73069000	73070400	0
866	chr17	74193200	74193600	0
867	chr17	75470600	75471200	0
868	chr18	9741800	9744000	0
869	chr19	18059800	18060800	0
870	chr19	51243800	51244000	0
871	chr20	30176400	30178400	0
872	chr20	31273400	31274200	0
873	chr22	39762800	39763200	0
874	chr17	2689800	2690000	0
875	chr9	5826200	5826800	0
