id	Chromosome	Start	End	symbol	entrezID	mean.mean.MLP	mean.mean.MPP	Difference	mean.mean.diff	mean.mean.quot.log2	comb.p.val	comb.p.adj.fdr	combinedRank	num.sites	mean.num.na.MLP	mean.num.na.MPP	mean.mean.covg.MLP	mean.mean.covg.MPP	mean.nsamples.covg.thres5.MLP	mean.nsamples.covg.thres5.MPP
ENSG00000234678	chr1	201978982	201980981	NA	NA	0.5	1	-0.5	-0.5	-3.329105741	5.40E-19	8.71E-17	553	2	0	1	2.166666667	1.333333333	0	0
ENSG00000249007	chr1	201978998	201980997	NA	NA	0.5	1	-0.5	-0.5	-3.329105741	5.40E-19	8.71E-17	553	2	0	1	2.166666667	1.333333333	0	0
ENSG00000117154	chr1	18432740	18434739	IGSF21	84966	0.5	1	-0.5	-0.5	-0.985786141	1.94E-17	1.42E-15	2243	1	2	1	0.666666667	1.333333333	0	0
ENSG00000230813	chr1	246688832	246690831	NA	NA	0.5	1	-0.5	-0.5	-0.985786141	1.94E-17	1.42E-15	2243	1	2	1	0.666666667	0.666666667	0	0
ENSG00000233427	chr1	29203349	29205348	NA	NA	0.5	1	-0.5	-0.5	-3.329105741	1.64E-11	8.77E-10	553	2	0.5	2	1.166666667	0.833333333	0	0
ENSG00000125744	chr19	45999820	46001819	RTN2	6253	0.177777778	0.7	-0.522222222	-0.522222222	-4.165869503	7.58E-20	1.41E-17	467	3	0	0.666666667	2	1.777777778	0.666666667	0.666666667
ENSG00000268470	chr17	76493411	76495410	DNAH17-AS1	NA	0.433333333	1	-0.566666667	-0.566666667	-3.431233238	3.08E-19	5.22E-17	539	2	0	1	2	1.333333333	0.5	0
ENSG00000231742	chr20	48787587	48789586	NA	101927541	0.166666667	0.75	-0.583333333	-0.583333333	-3.614549399	1.27E-11	6.87E-10	517	2	0.5	1.5	1.333333333	0.666666667	0	0
ENSG00000232646	chr10	74823384	74825383	NA	NA	0.416666667	1	-0.583333333	-0.583333333	-1.243173983	0.003231974	0.07497213	1686	1	0	2	2.666666667	0.666666667	0	0
ENSG00000111361	chr12	124117814	124119813	EIF2B1	1967	0.277777778	1	-0.722222222	-0.62962963	-3.239387881	8.46E-14	5.71E-12	678	4	0.75	2.25	1.333333333	0.5	0	0
ENSG00000153898	chr1	85462297	85464296	MCOLN2	255231	0	0.75	-0.75	-0.75	-6.247927513	6.03E-33	2.98E-30	247	1	0	2	1.666666667	1.333333333	0	0
ENSG00000249359	chr5	21340985	21342984	NA	NA	0	0.788888889	-0.788888889	-0.69047619	-5.388216601	1.64E-13	1.09E-11	421	15	2.266666667	1.866666667	0.377777778	0.577777778	0	0
ENSG00000183666	chr5	21340442	21342441	GUSBP1	375513;728411	0	0.788888889	-0.788888889	-0.69047619	-5.388216601	1.64E-13	1.09E-11	421	15	2.266666667	1.866666667	0.377777778	0.577777778	0	0
ENSG00000225413	chr22	23855290	23857289	NA	NA	0	0.833333333	-0.833333333	-0.5	-3.329105741	2.01E-11	1.06E-09	553	6	2.166666667	1.666666667	0.944444444	0.611111111	0.166666667	0
ENSG00000111358	chr12	124116875	124118874	GTF2H3	2967	0.055555556	1	-0.944444444	-0.944444444	-4.859081821	1.55E-19	2.73E-17	412	2	0	2	1.666666667	0.5	0	0
ENSG00000233526	chr9	79685516	79687515	NA	NA	0	1	-1	-1	-6.658211483	1.74E-33	2.43E-30	16	1	0	2	2	0.666666667	0	0
ENSG00000244623	chr7	99474181	99476180	OR2AE1	81392	0	1	-1	-1	-6.658211483	9.31E-18	7.64E-16	290	1	2	1	0.333333333	1	0	0
ENSG00000244618	chr6	25031011	25033010	RN7SL334P	NA	0	1	-1	-1	-6.658211483	1.30E-33	2.41E-30	14	1	1	1	1.333333333	2.666666667	0	0
ENSG00000231226	chr6	30071517	30073516	TRIM31-AS1	NA	0	1	-1	-1	-6.658211483	1.74E-33	2.43E-30	16	1	0	2	2	0.333333333	0	0
ENSG00000135318	chr6	86158309	86160308	NT5E	4907	0	1	-1	-1	-6.658211483	4.92E-20	9.27E-18	135	1	1	2	0.666666667	0.333333333	0	0
ENSG00000231461	chr6	33064573	33066572	HLA-DPA2	NA	0	1	-1	-1	-6.658211483	9.31E-18	7.64E-16	290	1	2	1	0.333333333	0.666666667	0	0
ENSG00000112365	chr6	109803941	109805940	ZBTB24	9841	0	1	-1	-1	-6.658211483	9.31E-18	7.64E-16	290	1	2	1	0.333333333	0.666666667	0	0
ENSG00000256121	chr5	115780331	115782330	NA	NA	0	1	-1	-1	-6.658211483	9.31E-18	7.64E-16	290	1	2	1	0.333333333	1	0	0
ENSG00000164114	chr4	156297623	156299622	MAP9	79884	0	1	-1	-1	-6.658211483	4.92E-12	2.68E-10	513	2	1.5	2	0.666666667	0.333333333	0	0
ENSG00000185608	chr22	19417925	19419924	MRPL40	64976	0	1	-1	-1	-6.658211483	9.31E-18	7.64E-16	290	2	2.5	0.5	0.166666667	1	0	0
ENSG00000264691	chr21	39333468	39335467	NA	NA	0	1	-1	-1	-6.658211483	1.74E-33	2.43E-30	16	1	0	2	1	1	0	0
ENSG00000149443	chr20	18810298	18812297	C20orf78	100128496	0	1	-1	-1	-6.658211483	4.92E-20	9.27E-18	135	1	1	2	2	0.333333333	0	0
ENSG00000228909	chr2	220769111	220771110	NA	NA	0	1	-1	-1	-6.658211483	4.92E-20	9.27E-18	135	1	1	2	0.666666667	0.333333333	0	0
ENSG00000153823	chr2	230135502	230137501	PID1	55022	0	1	-1	-1	-6.658211483	4.92E-20	9.27E-18	135	1	1	2	1	1	0	0
ENSG00000226785	chr2	34607355	34609354	NA	NA	0	1	-1	-1	-6.658211483	9.31E-18	7.64E-16	290	1	2	1	0.333333333	1	0	0
ENSG00000226124	chr2	200715397	200717396	FTCDNL1	NA	0	1	-1	-1	-6.658211483	9.31E-18	7.64E-16	290	1	2	1	0.333333333	0.666666667	0	0
ENSG00000126457	chr19	50177543	50179542	PRMT1	3276	0	1	-1	-1	-6.658211483	4.92E-20	9.27E-18	135	1	1	2	1	0.333333333	0	0
ENSG00000269404	chr19	50920695	50922694	SPIB	6689	0	1	-1	-1	-6.658211483	4.92E-20	9.27E-18	135	1	1	2	0.666666667	0.333333333	0	0
ENSG00000265840	chr17	27076598	27078597	NA	NA	0	1	-1	-1	-6.658211483	1.30E-33	2.41E-30	14	1	1	1	1	1.333333333	0	0
ENSG00000179314	chr17	5674054	5676053	WSCD1	23302;339166	0	1	-1	-1	-6.658211483	9.31E-18	7.64E-16	290	1	2	1	0.333333333	1	0	0
ENSG00000264937	chr15	64987321	64989320	NA	NA	0	1	-1	-1	-6.658211483	1.74E-33	2.43E-30	16	1	0	2	1.666666667	0.333333333	0	0
ENSG00000047621	chr12	4647175	4649174	C12orf4	57102	0	1	-1	-1	-6.658211483	4.92E-20	9.27E-18	135	1	1	2	0.666666667	0.333333333	0	0
ENSG00000111247	chr12	4646450	4648449	RAD51AP1	10635	0	1	-1	-1	-6.658211483	4.92E-20	9.27E-18	135	1	1	2	0.666666667	0.333333333	0	0
ENSG00000183562	chr11	3009593	3011592	NA	NA	0	1	-1	-1	-6.658211483	9.31E-18	7.64E-16	290	1	2	1	0.333333333	0.666666667	0	0
ENSG00000166796	chr11	18432354	18434353	LDHC	3948	0	1	-1	-1	-6.658211483	9.31E-18	7.64E-16	290	1	2	1	0.333333333	1.333333333	0	0
ENSG00000232372	chr1	224175357	224177356	NA	NA	0	1	-1	-1	-6.658211483	1.74E-33	2.43E-30	16	1	0	2	1.333333333	0.333333333	0	0
