id	Chromosome	Start	End	symbol	entrezID	mean.mean.MLP	mean.mean.MPP	Difference	mean.mean.diff	mean.mean.quot.log2	comb.p.val	comb.p.adj.fdr	combinedRank	num.sites	mean.num.na.MLP	mean.num.na.MPP	mean.mean.covg.MLP	mean.mean.covg.MPP	mean.nsamples.covg.thres5.MLP	mean.nsamples.covg.thres5.MPP
ENSG00000218049	chr6	53231968	53233967	RPL31P33	NA	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	1	0	2	1.666666667	0.333333333	0	0
ENSG00000238747	chr6	90531514	90533513	NA	NA	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	2	1	2.5	1	0.166666667	0	0
ENSG00000236537	chr6	158701795	158703794	NA	101930415	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	1	0	2	1	0.333333333	0	0
ENSG00000204220	chr6	33255579	33257578	PFDN6	10471;102465501	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	1	0.333333333	0	0
ENSG00000237874	chr6	84436274	84438273	NA	NA	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	1.666666667	0.333333333	0	0
ENSG00000250867	chr5	69527319	69529318	NA	NA	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	1	0	2	2.666666667	0.333333333	0	0
ENSG00000250681	chr4	3633256	3635255	NA	NA	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	1	0	2	4	0.333333333	1	0
ENSG00000238652	chr4	88689234	88691233	NA	NA	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	1.333333333	0.333333333	0	0
ENSG00000109654	chr4	154071994	154073993	TRIM2	23321	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	0.666666667	0.333333333	0	0
ENSG00000131378	chr3	16555034	16557033	RFTN1	23180	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	1	0	2	1.333333333	0.333333333	0	0
ENSG00000163814	chr3	45187415	45189414	CDCP1	64866	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	1	0	2	1.666666667	0.333333333	0	0
ENSG00000221380	chr3	84338905	84340904	NA	NA	1	0	1	1	6.658211483	5.41E-33	2.98E-30	25	1	1	1	1	1	0	0
ENSG00000221211	chr3	122645469	122647468	NA	NA	1	0	1	1	6.658211483	2.95E-19	5.05E-17	163	2	1	2	1.166666667	0.333333333	0	0
ENSG00000178700	chr3	93781734	93783733	DHFRL1	200895	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	0.666666667	0.333333333	0	0
ENSG00000178694	chr3	93780260	93782259	NSUN3	63899	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	0.666666667	0.333333333	0	0
ENSG00000206604	chr3	141862796	141864795	RNU6-425P	NA	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	1	0.333333333	0	0
ENSG00000238153	chr22	35558797	35560796	NA	NA	1	0	1	1	6.658211483	3.65E-49	1.70E-45	2	1	0	1	2.666666667	1	0	0
ENSG00000203527	chr22	43670461	43672460	NA	101927447	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	1	0	2	2.333333333	0.666666667	0	0
ENSG00000100023	chr22	22005059	22007058	PPIL2	23759	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	1	0.333333333	0	0
ENSG00000091428	chr2	173598502	173600501	RAPGEF4	11069	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	1	0	2	1.666666667	0.333333333	0	0
ENSG00000242580	chr2	90247239	90249238	IGKV1D-43	NA	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	2	1.5	2.5	0.5	0.166666667	0	0
ENSG00000232429	chr19	34080095	34082094	RPL21P131	NA	1	0	1	1	6.658211483	4.92E-20	9.27E-18	135	2	2	2	0.5	0.333333333	0	0
ENSG00000122490	chr18	77711165	77713164	PQLC1	80148	1	0	1	1	6.658211483	3.65E-49	1.70E-45	2	1	0	1	1.666666667	0.666666667	0	0
ENSG00000262296	chr17	9550478	9552477	NA	NA	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	1	0	2	1.666666667	0.333333333	0	0
ENSG00000170222	chr17	10599411	10601410	ADPRM	56985	1	0	1	1	6.658211483	5.41E-33	2.98E-30	25	1	1	1	1.333333333	0.666666667	0	0
ENSG00000266498	chr17	17138933	17140932	NA	NA	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	1	0	2	3.666666667	0.333333333	1	0
ENSG00000238423	chr17	27046068	27048067	SNORD42B	26808	1	0	1	1	6.658211483	4.92E-20	9.27E-18	135	1	2	1	1	0.666666667	0	0
ENSG00000189051	chr17	8300645	8302644	RNF222	643904	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	2	0.333333333	1	0
ENSG00000266106	chr17	72305430	72307429	NA	NA	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	1.333333333	0.333333333	0	0
ENSG00000206172	chr16	225179	227178	HBA1	3039;3040	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	2	1	2.5	1	0.166666667	0	0
ENSG00000207243	chr16	227053	229052	NA	NA	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	1	0	2	1.666666667	0.333333333	0	0
ENSG00000242480	chr15	32892830	32894829	RN7SL286P	NA	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	1	0	2	2.333333333	0.333333333	0	0
ENSG00000259132	chr14	23450968	23452967	NA	NA	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	1	0	2	1.666666667	0.333333333	0	0
ENSG00000258457	chr14	23450407	23452406	NA	NA	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	1	0	2	1.666666667	0.333333333	0	0
ENSG00000201839	chr14	101418186	101420185	SNORD114-3	767579	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	1	0	2	1.333333333	0.333333333	0	0
ENSG00000197734	chr14	78225673	78227672	C14orf178	283579	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	1.333333333	0.333333333	0	0
ENSG00000100604	chr14	93387925	93389924	CHGA	1113	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	1	0.333333333	0	0
ENSG00000212377	chr13	73027606	73029605	NA	NA	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	2	0.333333333	0	0
ENSG00000134874	chr13	96296458	96298457	DZIP1	22873	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	2.333333333	0.333333333	1	0
ENSG00000243663	chr12	1866678	1868677	RPS4XP14	NA	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	1.333333333	0.333333333	0	0
ENSG00000111639	chr12	6602508	6604507	MRPL51	51258	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	2	0.5	2.5	1.333333333	0.166666667	0	0
ENSG00000257849	chr12	43358425	43360424	NA	NA	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	1	0.333333333	0	0
ENSG00000151952	chr12	130387712	130389711	TMEM132D	121256	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	1.333333333	0.333333333	0	0
ENSG00000270897	chr11	11203461	11205460	NA	NA	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	1	0	2	2.333333333	0.333333333	0	0
ENSG00000255500	chr11	50225832	50227831	NA	NA	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	1	0	2	1	0.666666667	0	0
ENSG00000240385	chr11	4038678	4040677	RPS29P20	NA	1	0	1	1	6.658211483	4.92E-20	9.27E-18	135	1	2	1	0.333333333	0.666666667	0	0
ENSG00000256035	chr11	102678148	102680147	NA	NA	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	1	0.333333333	0	0
ENSG00000272692	chr10	77167415	77169414	NA	101929234	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	2	1	2.5	1.166666667	0.166666667	0	0
ENSG00000165983	chr10	16477442	16479441	PTER	9317	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	1.666666667	0.333333333	0	0
ENSG00000235005	chr1	110428387	110430386	NA	NA	1	0	1	1	6.658211483	3.65E-49	1.70E-45	2	1	0	1	1.333333333	1	0	0
ENSG00000231207	chr1	27714472	27716471	NA	NA	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	1	0	2	2.666666667	0.333333333	0	0
ENSG00000264592	chr1	36656016	36658015	RN7SL131P	NA	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	1	0	2	1.333333333	0.333333333	0	0
ENSG00000183853	chr1	157961563	157963562	KIRREL	55243;101928229	1	0	1	1	6.658211483	7.27E-33	2.98E-30	31	1	0	2	1.666666667	0.666666667	0	0
ENSG00000230114	chr1	49721583	49723582	NA	101929721	1	0	1	1	6.658211483	4.92E-20	9.27E-18	135	1	2	1	0.666666667	1	0	0
ENSG00000049247	chr1	7913073	7915072	UTS2	10911	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	2	1	2.5	2	0.166666667	0	0
ENSG00000229420	chr1	143243664	143245663	NA	NA	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	1	0.333333333	0	0
ENSG00000202167	chr1	149146380	149148379	RNU1-114P	NA	1	0	1	1	6.658211483	9.31E-18	7.64E-16	290	1	1	2	0.666666667	0.333333333	0	0
ENSG00000266836	chr17	21908914	21910913	NA	NA	0.966666667	0	0.966666667	0.916666667	6.528121278	3.71E-19	6.23E-17	207	5	1	2.6	1	0.133333333	0	0
ENSG00000168421	chr4	40191173	40193172	RHOH	399	0.916666667	0	0.916666667	1	6.658211483	9.31E-18	7.64E-16	290	2	1	2.5	1.166666667	0.166666667	0	0
ENSG00000252937	chr3	73290548	73292547	RNU6-1270P	NA	0.838095238	0	0.838095238	0.838095238	6.406154378	4.06E-06	0.000124557	910	1	0	1	6.333333333	0.666666667	3	0
ENSG00000168899	chr2	85810031	85812030	VAMP5	10791	0.857936508	0.083333333	0.774603175	0.774603175	5.11062721	4.53E-12	2.47E-10	512	4	0.5	1.25	2.833333333	0.916666667	0.75	0.25
ENSG00000237440	chr19	20748116	20750115	ZNF737	100129842	0.75	0	0.75	0.5	5.672425342	7.27E-33	2.98E-30	476	2	2	1.5	0.833333333	1.166666667	0	0.5
ENSG00000232724	chr17	73068901	73070900	NA	NA	1	0.25	0.75	0.75	3.821998812	6.80E-28	1.54E-25	489	2	0.5	2	1.166666667	0.5	0	0
ENSG00000179449	chr15	23890480	23892479	NA	NA	1	0.25	0.75	0.75	1.957771765	1.76E-17	1.42E-15	1127	1	1	2	1	1.333333333	0	0
ENSG00000158246	chr1	27338828	27340827	FAM46B	115572	0.911111111	0.166666667	0.744444444	0.744444444	3.967785182	6.93E-19	1.05E-16	486	2	0	1	2.666666667	1	0.5	0
ENSG00000130638	chr22	46066178	46068177	ATXN10	25814	0.96875	0.25	0.71875	0.71875	3.774347329	3.37E-06	0.00010364	908	4	1.25	1.75	0.916666667	0.5	0	0
ENSG00000205853	chr22	32777540	32779539	RFPL3S	NA	0.916666667	0.208333333	0.708333333	0.708333333	3.379012545	1.68E-07	6.12E-06	764	3	1	1.333333333	1.444444444	1.222222222	0	0
ENSG00000179755	chr16	34255007	34257006	NA	NA	0.916666667	0.25	0.666666667	0.666666667	3.691908607	8.07E-19	1.16E-16	500	2	0	1.5	1.5	0.5	0	0
ENSG00000155465	chr14	23298530	23300529	SLC7A7	9056	1	0.333333333	0.666666667	0.666666667	3.618024775	2.19E-10	1.08E-08	563	2	0.5	1	1.333333333	0.666666667	0	0
ENSG00000172590	chr14	23297588	23299587	MRPL52	122704	1	0.333333333	0.666666667	0.666666667	3.618024775	2.19E-10	1.08E-08	563	2	0.5	1	1.333333333	0.666666667	0	0
ENSG00000229372	chr1	43913816	43915815	SZT2-AS1	102465440	1	0.333333333	0.666666667	0.666666667	1.556673456	1.82E-17	1.42E-15	1378	1	1	2	1.333333333	1	0	0
ENSG00000246731	chr17	72208982	72210981	NA	85001	0.833333333	0.166666667	0.666666667	0.666666667	3.818523436	2.34E-10	1.14E-08	572	2	0.5	1	2.166666667	1	0	0
ENSG00000267016	chr17	75468353	75470352	NA	NA	1	0.354166667	0.645833333	0.645833333	1.474049199	3.86E-19	6.38E-17	1482	2	0	1.5	3.5	1.333333333	0.5	0
ENSG00000224536	chr1	201474869	201476868	NA	NA	0.626984127	0	0.626984127	0.626984127	5.993185517	4.72E-05	0.00130865	1006	1	0	1	5	1	2	0
ENSG00000237977	chr22	31296706	31298705	EIF4HP2	NA	1	0.375	0.625	0.625	3.534247726	1.60E-19	2.81E-17	526	2	1	2	1.5	0.833333333	0	0
ENSG00000254585	chr15	23890676	23892675	MAGEL2	54551	1	0.375	0.625	0.625	1.471778953	3.33E-10	1.52E-08	1484	2	1	1.5	0.833333333	1.166666667	0	0
ENSG00000135446	chr12	58149297	58151296	CDK4	1019	1	0.375	0.625	0.625	3.534247726	2.33E-10	1.14E-08	568	2	1	1.5	0.833333333	0.666666667	0	0
ENSG00000262583	chr16	75549679	75551678	NA	NA	0.861111111	0.25	0.611111111	0.611111111	3.589997897	3.14E-10	1.45E-08	603	2	0.5	1.5	1.833333333	0.5	0	0
ENSG00000249509	chr4	113435041	113437040	NA	NA	0.916666667	0.333333333	0.583333333	0.583333333	3.48793457	9.67E-19	1.34E-16	529	2	0	1	2.166666667	0.833333333	0	0
ENSG00000188483	chr9	131940041	131942040	IER5L	389792	1	0.416666667	0.583333333	0.583333333	3.459195946	8.07E-19	1.16E-16	533	2	0.5	1	2.5	1	0.5	0
ENSG00000224880	chr7	57239564	57241563	NA	NA	1	0.416666667	0.583333333	0.583333333	1.243173983	0.000697738	0.017155131	1686	1	1	1	2.666666667	1.666666667	1	0
ENSG00000251078	chr5	75048805	75050804	SLC25A5P9	NA	1	0.416666667	0.583333333	1	6.658211483	7.27E-33	2.98E-30	31	2	1.5	1.5	1	1	0	0
ENSG00000250889	chr5	74348169	74350168	NA	NA	1	0.416666667	0.583333333	0.583333333	3.459195946	9.56E-19	1.33E-16	533	2	1	1	0.833333333	1.166666667	0	0
ENSG00000234568	chr4	83194724	83196723	BIN2P1	NA	1	0.416666667	0.583333333	0.583333333	1.243173983	0.000697738	0.017155131	1686	1	1	1	0.666666667	3	0	1
ENSG00000236739	chr9	22746199	22748198	NA	NA	0.964285714	0.388888889	0.575396825	0.611111111	3.588551317	8.11E-08	3.00E-06	755	7	1	1.714285714	1.666666667	0.571428571	0.285714286	0
ENSG00000241954	chr22	32778273	32780272	NA	NA	0.694444444	0.134259259	0.560185185	0.560185185	3.135302078	2.78E-07	9.65E-06	804	3	1	1	1.777777778	1.666666667	0	0
ENSG00000011198	chr3	43730105	43732104	ABHD5	51099	1	0.444444444	0.555555556	0.555555556	2.73829498	1.83E-13	1.20E-11	813	3	0.666666667	1.333333333	1.666666667	1	0	0
ENSG00000267481	chr19	19900841	19902840	NA	NA	0.55	0	0.55	0.55	5.058821551	2.33E-10	1.14E-08	568	2	1	1.5	2.166666667	0.666666667	1	0
ENSG00000225360	chr9	68323936	68325935	NA	NA	0.533333333	0	0.533333333	0.533333333	5.763765654	0.00043422	0.010916538	1110	1	0	2	4.333333333	0.333333333	2	0
ENSG00000245059	chr16	81109424	81111423	NA	NA	1	0.46875	0.53125	0.53125	3.375184464	5.73E-19	9.14E-17	547	2	0	1.5	2.666666667	1.666666667	0.5	0.5
ENSG00000172350	chr11	119018222	119020221	ABCG4	64137	0.520833333	0	0.520833333	0.791666667	6.274491206	4.97E-11	2.60E-09	534	4	1	2.5	1.5	0.166666667	0	0
ENSG00000261275	chr7	56559317	56561316	NA	222029	1	0.5	0.5	0.5	0.985786141	8.78E-48	2.72E-44	1945	1	0	1	2	1.333333333	0	0
ENSG00000231202	chr7	38335335	38337334	TRGVB	NA	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	2	0.666666667	0	0
ENSG00000157800	chr7	140103734	140105733	SLC37A3	84255	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	3	1.333333333	2.666666667	0.666666667	0.222222222	0	0
ENSG00000214870	chr7	26436713	26438712	NA	NA	1	0.5	0.5	0.5	3.329105741	6.66E-19	1.03E-16	553	2	0	1.5	2.666666667	0.666666667	0	0
ENSG00000106344	chr7	127983463	127985462	RBM28	55131	1	0.5	0.5	0.5	0.985786141	1.28E-18	1.64E-16	1945	2	0	1.5	1.666666667	0.666666667	0	0
ENSG00000229365	chr7	156880738	156882737	NA	NA	1	0.5	0.5	1	6.658211483	9.31E-18	7.64E-16	290	2	2	1.5	0.333333333	0.666666667	0	0
ENSG00000187546	chr7	15601141	15603140	AGMO	392636	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	1	1.333333333	0	0
ENSG00000236408	chr7	154656694	154658693	NA	NA	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	1.333333333	0.666666667	0	0
ENSG00000216895	chr7	155437400	155439399	NA	100506302	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	2	0.5	2.5	2.5	0.333333333	0	0
ENSG00000236753	chr7	131012482	131014481	MKLN1-AS	100506881	1	0.5	0.5	0.5	3.329105741	2.73E-10	1.29E-08	586	2	1	2	2.166666667	1	0.5	0
ENSG00000238385	chr7	96097235	96099234	NA	NA	1	0.5	0.5	0.5	3.329105741	3.82E-10	1.66E-08	630	2	1	1.5	1	0.5	0	0
ENSG00000202198	chr6	52858918	52860917	RN7SK	125050	1	0.5	0.5	0.5	3.329105741	6.66E-19	1.03E-16	553	2	0	1.5	1.833333333	0.666666667	0.5	0
ENSG00000234015	chr6	12585137	12587136	NA	101928309	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	2.666666667	0.666666667	1	0
ENSG00000203909	chr6	74063519	74065518	DPPA5	340168	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	1.333333333	0.666666667	0	0
ENSG00000231889	chr6	111803214	111805213	TRAF3IP2-AS1	643749	1	0.5	0.5	0.5	3.329105741	3.13E-10	1.45E-08	601	2	0.5	2	2.5	0.333333333	0.5	0
ENSG00000251368	chr5	55045730	55047729	NA	NA	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	1.666666667	0.666666667	0	0
ENSG00000080709	chr5	113695142	113697141	KCNN2	3781	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	1	0.666666667	0	0
ENSG00000249486	chr5	8157402	8159401	NA	NA	1	0.5	0.5	0.5	3.329105741	3.13E-10	1.45E-08	601	2	0.5	2	1.166666667	0.333333333	0	0
ENSG00000198787	chr4	4128797	4130796	OR4D12P	NA	1	0.5	0.5	0.5	3.329105741	7.86E-28	1.74E-25	553	2	0.5	1	1.333333333	0.833333333	0	0
ENSG00000109466	chr4	166127270	166129269	KLHL2	11275	1	0.5	0.5	0.5	0.985786141	2.28E-19	3.95E-17	1945	3	1.333333333	2.333333333	0.888888889	0.444444444	0	0
ENSG00000256889	chr4	92948429	92950428	NA	NA	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	1.333333333	0.666666667	0	0
ENSG00000188517	chr4	110223314	110225313	COL25A1	84570	1	0.5	0.5	0.5	3.329105741	3.82E-10	1.66E-08	630	3	1	2.333333333	0.777777778	0.444444444	0	0
ENSG00000246774	chr4	110222691	110224690	NA	NA	1	0.5	0.5	0.5	3.329105741	3.82E-10	1.66E-08	630	3	1	2.333333333	0.777777778	0.444444444	0	0
ENSG00000244124	chr3	141637364	141639363	ATP1B3-AS1	NA	1	0.5	0.5	0.5	3.329105741	4.34E-28	1.01E-25	553	3	0.666666667	1.666666667	1.888888889	1.222222222	0	0
ENSG00000152642	chr3	32145681	32147680	GPD1L	23171	1	0.5	0.5	0.5	3.329105741	6.66E-19	1.03E-16	553	2	0	1.5	2.666666667	0.5	0.5	0
ENSG00000214021	chr3	9848270	9850269	TTLL3	26140	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	0.666666667	0.666666667	0	0
ENSG00000228242	chr3	14184723	14186722	NA	NA	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	0.666666667	0.666666667	0	0
ENSG00000173950	chr3	194991397	194993396	XXYLT1	152002	1	0.5	0.5	0.5	3.329105741	3.82E-10	1.66E-08	630	2	1.5	2	1.166666667	0.5	0	0
ENSG00000215454	chr21	45992106	45994105	KRTAP10-4	386672	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	2	0.666666667	0	0
ENSG00000235012	chr21	40896010	40898009	NA	NA	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	1.666666667	0.666666667	0	0
ENSG00000101200	chr20	3064871	3066870	AVP	551	1	0.5	0.5	0.5	0.985786141	2.65E-33	2.98E-30	1945	1	1	1	1	1.333333333	0	0
ENSG00000125898	chr20	812858	814857	FAM110A	83541	1	0.5	0.5	0.5	3.329105741	1.21E-18	1.57E-16	553	2	0	1	3	1.333333333	1	0
ENSG00000230353	chr2	106905010	106907009	NA	NA	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	2.333333333	0.666666667	0	0
ENSG00000233370	chr2	110940131	110942130	NA	NA	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	2	0.666666667	0	0
ENSG00000236564	chr2	99309072	99311071	YWHAQP5	NA	1	0.5	0.5	0.5	3.329105741	9.89E-19	1.34E-16	553	2	0	2	1.5	0.666666667	0	0
ENSG00000213962	chr2	178862998	178864997	API5P2	NA	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	0.666666667	0.666666667	0	0
ENSG00000225539	chr2	195207493	195209492	NA	101927406	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	1	0.666666667	0	0
ENSG00000229915	chr2	239335871	239337870	NA	NA	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	1.666666667	0.666666667	0	0
ENSG00000084774	chr2	27438758	27440757	CAD	790	1	0.5	0.5	0.5	3.329105741	2.73E-10	1.29E-08	586	2	1	2	1.833333333	0.833333333	0	0
ENSG00000230406	chr2	222455661	222457660	NA	NA	1	0.5	0.5	0.5	3.329105741	2.73E-10	1.29E-08	586	2	1	2	1.166666667	0.333333333	0	0
ENSG00000265812	chr2	71242654	71244653	NA	NA	1	0.5	0.5	0.5	3.329105741	3.82E-10	1.66E-08	630	2	1.5	2	0.666666667	0.333333333	0	0
ENSG00000124467	chr19	43359344	43361343	PSG8	440533	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	1.333333333	0.666666667	0	0
ENSG00000105552	chr19	49313787	49315786	BCAT2	587	1	0.5	0.5	0.5	3.329105741	7.86E-28	1.74E-25	553	2	0	0.5	2	1.166666667	0	0
ENSG00000176695	chr19	105971	107970	OR4F17	81099	1	0.5	0.5	0.5	3.329105741	7.28E-19	1.08E-16	553	5	1.6	2.4	0.666666667	0.2	0	0
ENSG00000063241	chr19	55973211	55975210	ISOC2	79763	1	0.5	0.5	0.5	3.329105741	9.89E-19	1.34E-16	553	2	0	2	2.5	0.333333333	0.5	0
ENSG00000268148	chr19	23472151	23474150	VN1R91P	NA	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	0.666666667	0.666666667	0	0
ENSG00000252258	chr18	3025065	3027064	NA	NA	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	4.333333333	0.666666667	1	0
ENSG00000264655	chr17	38522704	38524703	NA	NA	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	2.333333333	0.666666667	0	0
ENSG00000265298	chr17	62745038	62747037	NA	NA	1	0.5	0.5	0.5	3.329105741	7.86E-28	1.74E-25	553	2	0	0.5	2	1.5	0	0
ENSG00000233002	chr17	15652007	15654006	NA	NA	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	0.666666667	0.666666667	0	0
ENSG00000267227	chr17	15652130	15654129	NA	NA	1	0.5	0.5	0.5	0.985786141	1.94E-17	1.42E-15	1945	1	1	2	0.666666667	0.666666667	0	0
ENSG00000141367	chr17	57695719	57697718	CLTC	1213	1	0.5	0.5	0.5	3.329105741	2.73E-10	1.29E-08	586	2	1	2	1.166666667	0.333333333	0	0
ENSG00000175061	chr17	16340636	16342635	FAM211A-AS1	26800;125144;692087;692106	1	0.5	0.5	0.5	3.329105741	3.82E-10	1.66E-08	630	2	0.5	1	2.833333333	2.333333333	0.5	0.5
ENSG00000260835	chr16	6622268	6624267	NA	NA	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	1	0.666666667	0	0
ENSG00000205629	chr16	25121550	25123549	LCMT1	51451	1	0.5	0.5	0.5	0.985786141	3.03E-32	8.72E-30	1945	1	0	2	1	0.666666667	0	0
