id	Chromosome	Start	End	symbol	entrezID	mean.mean.CMP	mean.mean.MPP	Difference	mean.mean.diff	mean.mean.quot.log2	comb.p.val	comb.p.adj.fdr	combinedRank	num.sites	mean.num.na.CMP	mean.num.na.MPP	mean.mean.covg.CMP	mean.mean.covg.MPP	mean.nsamples.covg.thres5.CMP	mean.nsamples.covg.thres5.MPP
ENSG00000229420	chr1	143243664	143245663	NA	NA	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	0.666666667	0.333333333	0	0
ENSG00000206635	chr1	151600300	151602299	RNU6-1062P	NA	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	1	0.333333333	0	0
ENSG00000115875	chr2	38978137	38980136	SRSF7	6432	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	1	0.333333333	0	0
ENSG00000152147	chr2	38977176	38979175	GEMIN6	79833	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	1	0.333333333	0	0
ENSG00000271141	chr2	179479808	179481807	NA	NA	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	0.666666667	0.333333333	0	0
ENSG00000163814	chr3	45187415	45189414	CDCP1	64866	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	1	0.333333333	0	0
ENSG00000178700	chr3	93781734	93783733	DHFRL1	200895	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	0.666666667	0.333333333	0	0
ENSG00000178694	chr3	93780260	93782259	NSUN3	63899	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	0.666666667	0.333333333	0	0
ENSG00000206604	chr3	141862796	141864795	RNU6-425P	NA	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	1.333333333	0.333333333	0	0
ENSG00000251019	chr4	79569897	79571896	HIGD1AP13	NA	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	0.666666667	0.333333333	0	0
ENSG00000250867	chr5	69527319	69529318	NA	NA	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	2.333333333	0.333333333	0	0
ENSG00000251477	chr5	117057293	117059292	NA	NA	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	0.666666667	0.333333333	0	0
ENSG00000204220	chr6	33255579	33257578	PFDN6	10471;102465501	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	2	1	2.5	1	0.166666667	0	0
ENSG00000112561	chr6	41703498	41705497	TFEB	7942	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	1.666666667	0.333333333	0	0
ENSG00000238747	chr6	90531514	90533513	NA	NA	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	2	1.5	2.5	0.666666667	0.166666667	0	0
ENSG00000255330	chr6	127839647	127841646	NA	9729;387104	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	0.666666667	0.333333333	0	0
ENSG00000214338	chr6	127840001	127842000	SOGA3	9729;387104	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	0.666666667	0.333333333	0	0
ENSG00000184530	chr6	127839100	127841099	C6orf58	352999	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	0.666666667	0.333333333	0	0
ENSG00000226739	chr6	164769178	164771177	NA	NA	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	1	0.333333333	0	0
ENSG00000136270	chr7	45151147	45153146	TBRG4	9238;677795	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	1.333333333	1	0	0
ENSG00000091129	chr7	108096662	108098661	NRCAM	4897	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	0.666666667	0.666666667	0	0
ENSG00000157764	chr7	140624065	140626064	BRAF	673	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	1.666666667	0.333333333	0	0
ENSG00000177306	chr8	7105375	7107374	OR7E125P	NA	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	1	0.333333333	0	0
ENSG00000167904	chr8	56685467	56687466	TMEM68	137695	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	1.666666667	0.333333333	0	0
ENSG00000137574	chr8	56684201	56686200	TGS1	96764	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	1.666666667	0.333333333	0	0
ENSG00000165140	chr9	97402032	97404031	FBP1	2203	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	0.666666667	0.333333333	0	0
ENSG00000165983	chr10	16477442	16479441	PTER	9317	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	1	0.333333333	0	0
ENSG00000270897	chr11	11203461	11205460	NA	NA	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	1.333333333	0.333333333	0	0
ENSG00000148950	chr11	31530693	31532692	IMMP1L	196294	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	0.666666667	0.333333333	0	0
ENSG00000109911	chr11	31529797	31531796	ELP4	26610	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	0.666666667	0.333333333	0	0
ENSG00000256035	chr11	102678148	102680147	NA	NA	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	1.333333333	0.333333333	0	0
ENSG00000255753	chr12	9468270	9470269	NA	NA	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	0.666666667	0.333333333	0	0
ENSG00000066117	chr12	50477255	50479254	SMARCD1	6602	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	0.666666667	0.333333333	0	0
ENSG00000197734	chr14	78225673	78227672	C14orf178	283579	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	0.666666667	0.333333333	0	0
ENSG00000263412	chr17	46124936	46126935	NA	NA	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	1	0.333333333	0	0
ENSG00000128335	chr22	36635501	36637500	APOL2	23780	1	0	1	1	6.658211483	9.42E-18	7.76E-16	282	1	1	2	0.666666667	0.333333333	0	0
ENSG00000124228	chr20	47834384	47836383	DDX27	55661	1	0	1	1	6.658211483	9.56E-11	5.00E-09	532	3	1.333333333	2.333333333	0.666666667	0.222222222	0	0
ENSG00000266836	chr17	21908914	21910913	NA	NA	0.916666667	0	0.916666667	1	6.658211483	1.01E-19	1.77E-17	157	4	0.75	2.5	0.916666667	0.166666667	0	0
ENSG00000158246	chr1	27338828	27340827	FAM46B	115572	1	0.166666667	0.833333333	0.833333333	4.10744247	3.56E-19	5.66E-17	489	2	0	1	2.666666667	1	0.5	0
ENSG00000232724	chr17	73068901	73070900	NA	NA	1	0.25	0.75	0.75	3.821998812	1.52E-19	2.53E-17	502	2	1	2	1.166666667	0.5	0	0
ENSG00000130638	chr22	46066178	46068177	ATXN10	25814	1	0.25	0.75	0.75	3.821998812	9.39E-16	6.22E-14	502	4	1.25	1.75	1.166666667	0.5	0	0
ENSG00000262583	chr16	75549679	75551678	NA	NA	1	0.25	0.75	0.75	3.821998812	2.34E-10	1.17E-08	560	2	1	1.5	0.833333333	0.5	0	0
ENSG00000231601	chr10	788432	790431	NA	NA	0.708333333	0	0.708333333	0.708333333	6.036624491	1.30E-21	2.52E-19	299	2	1.5	0	1	1.333333333	0	0
ENSG00000229372	chr1	43913816	43915815	SZT2-AS1	102465440	1	0.333333333	0.666666667	0.666666667	1.556673456	2.72E-32	8.26E-30	1400	1	0	2	1.333333333	1	0	0
ENSG00000235481	chr9	33818294	33820293	NA	NA	1	0.333333333	0.666666667	0.333333333	0.577838066	3.48E-32	8.26E-30	3225	2	1.5	2	1.5	0.666666667	0.5	0
ENSG00000188803	chr17	11143080	11145079	SHISA6	388336	1	0.333333333	0.666666667	0.666666667	1.556673456	2.72E-32	8.26E-30	1400	2	0.5	2.5	1.333333333	0.5	0	0
ENSG00000170222	chr17	10599411	10601410	ADPRM	56985	0.666666667	0	0.666666667	0.666666667	6.080373416	1.14E-19	1.97E-17	381	1	2	1	1	0.666666667	0	0
ENSG00000242766	chr2	90119977	90121976	IGKV1D-17	NA	1	0.333333333	0.666666667	0.666666667	1.556673456	1.84E-17	1.42E-15	1400	1	1	2	0.666666667	1	0	0
ENSG00000226209	chr10	13349948	13351947	NA	NA	1	0.333333333	0.666666667	0.666666667	1.556673456	1.84E-17	1.42E-15	1400	1	1	2	1.333333333	1	0	0
ENSG00000155465	chr14	23298530	23300529	SLC7A7	9056	1	0.333333333	0.666666667	0.666666667	3.618024775	2.20E-10	1.10E-08	556	2	0.5	1	1.5	0.666666667	0	0
ENSG00000172590	chr14	23297588	23299587	MRPL52	122704	1	0.333333333	0.666666667	0.666666667	3.618024775	2.20E-10	1.10E-08	556	2	0.5	1	1.5	0.666666667	0	0
ENSG00000172350	chr11	119018222	119020221	ABCG4	64137	0.666666667	0	0.666666667	0.5	3.329105741	2.52E-10	1.24E-08	565	4	0.25	2.5	1.583333333	0.166666667	0	0
ENSG00000267016	chr17	75468353	75470352	NA	NA	1	0.354166667	0.645833333	0.645833333	1.474049199	3.89E-19	6.08E-17	1494	2	0	1.5	3	1.333333333	0.5	0
ENSG00000130518	chr19	18384820	18386819	KIAA1683	80726	0.633333333	0	0.633333333	0.633333333	6.007494537	1.20E-06	3.77E-05	886	1	1	0	2.666666667	2.666666667	1	0
ENSG00000237977	chr22	31296706	31298705	EIF4HP2	NA	1	0.375	0.625	0.625	3.534247726	2.33E-36	5.42E-33	545	2	0	2	2.166666667	0.833333333	0	0
ENSG00000135446	chr12	58149297	58151296	CDK4	1019	1	0.375	0.625	0.625	3.534247726	1.83E-10	9.39E-09	545	2	0.5	1.5	1.333333333	0.666666667	0	0
ENSG00000168899	chr2	85810031	85812030	VAMP5	10791	0.695337302	0.083333333	0.612003968	0.612003968	4.781250515	2.41E-06	7.39E-05	907	4	0.5	1.25	3.666666667	0.916666667	1	0.25
ENSG00000256481	chr11	63847662	63849661	NA	NA	1	0.4	0.6	0.6	1.300659478	2.85E-32	8.26E-30	1627	1	0	2	2	1.666666667	0	1
ENSG00000188483	chr9	131940041	131942040	IER5L	389792	1	0.416666667	0.583333333	0.583333333	3.459195946	8.12E-19	1.16E-16	552	2	0.5	1	3.166666667	1	1	0
ENSG00000010610	chr12	6894524	6896523	CD4	920	1	0.416666667	0.583333333	0.583333333	1.243173983	0.00069845	0.017040462	1685	1	1	1	1.666666667	1.666666667	0	0
ENSG00000011198	chr3	43730105	43732104	ABHD5	51099	1	0.444444444	0.555555556	0.5	3.329105741	2.13E-10	1.07E-08	565	3	1.333333333	1.333333333	1.333333333	1	0.333333333	0
ENSG00000197183	chr20	31172377	31174376	C20orf112	140688	0.875	0.333333333	0.541666667	0.5	3.329105741	3.85E-10	1.66E-08	630	5	1.6	2.4	0.733333333	0.2	0	0
ENSG00000273267	chr4	8022892	8024891	NA	NA	0.541666667	0	0.541666667	0.75	6.247927513	0.001466366	0.034949432	1169	2	0.5	2.5	3	0.166666667	0.5	0
ENSG00000159239	chr2	74648219	74650218	C2orf81	388963	1	0.466666667	0.533333333	0.533333333	3.378363612	2.58E-10	1.25E-08	569	3	1	1.666666667	1.777777778	1	0.333333333	0.333333333
ENSG00000245059	chr16	81109424	81111423	NA	NA	1	0.46875	0.53125	0.53125	3.375184464	1.83E-10	9.39E-09	561	2	0.5	1.5	3.333333333	1.666666667	1	0.5
ENSG00000148343	chr9	131797400	131799399	FAM73B	84895	0.795138889	0.286111111	0.509027778	0.474074074	2.513515216	1.53E-07	5.57E-06	1115	4	0.5	1.5	3.166666667	2	1	0.75
ENSG00000254231	chr8	87355044	87357043	NA	NA	0.5	0	0.5	0.5	5.672425342	1.84E-37	4.66E-34	477	1	0	2	2	0.333333333	0	0
ENSG00000110777	chr11	111325856	111327855	POU2AF1	5450;101928620	0.5	0	0.5	0.5	5.672425342	1.84E-37	4.66E-34	477	1	0	2	2	0.666666667	0	0
ENSG00000169783	chr15	78112743	78114742	LINGO1	84894	1	0.5	0.5	0.5	0.985786141	2.68E-33	3.20E-30	1976	1	1	1	1.333333333	1.333333333	0	0
ENSG00000239194	chr16	67424254	67426253	RNU1-123P	NA	0.5	0	0.5	0.5	5.672425342	5.47E-33	3.20E-30	477	1	1	1	2	1	0	0
ENSG00000097046	chr1	91964908	91966907	CDC7	8317	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	1	0	2	3.333333333	0.666666667	1	0
ENSG00000224481	chr1	147799624	147801623	NA	NA	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	1	0	2	1.666666667	0.666666667	0	0
ENSG00000143595	chr1	154292066	154294065	AQP10	89872	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	1	0	2	3	1.333333333	1	0
ENSG00000227585	chr1	221723486	221725485	NA	NA	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	1	0	2	2.333333333	0.666666667	1	0
ENSG00000115041	chr2	95961552	95963551	KCNIP3	30818	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	1	0	2	1.333333333	0.666666667	0	0
ENSG00000230353	chr2	106905010	106907009	NA	NA	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	1	0	2	2	0.666666667	0	0
ENSG00000213739	chr2	206812315	206814314	NA	NA	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	1	0	2	2	0.666666667	0	0
ENSG00000251368	chr5	55045730	55047729	NA	NA	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	1	0	2	1.666666667	0.666666667	0	0
ENSG00000234015	chr6	12585137	12587136	NA	101928309	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	1	0	2	2	0.666666667	0	0
ENSG00000203909	chr6	74063519	74065518	DPPA5	340168	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	2	0	2.5	1.833333333	0.333333333	0	0
ENSG00000265347	chr9	96580139	96582138	MIR4291	100422927	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	1	0	2	3	0.666666667	0	0
ENSG00000165185	chr9	115247627	115249626	KIAA1958	158405	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	1	0	2	1.666666667	0.666666667	0	0
ENSG00000257210	chr12	93517820	93519819	NACAP3	NA	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	1	0	2	3.666666667	1.333333333	0	0
ENSG00000139350	chr12	97299501	97301500	NEDD1	121441	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	1	0	2	1.333333333	0.666666667	0	0
ENSG00000257053	chr12	121585313	121587312	NA	NA	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	1	0	2	2.666666667	0.666666667	0	0
ENSG00000202188	chr15	25470756	25472755	SNORD115-31	100033805	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	1	0	2	3	0.666666667	0	0
ENSG00000070729	chr16	58004521	58006520	CNGB1	1258	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	1	0	2	2.333333333	0.666666667	0	0
ENSG00000273452	chr17	12624699	12626698	NA	NA	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	1	0	2	2.333333333	0.666666667	1	0
ENSG00000264655	chr17	38522704	38524703	NA	NA	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	1	0	2	1.333333333	0.666666667	0	0
ENSG00000252258	chr18	3025065	3027064	NA	NA	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	1	0	2	4.333333333	0.666666667	2	0
ENSG00000235012	chr21	40896010	40898009	NA	NA	1	0.5	0.5	0.5	0.985786141	3.06E-32	8.26E-30	1976	1	0	2	2.666666667	0.666666667	0	0
ENSG00000052850	chr11	44331217	44333216	ALX4	60529	1	0.5	0.5	0.5	3.329105741	6.17E-28	1.26E-25	565	2	0.5	0	1.5	2	0	0
ENSG00000105552	chr19	49313787	49315786	BCAT2	587	1	0.5	0.5	0.5	3.329105741	7.91E-28	1.60E-25	565	2	0	0.5	3	1.166666667	0	0
ENSG00000198787	chr4	4128797	4130796	OR4D12P	NA	1	0.5	0.5	0.5	3.329105741	5.67E-19	8.54E-17	565	2	0.5	1	1.833333333	0.833333333	0	0
ENSG00000138796	chr4	108909370	108911369	HADH	3033	1	0.5	0.5	0.5	3.329105741	5.67E-19	8.54E-17	565	2	0.5	1	0.833333333	1.333333333	0	0
ENSG00000188112	chr6	42109858	42111857	C6orf132	647024	1	0.5	0.5	0.5	3.329105741	5.67E-19	8.54E-17	565	2	0.5	1	1.666666667	1.166666667	0	0
ENSG00000267481	chr19	19900841	19902840	NA	NA	0.5	0	0.5	0.5	3.329105741	6.04E-19	9.05E-17	565	2	0	1.5	2.333333333	0.666666667	0	0
ENSG00000214870	chr7	26436713	26438712	NA	NA	1	0.5	0.5	0.5	3.329105741	6.70E-19	9.82E-17	565	2	0	1.5	2.166666667	0.666666667	0	0
ENSG00000271437	chr13	99203997	99205996	NA	NA	1	0.5	0.5	0.5	3.329105741	6.70E-19	9.82E-17	565	2	0	1.5	2.333333333	0.666666667	0	0
ENSG00000104043	chr15	50474515	50476514	ATP8B4	79895	1	0.5	0.5	0.5	3.329105741	6.70E-19	9.82E-17	565	2	0	1.5	3.333333333	0.833333333	0.5	0
ENSG00000271129	chr16	69060047	69062046	NA	NA	1	0.5	0.5	0.5	3.329105741	6.70E-19	9.82E-17	565	2	0	1.5	2.333333333	0.666666667	0	0
ENSG00000188517	chr4	110223314	110225313	COL25A1	84570	1	0.5	0.5	0.5	3.329105741	8.66E-19	1.19E-16	565	3	0.666666667	2.333333333	1.444444444	0.444444444	0	0
ENSG00000246774	chr4	110222691	110224690	NA	NA	1	0.5	0.5	0.5	3.329105741	8.66E-19	1.19E-16	565	3	0.666666667	2.333333333	1.444444444	0.444444444	0	0
ENSG00000206043	chr18	71981548	71983547	C18orf63	644041	1	0.5	0.5	0.5	1.067255761	8.54E-19	1.19E-16	1885	2	0	1	2.833333333	1.333333333	1	0
ENSG00000063241	chr19	55973211	55975210	ISOC2	79763	1	0.5	0.5	0.5	3.329105741	8.66E-19	1.19E-16	565	2	0.5	2	1.5	0.333333333	0	0
ENSG00000242366	chr2	234667394	234669393	UGT1A1	54658	1	0.5	0.5	0.5	3.329105741	9.95E-19	1.33E-16	565	2	0	2	1.166666667	0.333333333	0	0
ENSG00000110200	chr11	71823327	71825326	ANAPC15	25906	1	0.5	0.5	0.5	3.329105741	9.95E-19	1.33E-16	565	3	0.666666667	2.333333333	1.777777778	0.222222222	0	0
ENSG00000255996	chr12	5141608	5143607	NA	NA	1	0.5	0.5	0.5	3.329105741	9.95E-19	1.33E-16	565	2	0	2	1.666666667	0.833333333	0	0
ENSG00000187244	chr19	45310828	45312827	BCAM	4059	1	0.5	0.5	0.5	3.329105741	9.95E-19	1.33E-16	565	2	0	2	3	1.166666667	0.5	0
ENSG00000089220	chr12	118572163	118574162	PEBP1	5037	1	0.5	0.5	0.5	3.329105741	1.03E-18	1.37E-16	565	3	1.333333333	1.666666667	1.111111111	0.444444444	0	0
ENSG00000169418	chr1	153649613	153651612	NPR1	4881	1	0.5	0.5	0.5	3.329105741	1.21E-18	1.53E-16	565	2	0.5	1.5	1.666666667	0.5	0	0
ENSG00000123607	chr2	166809854	166811853	TTC21B	79809;100506124	1	0.5	0.5	0.5	3.329105741	1.21E-18	1.53E-16	565	2	0.5	1.5	1.5	0.666666667	0	0
ENSG00000200146	chr11	80237504	80239503	RNU6-544P	NA	0.833333333	0.333333333	0.5	0.5	3.329105741	1.21E-18	1.53E-16	565	2	0	1	2	0.833333333	0	0
ENSG00000221405	chr15	32893988	32895987	NA	NA	1	0.5	0.5	0.5	3.329105741	1.21E-18	1.53E-16	565	2	0.5	1.5	1.333333333	0.666666667	0	0
ENSG00000261819	chr16	15083518	15085517	NA	NA	1	0.5	0.5	0.5	3.329105741	1.21E-18	1.53E-16	565	2	1	2	0.666666667	0.333333333	0	0
