id	Chromosome	Start	End	symbol	entrezID	mean.mean.CMP	mean.mean.MLP	mean.mean.diff	difference	mean.mean.quot.log2	comb.p.val	comb.p.adj.fdr	combinedRank	num.sites	mean.num.na.CMP	mean.num.na.MLP	mean.mean.covg.CMP	mean.mean.covg.MLP	mean.nsamples.covg.thres5.CMP	mean.nsamples.covg.thres5.MLP
ENSG00000123095	chr12	26277561	26279560	BHLHE41	79365	0	0.495039683	-0.495039683	-0.495039683	-5.646468153	7.92E-06	0.000459424	671	2	0	0	2.666666667	5.5	0.5	2
ENSG00000254231	chr8	87355044	87357043	NA	NA	0.5	1	-0.5	-0.5	-0.985786141	6.43E-63	1.74E-58	1521	1	0	0	2	1.333333333	0	0
ENSG00000132581	chr17	26988708	26990707	SDF2	6388	0.5	1	-0.5	-0.5	-0.985786141	1.69E-47	5.08E-44	1521	1	1	0	2.666666667	4	1	2
ENSG00000109111	chr17	26987609	26989608	SUPT6H	6830	0.5	1	-0.5	-0.5	-0.985786141	1.69E-47	5.08E-44	1521	1	1	0	2.666666667	4	1	2
ENSG00000212498	chr20	2635243	2637242	SNORD86	692201	0	0.5	-0.5	-0.5	-5.672425342	5.53E-37	1.15E-33	290	1	1	1	0.666666667	2	0	0
ENSG00000229686	chr20	2635770	2637769	SNORD56	26793	0	0.5	-0.5	-0.5	-5.672425342	5.53E-37	1.15E-33	290	1	1	1	0.666666667	2	0	0
ENSG00000226572	chr20	2636085	2638084	SNORD57	26792	0	0.5	-0.5	-0.5	-5.672425342	5.53E-37	1.15E-33	290	1	1	1	0.666666667	2	0	0
ENSG00000166664	chr15	30685553	30687552	CHRFAM7A	89832;101929970;101930361	0	0.5	-0.5	-0.5	-5.672425342	7.52E-33	4.85E-30	290	1	0	2	1.333333333	0.666666667	0	0
ENSG00000237418	chr3	196024587	196026586	NA	NA	0.5	1	-0.5	-0.5	-0.985786141	3.13E-32	1.66E-29	1521	1	2	0	0.666666667	1.666666667	0	0
ENSG00000238464	chr6	74103237	74105236	NA	NA	0.5	1	-0.5	-0.5	-0.985786141	3.13E-32	1.66E-29	1521	1	2	0	1.333333333	1.666666667	0	0
ENSG00000271631	chr9	115645938	115647937	NA	NA	0.5	1	-0.5	-0.5	-0.985786141	3.13E-32	1.66E-29	1521	1	2	0	0.666666667	1.666666667	0	0
ENSG00000256400	chr12	11249374	11251373	NA	NA	0.5	1	-0.5	-0.5	-0.985786141	3.13E-32	1.66E-29	1521	1	2	0	0.666666667	2.333333333	0	0
ENSG00000160226	chr21	45758786	45760785	C21orf2	755	0.5	1	-0.5	-0.5	-0.985786141	3.13E-32	1.66E-29	1521	2	2.5	1	0.333333333	0.833333333	0	0
ENSG00000111674	chr12	7021409	7023408	ENO2	2026	0.5	1	-0.5	-0.5	-3.329105741	1.14E-27	4.35E-25	377	2	1	0	1.166666667	2.333333333	0	0
ENSG00000230813	chr1	246688832	246690831	NA	NA	0	0.5	-0.5	-0.5	-5.672425342	2.53E-19	7.13E-17	290	1	1	2	1	0.666666667	0	0
ENSG00000261815	chr16	49202963	49204962	NA	NA	0	0.5	-0.5	-0.5	-5.672425342	2.53E-19	7.13E-17	290	1	2	1	0.666666667	1.333333333	0	0
ENSG00000128271	chr22	24812347	24814346	ADORA2A	135	0	0.5	-0.5	-0.5	-5.672425342	2.53E-19	7.13E-17	290	1	2	1	1	2	0	0
ENSG00000108064	chr10	60143282	60145281	TFAM	7019	0.5	1	-0.5	-0.5	-3.329105741	8.77E-19	2.14E-16	377	2	2	0.5	0.333333333	1.333333333	0	0
ENSG00000243790	chr15	72902661	72904660	RN7SL485P	NA	0.5	1	-0.5	-0.5	-3.329105741	1.01E-18	2.42E-16	377	2	2	0	0.333333333	1.666666667	0	0
ENSG00000242580	chr2	90247239	90249238	IGKV1D-43	NA	0.5	1	-0.5	-0.5	-0.985786141	2.01E-17	2.85E-15	1521	2	2.5	1.5	0.333333333	0.5	0	0
ENSG00000064012	chr2	202096666	202098665	CASP8	841	0.5	1	-0.5	-0.5	-0.985786141	2.01E-17	2.85E-15	1521	1	2	1	0.666666667	0.666666667	0	0
ENSG00000187546	chr7	15601141	15603140	AGMO	392636	0.5	1	-0.5	-0.5	-0.985786141	2.01E-17	2.85E-15	1521	1	2	1	0.666666667	1	0	0
ENSG00000122367	chr10	88426706	88428705	LDB3	11155	0.5	1	-0.5	-0.5	-0.985786141	2.01E-17	2.85E-15	1521	1	2	1	0.666666667	1	0	0
ENSG00000167232	chr19	23577863	23579862	ZNF91	7644	0.5	1	-0.5	-0.5	-3.329105741	1.84E-11	1.88E-09	377	2	1	1	1	0.833333333	0	0
ENSG00000258136	chr12	108128832	108130831	NA	101929162	0	0.5	-0.5	-0.5	-3.329105741	3.33E-11	3.31E-09	377	2	0.5	1	2.833333333	2	0	0.5
ENSG00000211921	chr14	106368030	106370029	IGHD5-12	NA	0.444444444	0.944444444	-0.5	-0.5	-3.329105741	3.33E-11	3.31E-09	377	2	0.5	1	1.833333333	1.666666667	0	0
ENSG00000206814	chr5	17117296	17119295	NA	NA	0.5	1	-0.5	-0.5	-3.329105741	2.15E-10	2.02E-08	377	2	1.5	0.5	1.166666667	1.666666667	0	0
ENSG00000104517	chr8	103424570	103426569	UBR5	51366	0.5	1	-0.5	-0.5	-3.329105741	2.15E-10	2.02E-08	377	2	1.5	0.5	0.666666667	1.5	0	0
ENSG00000119314	chr9	115095448	115097447	PTBP3	9991	0.5	1	-0.5	-0.5	-3.329105741	2.78E-10	2.52E-08	377	2	2	1	0.5	0.833333333	0	0
ENSG00000152953	chr4	5051669	5053668	STK32B	55351	0	0.5	-0.5	-0.5	-3.329105741	3.90E-10	3.13E-08	377	2	1	0.5	2.333333333	2	0.5	0.5
ENSG00000271664	chr7	148974584	148976583	NA	NA	0.5	1	-0.5	-0.5	-3.329105741	3.90E-10	3.13E-08	377	2	1.5	1	1.333333333	1.5	0	0
ENSG00000261437	chr8	95651196	95653195	NA	100288748	0.5	1	-0.5	-0.5	-3.329105741	3.90E-10	3.13E-08	377	2	1	0.5	0.833333333	2	0	0
ENSG00000104413	chr8	95651802	95653801	ESRP1	54845	0.5	1	-0.5	-0.5	-3.329105741	3.90E-10	3.13E-08	377	2	1	0.5	0.833333333	2	0	0
ENSG00000254585	chr15	23890676	23892675	MAGEL2	54551	0.5	1	-0.5	-0.5	-3.329105741	3.90E-10	3.13E-08	377	2	1.5	1	0.666666667	0.833333333	0	0
ENSG00000101898	chr20	30133807	30135806	NA	100101490	0.5	1	-0.5	-0.5	-3.329105741	3.90E-10	3.13E-08	377	2	2	1.5	0.333333333	0.666666667	0	0
ENSG00000233538	chr2	232315406	232317405	NA	NA	0	0.511111111	-0.511111111	-0.511111111	-5.703519111	0.000893532	0.041723324	580	1	1	0	1	3.666666667	0	1
ENSG00000255081	chr11	75623745	75625744	NA	NA	0.472222222	1	-0.527777778	-0.527777778	-3.369916823	7.03E-19	1.79E-16	374	2	1	0	2.333333333	2	1	0
ENSG00000238909	chr12	103631754	103633753	NA	NA	0.472222222	1	-0.527777778	-0.527777778	-3.369916823	2.23E-10	2.07E-08	374	2	1	0.5	1.666666667	1.5	0.5	0
ENSG00000247626	chr2	198568587	198570586	MARS2	92935	0.462962963	1	-0.305555556	-0.537037037	-0.576963366	8.32E-28	3.27E-25	2717	3	0.666666667	1.333333333	1.888888889	1	0.333333333	0
ENSG00000233956	chr21	34890916	34892915	BTF3P6	NA	0.325	0.875	-0.55	-0.55	-1.424073637	2.85E-10	2.55E-08	1043	2	1.5	1	1.666666667	1	0.5	0
ENSG00000174788	chr19	7698135	7700134	PCP2	126006	0.45	1	-0.55	-0.55	-1.134649527	3.76E-06	0.000225516	1252	1	1	0	2.333333333	1	1	0
ENSG00000065559	chr17	11922641	11924640	MAP2K4	6416	0.166666667	0.75	-0.583333333	-0.583333333	-3.614549399	2.76E-11	2.78E-09	342	2	1	1.5	1	0.666666667	0	0
ENSG00000109047	chr17	9808439	9810438	RCVRN	5957	0.125	0.75	-0.625	-0.625	-3.815098553	1.51E-18	3.37E-16	330	2	1.5	0.5	1	1.666666667	0	0
ENSG00000178412	chr18	77439246	77441245	NA	284241	0.166666667	0.819444444	-0.652777778	-0.652777777	-3.788286507	7.25E-11	7.03E-09	331	2	1.5	0.5	1.166666667	1.833333333	0	0
ENSG00000060069	chr18	77438301	77440300	CTDP1	9150	0.166666667	0.819444444	-0.652777778	-0.652777777	-3.788286507	7.25E-11	7.03E-09	331	2	1.5	0.5	1.166666667	1.833333333	0	0
ENSG00000119514	chr9	101568481	101570480	GALNT12	79695	0.166666667	1	-0.833333333	-0.833333333	-4.10744247	4.42E-37	1.15E-33	319	2	0.5	0	1.5	2.666666667	0	0
ENSG00000207738	chr19	54209207	54211206	MIR520C	574476	0	1	-1	-1	-6.658211483	2.03E-48	9.15E-45	5	1	1	0	1.666666667	2.333333333	0	0
ENSG00000207553	chr19	54210489	54212488	MIR518C	574477	0	1	-1	-1	-6.658211483	2.03E-48	9.15E-45	5	1	1	0	1.666666667	2.333333333	0	0
ENSG00000121089	chr4	165862942	165864941	NACA3P	NA	0	1	-1	-1	-6.658211483	1.34E-33	2.14E-30	16	1	1	1	1	1.333333333	0	0
ENSG00000258619	chr14	32711800	32713799	NA	NA	0	1	-1	-1	-6.658211483	1.34E-33	2.14E-30	16	1	1	1	1	1.666666667	0	0
ENSG00000250947	chr5	135637945	135639944	TRPC7-AS2	NA	0	1	-1	-1	-6.658211483	1.81E-33	2.45E-30	18	1	0	2	2.666666667	0.333333333	0	0
ENSG00000189320	chr7	135433095	135435094	FAM180A	389558	0	1	-1	-1	-6.658211483	1.81E-33	2.45E-30	18	1	0	2	1	0.333333333	0	0
ENSG00000236130	chr9	100571791	100573790	NA	101928337	0	1	-1	-1	-6.658211483	1.81E-33	2.45E-30	18	1	0	2	1.333333333	1.333333333	0	0
ENSG00000230044	chr2	11805596	11807595	NA	NA	0	1	-1	-1	-6.658211483	7.52E-33	4.85E-30	27	1	2	0	0.333333333	1.333333333	0	0
ENSG00000149131	chr11	57363360	57365359	SERPING1	710	0	1	-1	-1	-6.658211483	7.52E-33	4.85E-30	27	1	2	0	0.333333333	4.333333333	0	1
ENSG00000174684	chr11	66114664	66116663	B3GNT1	11041	0	1	-1	-1	-6.658211483	7.52E-33	4.85E-30	27	1	2	0	0.333333333	1	0	0
ENSG00000214851	chr12	9217167	9219166	LINC00612	253128	0	1	-1	-1	-6.658211483	7.52E-33	4.85E-30	27	1	2	0	0.333333333	2.333333333	0	0
ENSG00000257991	chr12	72228677	72230676	NA	NA	0	1	-1	-1	-6.658211483	7.52E-33	4.85E-30	27	1	2	0	0.333333333	2	0	0
ENSG00000271707	chr2	60962351	60964350	ATP1B3P1	NA	0	1	-1	-1	-6.658211483	1.21E-19	3.71E-17	78	1	1	2	0.666666667	0.333333333	0	0
ENSG00000272010	chr8	66504208	66506207	NA	NA	0	1	-1	-1	-6.658211483	1.21E-19	3.71E-17	78	1	1	2	1	0.333333333	0	0
ENSG00000200714	chr8	66503466	66505465	NA	NA	0	1	-1	-1	-6.658211483	1.21E-19	3.71E-17	78	1	1	2	1	0.333333333	0	0
ENSG00000211933	chr14	106405609	106407608	IGHV6-1	NA	0	1	-1	-1	-6.658211483	1.21E-19	3.71E-17	78	1	1	2	0.666666667	0.333333333	0	0
ENSG00000259310	chr15	83085881	83087880	NA	NA	0	1	-1	-1	-6.658211483	1.21E-19	3.71E-17	78	1	1	2	1	0.666666667	0	0
ENSG00000200231	chr20	24216391	24218390	RNU1-23P	NA	0	1	-1	-1	-6.658211483	1.21E-19	3.71E-17	78	1	1	2	0.666666667	0.333333333	0	0
ENSG00000183733	chr2	71017276	71019275	FIGLA	344018	0	1	-1	-1	-6.658211483	9.65E-18	1.50E-15	149	2	2.5	1.5	0.166666667	0.5	0	0
ENSG00000239545	chr4	56081580	56083579	RN7SL822P	NA	0	1	-1	-1	-6.658211483	9.65E-18	1.50E-15	149	1	2	1	0.333333333	2	0	0
ENSG00000109436	chr4	141676775	141678774	TBC1D9	23158	0	1	-1	-1	-6.658211483	9.65E-18	1.50E-15	149	1	2	1	0.333333333	1	0	0
ENSG00000273472	chr4	141676182	141678181	NA	NA	0	1	-1	-1	-6.658211483	9.65E-18	1.50E-15	149	1	2	1	0.333333333	1	0	0
ENSG00000244219	chr7	99194189	99196188	NA	NA	0	1	-1	-1	-6.658211483	9.65E-18	1.50E-15	149	1	2	1	0.333333333	0.666666667	0	0
ENSG00000237913	chr10	16113309	16115308	FTLP19	NA	0	1	-1	-1	-6.658211483	9.65E-18	1.50E-15	149	1	2	1	0.333333333	1	0	0
ENSG00000177875	chr12	48575866	48577865	C12orf68	387856	0	1	-1	-1	-6.658211483	9.65E-18	1.50E-15	149	1	2	1	0.333333333	0.666666667	0	0
ENSG00000139233	chr12	66524049	66526048	LLPH	84298	0	1	-1	-1	-6.658211483	9.65E-18	1.50E-15	149	1	2	1	0.333333333	0.666666667	0	0
ENSG00000179449	chr15	23890480	23892479	NA	NA	0	1	-1	-1	-6.658211483	9.65E-18	1.50E-15	149	1	2	1	0.333333333	1	0	0
ENSG00000266079	chr17	19459024	19461023	SNORA59B	677882;677885	0	1	-1	-1	-6.658211483	9.65E-18	1.50E-15	149	1	2	1	0.333333333	1	0	0
ENSG00000266925	chr17	20411745	20413744	NA	NA	0	1	-1	-1	-6.658211483	9.65E-18	1.50E-15	149	1	2	1	0.333333333	0.666666667	0	0
ENSG00000252799	chr22	21877624	21879623	NA	NA	0	1	-1	-1	-6.658211483	9.65E-18	1.50E-15	149	1	2	1	0.333333333	1	0	0
