id	Chromosome	Start	End	symbol	entrezID	mean.mean.CMP	mean.mean.MLP	mean.mean.diff	difference	mean.mean.quot.log2	comb.p.val	comb.p.adj.fdr	combinedRank	num.sites	mean.num.na.CMP	mean.num.na.MLP	mean.mean.covg.CMP	mean.mean.covg.MLP	mean.nsamples.covg.thres5.CMP	mean.nsamples.covg.thres5.MLP
ENSG00000237242	chr10	111292913	111294912	BTF3P15	NA	1	0	1	1	6.658211483	9.65E-18	1.50E-15	149	1	1	2	0.666666667	0.333333333	0	0
ENSG00000166796	chr11	18432354	18434353	LDHC	3948	1	0	1	1	6.658211483	9.65E-18	1.50E-15	149	1	1	2	0.666666667	0.333333333	0	0
ENSG00000238540	chr14	36872919	36874918	RNU7-93P	NA	1	0	1	1	6.658211483	9.65E-18	1.50E-15	149	1	1	2	1.666666667	0.333333333	0	0
ENSG00000263412	chr17	46124936	46126935	NA	NA	1	0	1	1	6.658211483	9.65E-18	1.50E-15	149	1	1	2	1	0.333333333	0	0
ENSG00000267748	chr19	38778291	38780290	NA	NA	1	0	1	1	6.658211483	9.65E-18	1.50E-15	149	1	1	2	1	0.333333333	0	0
ENSG00000158470	chr20	48329916	48331915	B4GALT5	9334	1	0.25	0.75	0.75	3.821998812	1.37E-10	1.32E-08	325	2	0.5	1	1.666666667	1	0	0
ENSG00000249359	chr5	21340985	21342984	NA	NA	0.611111111	0	0.466666667	0.611111111	3.683592198	2.23E-06	0.000136791	677	14	1.714285714	2.214285714	0.452380952	0.404761905	0	0
ENSG00000183666	chr5	21340442	21342441	GUSBP1	375513;728411	0.611111111	0	0.466666667	0.611111111	3.683592198	2.23E-06	0.000136791	677	14	1.714285714	2.214285714	0.452380952	0.404761905	0	0
ENSG00000256579	chr16	34230606	34232605	NA	NA	1	0.416666667	0.583333333	0.583333333	3.459195946	2.38E-10	2.19E-08	367	2	1	1.5	1	1	0	0
ENSG00000130997	chr4	2243349	2245348	POLN	353497	0.5625	0	0.5625	0.5625	5.206549492	2.03E-11	2.05E-09	267	2	1.5	1	1.166666667	1.333333333	0	0
ENSG00000214367	chr4	2243392	2245391	HAUS3	79441	0.5625	0	0.5625	0.5625	5.206549492	2.03E-11	2.05E-09	267	2	1.5	1	1.166666667	1.333333333	0	0
ENSG00000111335	chr12	113414700	113416699	OAS2	4939	1	0.5	0.5	0.5	0.985786141	9.08E-48	3.51E-44	1394	1	0	1	3	1.333333333	0	0
ENSG00000213604	chr11	55972602	55974601	NA	NA	1	0.5	0.5	0.5	0.985786141	2.74E-33	3.23E-30	1394	1	1	1	0.666666667	1.333333333	0	0
ENSG00000264193	chr18	23532933	23534932	NA	NA	1	0.5	0.5	0.5	0.985786141	2.74E-33	3.23E-30	1394	1	1	1	1.333333333	1.333333333	0	0
ENSG00000212590	chr7	152304898	152306897	NA	NA	1	0.5	1	0.5	6.658211483	7.52E-33	4.85E-30	27	2	1.5	2	1.166666667	0.666666667	0	0
ENSG00000125968	chr20	30191586	30193585	ID1	3397	1	0.5	1	0.5	6.658211483	7.52E-33	4.85E-30	27	2	1.5	2	1	0.333333333	0	0
ENSG00000064300	chr17	47571155	47573154	NGFR	4804	1	0.5	0.5	0.5	0.985786141	3.13E-32	1.66E-29	1394	1	0	2	2.333333333	0.666666667	0	0
ENSG00000230052	chr7	63565874	63567873	MTND3P2	NA	1	0.5	0.5	0.5	3.329105741	5.74E-19	1.53E-16	377	2	0.5	1	1	0.666666667	0	0
ENSG00000268626	chr17	72347772	72349771	NA	NA	1	0.5	0.5	0.5	3.329105741	6.79E-19	1.77E-16	377	2	0.5	1	1.166666667	1.166666667	0	0
ENSG00000206654	chr1	39586216	39588215	RNU6-608P	NA	1	0.5	0.5	0.5	3.329105741	1.23E-18	2.87E-16	377	2	0	1	3.333333333	2	0.5	0.5
ENSG00000196593	chr13	24520422	24522421	ANKRD20A19P	NA	1	0.5	0.5	0.5	0.985786141	1.67E-18	3.58E-16	1394	2	0.5	1.5	1.666666667	0.666666667	0.5	0
ENSG00000213605	chr2	87112355	87114354	NA	NA	1	0.5	1	0.5	6.658211483	9.65E-18	1.50E-15	149	2	2	1.5	0.333333333	0.833333333	0	0
ENSG00000240128	chr3	169621549	169623548	KRT18P43	NA	1	0.5	0.5	0.5	0.985786141	2.01E-17	2.85E-15	1394	1	1	2	0.666666667	0.666666667	0	0
ENSG00000236357	chr3	175786197	175788196	EI24P1	NA	1	0.5	0.5	0.5	0.985786141	2.01E-17	2.85E-15	1394	1	1	2	0.666666667	0.666666667	0	0
ENSG00000271413	chr3	175785395	175787394	NA	NA	1	0.5	0.5	0.5	0.985786141	2.01E-17	2.85E-15	1394	1	1	2	0.666666667	0.666666667	0	0
ENSG00000105849	chr7	19748211	19750210	TWISTNB	221830	1	0.5	0.5	0.5	0.985786141	2.01E-17	2.85E-15	1394	1	1	2	0.666666667	0.666666667	0	0
ENSG00000134283	chr12	42630749	42632748	PPHLN1	51535	1	0.5	0.5	0.5	0.985786141	2.01E-17	2.85E-15	1394	1	1	2	1	0.666666667	0	0
ENSG00000258358	chr12	84843158	84845157	NA	NA	1	0.5	0.5	0.5	0.985786141	2.01E-17	2.85E-15	1394	1	1	2	1.333333333	0.666666667	0	0
ENSG00000102755	chr13	29068766	29070765	FLT1	2321	1	0.5	0.5	0.5	0.985786141	2.01E-17	2.85E-15	1394	1	1	2	1	0.666666667	0	0
ENSG00000159082	chr21	34099860	34101859	SYNJ1	8867	1	0.5	0.5	0.5	0.985786141	2.01E-17	2.85E-15	1394	1	1	2	1	0.666666667	0	0
ENSG00000238197	chr21	34098926	34100925	PAXBP1-AS1	100506215	1	0.5	0.5	0.5	0.985786141	2.01E-17	2.85E-15	1394	1	1	2	1	0.666666667	0	0
ENSG00000158201	chr18	19284267	19286266	ABHD3	171586	1	0.5	0.5	0.5	3.329105741	3.33E-11	3.31E-09	377	3	2	2	0.444444444	0.666666667	0	0
ENSG00000188112	chr6	42109858	42111857	C6orf132	647024	1	0.5	0.5	0.5	3.329105741	2.15E-10	2.02E-08	377	2	0.5	1.5	1.666666667	1	0	0
ENSG00000106077	chr7	73152698	73154697	ABHD11	83451	1	0.5	0.5	0.5	3.329105741	2.15E-10	2.02E-08	377	3	1.333333333	1.666666667	0.555555556	0.444444444	0	0
ENSG00000237356	chr14	53634272	53636271	NA	NA	1	0.5	0.5	0.5	3.329105741	2.15E-10	2.02E-08	377	2	0.5	1.5	1.833333333	0.5	0	0
ENSG00000237742	chr6	126069837	126071836	NA	NA	1	0.5	0.5	0.5	3.329105741	2.78E-10	2.52E-08	377	2	1.5	1.5	0.833333333	0.666666667	0	0
ENSG00000164002	chr1	40972913	40974912	EXO5	64789	1	0.5	0.5	0.5	3.329105741	3.20E-10	2.81E-08	377	2	0.5	2	0.833333333	0.333333333	0	0
ENSG00000187870	chr17	20657315	20659314	RNFT1P3	NA	1	0.5	0.5	0.5	3.329105741	3.20E-10	2.81E-08	377	2	1.5	1	0.833333333	0.666666667	0	0
ENSG00000082641	chr17	46124191	46126190	NFE2L1	4779	1	0.5	0.5	0.5	3.329105741	3.90E-10	3.13E-08	377	2	1	1.5	1.166666667	0.5	0	0
ENSG00000267470	chr19	38038316	38040315	ZNF571-AS1	100507433	1	0.5	0.5	0.5	3.329105741	3.90E-10	3.13E-08	377	2	0.5	1	2	1.833333333	0.5	0
ENSG00000113742	chr5	173313783	173315782	CPEB4	80315	0.977777778	0.5	0.477777778	0.477777778	2.515160628	2.07E-13	2.45E-11	673	3	1	0.666666667	1.444444444	1.111111111	0.333333333	0
ENSG00000111077	chr12	53439253	53441252	TENC1	23371	0.777777778	0.317777778	0.46	0.46	2.761647819	7.56E-09	5.47E-07	687	5	0.8	0.8	1.733333333	1.466666667	0.2	0.2
ENSG00000090621	chr1	40041963	40043962	PABPC4	8761;100996696	0.833333333	0.388888889	0.444444444	0.444444444	2.778482179	2.57E-08	1.77E-06	717	3	0.666666667	0.333333333	1.333333333	2.111111111	0	0.333333333
ENSG00000214650	chr12	124996268	124998267	NA	NA	0.916666667	0.476190476	0.44047619	0.440476191	3.233853187	3.70E-10	3.08E-08	731	2	0.5	1	2	3	0.5	1
ENSG00000079332	chr10	71929780	71931779	SAR1A	56681	0.875	0.444444444	0.430555556	0.430555556	2.411550412	3.13E-13	3.50E-11	739	3	0.333333333	1.666666667	2.888888889	0.888888889	0.666666667	0
ENSG00000198010	chr8	1448032	1450031	DLGAP2	9228	0.916666667	0.5	0.416666667	0.416666667	3.199015537	2.23E-10	2.07E-08	754	2	0.5	1	2	2.333333333	0.5	1
ENSG00000214100	chr2	130691391	130693390	NA	389033	0.5	0.083333333	0.416666667	0.416666667	2.053721235	1.53E-06	9.46E-05	754	5	1.4	1.2	0.6	0.6	0	0
