id	Chromosome	Start	End	strand
102	chr6	3237600	3238400	0
103	chr17	36188200	36188600	0
104	chr12	11878400	11884000	0
105	chr20	47795600	47795800	0
106	chr9	5440600	5440800	0
107	chr9	36458400	36459200	0
108	chr10	116126800	116127400	0
109	chr10	12542200	12543200	0
110	chr1	205249800	205250000	0
111	chr2	20386000	20387200	0
112	chr10	4074600	4075200	0
113	chr10	71495200	71495400	0
114	chr16	2559600	2560600	0
115	chr17	6451400	6452000	0
116	chr17	5124200	5125000	0
117	chr2	144234400	144234600	0
118	chr6	138913000	138913400	0
119	chr6	149689800	149690600	0
120	chr9	6929600	6929800	0
121	chr17	40489200	40490000	0
122	chr2	86456000	86457200	0
123	chr2	99492200	99492600	0
124	chr4	69522600	69523400	0
125	chr5	137372200	137373000	0
126	chr6	79959800	79960600	0
127	chr11	44580600	44581800	0
128	chr12	111350800	111352000	0
129	chr15	85895800	85897000	0
130	chr17	2164400	2165200	0
131	chr17	30902600	30903600	0
132	chr11	65879400	65880400	0
133	chr18	9757800	9759200	1
134	chr11	61542000	61542600	1
135	chr11	66326400	66327400	1
136	chr19	3319600	3320200	1
137	chr11	114127600	114130600	1
138	chr1	46612800	46613600	1
139	chr7	2801800	2803200	1
140	chr21	40209800	40210200	1
141	chr5	148798800	148800600	1
142	chr5	141389800	141390400	1
143	chr3	52253200	52254400	1
144	chr7	148397400	148399200	1
145	chr21	44350000	44350600	1
146	chr14	103052400	103053000	1
147	chr17	57623800	57624400	1
148	chr2	234057000	234057400	1
149	chr7	8175600	8176000	1
150	chr20	61370400	61371200	1
151	chr1	39272800	39273800	1
152	chr16	85436200	85437200	1
153	chr5	10735800	10736800	1
154	chr16	67538800	67539200	1
155	chr12	107094200	107094600	1
156	chr20	44542600	44543800	1
157	chr1	161398800	161399600	1
158	chr2	71224000	71224400	1
159	chr3	50379600	50380400	1
160	chr11	119535800	119536000	1
161	chr15	42915000	42915400	1
162	chr16	67185200	67185600	1
163	chr4	140093400	140093800	1
164	chr4	159488200	159488400	1
165	chr5	173323400	173324000	1
166	chr10	79662000	79663200	1
167	chr19	15523400	15523600	1
168	chr19	50141000	50141400	1
169	chr19	50970000	50971200	1
170	chr5	140305800	140306400	1
171	chr8	100125000	100126000	1
172	chr16	85246000	85246600	1
173	chr17	35847400	35848000	1
174	chr20	48797600	48797800	1
175	chr1	2221800	2222800	1
176	chr1	8137200	8138400	1
177	chr2	43742600	43744800	1
178	chr3	124372600	124373400	1
179	chr4	142203800	142204400	1
180	chr4	187754200	187754800	1
181	chr5	7991600	7992000	1
182	chr7	110712600	110713000	1
183	chr9	259800	260400	1
184	chr9	130784000	130784400	1
185	chr9	132958400	132959400	1
186	chr10	104199600	104200400	1
187	chr15	65010400	65011000	1
188	chr17	38258600	38259000	1
189	chr20	34690000	34691400	1
190	chr22	37947000	37948400	1
191	chr22	39890800	39891200	1
192	chr7	5530800	5531200	1
193	chr3	128264800	128265400	1
194	chr1	6260200	6261000	1
195	chr14	65294000	65300400	1
196	chr6	7002800	7003800	1
197	chr22	50330600	50333000	1
198	chr16	808000	808400	1
199	chr9	6929200	6930400	1
200	chr19	568200	568400	1
201	chr2	74715800	74716200	1
202	chr15	62344600	62344800	1
203	chr17	42189000	42189200	1
204	chr9	5850000	5850400	1
205	chr1	156339000	156339400	1
206	chr22	26955000	26955400	1
207	chr8	43401200	43401600	1
208	chr6	36792800	36795200	1
209	chr17	28249800	28250200	1
210	chr10	71067200	71067800	1
211	chr16	3018000	3018200	1
212	chr2	232478800	232479200	1
213	chr19	2621800	2622000	1
214	chr19	39132000	39133600	1
215	chr20	57213000	57213200	1
216	chr9	5499600	5499800	1
217	chr16	5257000	5257400	1
218	chr17	36187800	36188600	1
219	chr3	127426200	127427000	1
220	chr2	24016800	24017400	1
221	chr9	6683600	6683800	1
222	chr16	2559800	2560800	1
223	chr6	27563600	27563800	1
224	chr4	156297600	156298000	1
225	chr1	156861600	156861800	1
226	chr4	49518400	49519200	1
227	chr5	163774800	163775200	1
228	chr18	12653000	12653400	1
229	chr11	191400	191800	1
230	chr10	133746800	133747400	1
231	chr18	3648800	3649000	1
232	chr9	5819200	5819600	1
233	chr14	63936200	63936400	1
234	chr4	4005800	4006800	1
235	chr19	53253000	53253600	1
236	chr22	30634600	30635000	1
237	chr7	128114800	128115000	1
238	chr2	20386400	20387400	1
239	chr3	50219000	50221800	1
240	chr5	148747600	148748200	1
241	chr6	25486200	25486600	1
242	chr6	42151600	42152000	1
243	chr19	11300400	11300800	1
244	chr19	12682000	12682400	1
245	chr19	13084000	13085000	1
246	chr6	3237600	3238000	1
247	chr6	27555800	27556200	1
248	chr6	29723000	29723200	1
249	chr7	66313800	66314200	1
250	chr10	71495200	71495600	1
251	chr11	114081600	114084600	1
252	chr12	94678400	94678600	1
253	chr15	64988600	64989400	1
254	chr7	6293400	6294600	1
255	chr1	26333000	26333600	1
256	chr1	236583800	236584200	1
257	chr2	122459800	122460200	1
258	chr4	95818200	95818600	1
259	chr5	173281800	173282400	1
260	chr6	136931800	136932200	1
261	chr12	57782200	57782600	1
262	chr1	27333200	27335200	1
263	chr1	110460000	110461800	1
264	chr1	231120400	231122000	1
265	chr1	242109200	242109600	1
266	chr2	113627600	113629400	1
267	chr2	190407000	190407200	1
268	chr3	128151200	128151600	1
269	chr3	193641000	193641600	1
270	chr6	40681000	40681200	1
271	chr7	44179200	44179400	1
272	chr7	157216200	157216400	1
273	chr9	116692400	116693800	1
274	chr12	10047800	10048600	1
275	chr19	45649000	45650000	1
276	chr20	2645800	2646000	1
277	chr18	9757800	9759200	0
278	chr11	61542000	61542600	0
279	chr11	66326400	66327400	0
280	chr19	3319600	3320200	0
281	chr11	114127600	114130600	0
282	chr1	46612800	46613600	0
283	chr7	2801800	2803200	0
284	chr21	40209800	40210200	0
285	chr5	148798800	148800600	0
286	chr5	141389800	141390400	0
287	chr3	52253200	52254400	0
288	chr7	148397400	148399200	0
289	chr21	44350000	44350600	0
290	chr14	103052400	103053000	0
291	chr17	57623800	57624400	0
292	chr2	234057000	234057400	0
293	chr7	8175600	8176000	0
294	chr20	61370400	61371200	0
295	chr1	39272800	39273800	0
296	chr16	85436200	85437200	0
297	chr5	10735800	10736800	0
298	chr16	67538800	67539200	0
299	chr12	107094200	107094600	0
300	chr20	44542600	44543800	0
301	chr1	161398800	161399600	0
302	chr2	71224000	71224400	0
303	chr3	50379600	50380400	0
304	chr11	119535800	119536000	0
305	chr15	42915000	42915400	0
306	chr16	67185200	67185600	0
307	chr4	140093400	140093800	0
308	chr4	159488200	159488400	0
309	chr5	173323400	173324000	0
310	chr10	79662000	79663200	0
311	chr19	15523400	15523600	0
312	chr19	50141000	50141400	0
313	chr19	50970000	50971200	0
314	chr5	140305800	140306400	0
315	chr8	100125000	100126000	0
316	chr16	85246000	85246600	0
317	chr17	35847400	35848000	0
318	chr20	48797600	48797800	0
319	chr1	2221800	2222800	0
320	chr1	8137200	8138400	0
321	chr2	43742600	43744800	0
322	chr3	124372600	124373400	0
323	chr4	142203800	142204400	0
324	chr4	187754200	187754800	0
325	chr5	7991600	7992000	0
326	chr7	110712600	110713000	0
327	chr9	259800	260400	0
328	chr9	130784000	130784400	0
329	chr9	132958400	132959400	0
330	chr10	104199600	104200400	0
331	chr15	65010400	65011000	0
332	chr17	38258600	38259000	0
333	chr20	34690000	34691400	0
334	chr22	37947000	37948400	0
335	chr22	39890800	39891200	0
336	chr7	5530800	5531200	0
337	chr3	128264800	128265400	0
338	chr1	6260200	6261000	0
339	chr14	65294000	65300400	0
340	chr6	7002800	7003800	0
341	chr22	50330600	50333000	0
342	chr16	808000	808400	0
343	chr9	6929200	6930400	0
344	chr19	568200	568400	0
345	chr2	74715800	74716200	0
346	chr15	62344600	62344800	0
347	chr17	42189000	42189200	0
348	chr9	5850000	5850400	0
349	chr1	156339000	156339400	0
350	chr22	26955000	26955400	0
351	chr8	43401200	43401600	0
352	chr6	36792800	36795200	0
353	chr17	28249800	28250200	0
354	chr10	71067200	71067800	0
355	chr16	3018000	3018200	0
356	chr2	232478800	232479200	0
357	chr19	2621800	2622000	0
358	chr19	39132000	39133600	0
359	chr20	57213000	57213200	0
360	chr9	5499600	5499800	0
361	chr16	5257000	5257400	0
362	chr17	36187800	36188600	0
363	chr3	127426200	127427000	0
364	chr2	24016800	24017400	0
365	chr9	6683600	6683800	0
366	chr16	2559800	2560800	0
367	chr6	27563600	27563800	0
368	chr4	156297600	156298000	0
369	chr1	156861600	156861800	0
370	chr4	49518400	49519200	0
371	chr5	163774800	163775200	0
372	chr18	12653000	12653400	0
373	chr11	191400	191800	0
374	chr10	133746800	133747400	0
375	chr18	3648800	3649000	0
376	chr9	5819200	5819600	0
377	chr14	63936200	63936400	0
378	chr4	4005800	4006800	0
379	chr19	53253000	53253600	0
380	chr22	30634600	30635000	0
381	chr7	128114800	128115000	0
382	chr2	20386400	20387400	0
383	chr3	50219000	50221800	0
384	chr5	148747600	148748200	0
385	chr6	25486200	25486600	0
386	chr6	42151600	42152000	0
387	chr19	11300400	11300800	0
388	chr19	12682000	12682400	0
389	chr19	13084000	13085000	0
390	chr6	3237600	3238000	0
391	chr6	27555800	27556200	0
392	chr6	29723000	29723200	0
393	chr7	66313800	66314200	0
394	chr10	71495200	71495600	0
395	chr11	114081600	114084600	0
396	chr12	94678400	94678600	0
397	chr15	64988600	64989400	0
398	chr7	6293400	6294600	0
399	chr1	26333000	26333600	0
400	chr1	236583800	236584200	0
401	chr2	122459800	122460200	0
402	chr4	95818200	95818600	0
403	chr5	173281800	173282400	0
404	chr6	136931800	136932200	0
405	chr12	57782200	57782600	0
406	chr1	27333200	27335200	0
407	chr1	110460000	110461800	0
408	chr1	231120400	231122000	0
409	chr1	242109200	242109600	0
410	chr2	113627600	113629400	0
411	chr2	190407000	190407200	0
412	chr3	128151200	128151600	0
413	chr3	193641000	193641600	0
414	chr6	40681000	40681200	0
415	chr7	44179200	44179400	0
416	chr7	157216200	157216400	0
417	chr9	116692400	116693800	0
418	chr12	10047800	10048600	0
419	chr19	45649000	45650000	0
420	chr20	2645800	2646000	0
