id	Chromosome	Start	End	strand
370	chr1	203443456	203445455	1
371	chr1	234162474	234164473	1
372	chr6	29862931	29864930	0
373	chr12	49370898	49372897	0
374	chr20	57327907	57329906	0
375	chr16	1050427	1052426	0
376	chr15	42118783	42120782	0
377	chr15	42118783	42120782	0
378	chr15	42118793	42120792	0
379	chr19	10395285	10397284	0
380	chr2	386912	388911	0
381	chr1	44411724	44413723	0
382	chr9	13022392	13024391	0
383	chr8	25902414	25904413	0
384	chr5	177365123	177367122	0
385	chr14	74296339	74298338	0
386	chr4	48490769	48492768	0
387	chr4	83194724	83196723	0
388	chr3	133969190	133971189	0
389	chr9	129621444	129623443	0
390	chr6	58398913	58400912	0
391	chr3	195716690	195718689	0
392	chr7	63559183	63561182	0
393	chr16	3066946	3068945	0
394	chr3	194303240	194305239	0
395	chr2	222435726	222437725	0
396	chr2	219574068	219576067	0
397	chr4	567702	569701	0
398	chr2	130735735	130737734	0
399	chr1	247373659	247375658	0
400	chr20	61272297	61274296	0
401	chr9	116916340	116918339	0
402	chr9	132369663	132371662	0
403	chr9	98636483	98638482	0
404	chr9	128508124	128510123	0
405	chr8	37918899	37920898	0
406	chr8	42734879	42736878	0
407	chr8	42804139	42806138	0
408	chr8	142063889	142065888	0
409	chr8	38757253	38759252	0
410	chr8	107280470	107282469	0
411	chr8	107280872	107282871	0
412	chr8	107280973	107282972	0
413	chr8	144869590	144871589	0
414	chr7	6521422	6523421	0
415	chr7	44924461	44926460	0
416	chr7	156990706	156992705	0
417	chr7	5535049	5537048	0
418	chr7	101969446	101971445	0
419	chr7	55865674	55867673	0
420	chr7	43964537	43966536	0
421	chr7	100661853	100663852	0
422	chr7	23528592	23530591	0
423	chr6	30711832	30713831	0
424	chr6	170095844	170097843	0
425	chr6	56707300	56709299	0
426	chr6	29623258	29625257	0
427	chr6	36589790	36591789	0
428	chr6	153603369	153605368	0
429	chr6	31494994	31496993	0
430	chr5	178449253	178451252	0
431	chr5	177396817	177398816	0
432	chr5	139535404	139537403	0
433	chr5	132072831	132074830	0
434	chr5	157116775	157118774	0
435	chr5	137514176	137516175	0
436	chr4	37701125	37703124	0
437	chr4	25655423	25657422	0
438	chr3	49459687	49461686	0
439	chr3	49458879	49460878	0
440	chr3	48471095	48473094	0
441	chr3	88106924	88108923	0
442	chr22	24890543	24892542	0
443	chr22	32341005	32343004	0
444	chr22	30640484	30642483	0
445	chr22	38243282	38245281	0
446	chr22	38243375	38245374	0
447	chr22	43484935	43486934	0
448	chr21	32253375	32255374	0
449	chr20	18591312	18593311	0
450	chr20	54966894	54968893	0
451	chr2	98018141	98020140	0
452	chr2	27254278	27256277	0
453	chr2	124782251	124784250	0
454	chr2	124781364	124783363	0
455	chr2	3595048	3597047	0
456	chr2	198363218	198365217	0
457	chr2	198363637	198365636	0
458	chr2	130902208	130904207	0
459	chr2	225449611	225451610	0
460	chr2	227698797	227700796	0
461	chr2	128568262	128570261	0
462	chr19	34616378	34618377	0
463	chr19	55400539	55402538	0
464	chr19	46842762	46844761	0
465	chr19	35068107	35070106	0
466	chr19	15574883	15576882	0
467	chr19	39018696	39020695	0
468	chr19	45407511	45409510	0
469	chr19	18157947	18159946	0
470	chr19	7659288	7661287	0
471	chr19	48970789	48972788	0
472	chr19	16283837	16285836	0
473	chr18	24403444	24405443	0
474	chr17	60625587	60627586	0
475	chr17	8126862	8128861	0
476	chr17	6338020	6340019	0
477	chr17	654400	656399	0
478	chr17	1947763	1949762	0
479	chr17	58041623	58043622	0
480	chr17	779642	781641	0
481	chr17	28256795	28258794	0
482	chr17	42580299	42582298	0
483	chr17	48545828	48547827	0
484	chr16	30885043	30887042	0
485	chr16	24681884	24683883	0
486	chr16	74488939	74490938	0
487	chr16	30290173	30292172	0
488	chr16	74454869	74456868	0
489	chr16	74454518	74456517	0
490	chr15	22715105	22717104	0
491	chr15	60770860	60772859	0
492	chr15	66331071	66333070	0
493	chr15	78883119	78885118	0
494	chr15	90198183	90200182	0
495	chr14	60679131	60681130	0
496	chr14	22942806	22944805	0
497	chr14	22943796	22945795	0
498	chr14	22944043	22946042	0
499	chr14	92525378	92527377	0
500	chr14	74223950	74225949	0
501	chr14	91032339	91034338	0
502	chr12	34135002	34137001	0
503	chr12	50704612	50706611	0
504	chr12	122455828	122457827	0
505	chr12	54332928	54334927	0
506	chr12	9217167	9219166	0
507	chr12	27933501	27935500	0
508	chr12	101858983	101860982	0
509	chr12	118682377	118684376	0
510	chr12	49658040	49660039	0
511	chr12	80084378	80086377	0
512	chr12	95610759	95612758	0
513	chr12	95610022	95612021	0
514	chr11	119241916	119243915	0
515	chr11	66479981	66481980	0
516	chr10	99790086	99792085	0
517	chr10	48188112	48190111	0
518	chr10	17658877	17660876	0
519	chr1	234727521	234729520	0
520	chr1	243264536	243266535	0
521	chr1	155247783	155249782	0
522	chr1	233462014	233464013	0
523	chr1	155021542	155023541	0
524	chr1	23569758	23571757	0
525	chr1	41488410	41490409	0
526	chr1	104158499	104160498	0
527	chr1	114447324	114449323	0
528	chr1	121131756	121133755	0
529	chr1	150253453	150255452	0
530	chr14	95236063	95238062	0
531	chr6	155052959	155054958	0
532	chr8	54934590	54936589	0
533	chr7	158622445	158624444	0
534	chr17	72419490	72421489	0
535	chr5	122737539	122739538	0
536	chr9	134359552	134361551	0
537	chr20	61436440	61438439	0
538	chr2	130750179	130752178	0
539	chr12	6552533	6554532	0
540	chr18	14828665	14830664	0
541	chr2	43822686	43824685	0
542	chr7	27135116	27137115	0
543	chr1	19921973	19923972	0
544	chr1	19921977	19923976	0
545	chr2	43998990	44000989	0
546	chr2	43999678	44001677	0
547	chr11	107798520	107800519	0
548	chr1	247334819	247336818	0
549	chr8	140941916	140943915	0
550	chr20	31278317	31280316	0
551	chr20	58151064	58153063	0
552	chr2	127412009	127414008	0
553	chr17	57407550	57409549	0
554	chr16	50726014	50728013	0
555	chr10	13570475	13572474	0
556	chr1	230730830	230732829	0
557	chr1	16067417	16069416	0
558	chr2	235859117	235861116	0
559	chr2	130748962	130750961	0
560	chr19	45999820	46001819	0
561	chr8	142443145	142445144	0
562	chr20	36148117	36150116	0
563	chr7	113724882	113726881	0
564	chr5	173172715	173174714	0
565	chr22	42664259	42666258	0
566	chr21	34890916	34892915	0
567	chr2	3751244	3753243	0
568	chr2	20864924	20866923	0
569	chr14	21737154	21739153	0
570	chr14	101326864	101328863	0
571	chr11	124542194	124544193	0
572	chr1	54878653	54880652	0
573	chr19	13259729	13261728	0
574	chr8	131455407	131457406	0
575	chr9	130157921	130159920	0
576	chr22	23855290	23857289	0
577	chr16	30995019	30997018	0
578	chr16	46864824	46866823	0
579	chr9	21159836	21161835	0
580	chr5	98860667	98862666	0
581	chr19	39858293	39860292	0
582	chr19	14640083	14642082	0
583	chr1	54479827	54481826	0
584	chr6	29689052	29691051	0
585	chr3	193720949	193722948	0
586	chr18	65182283	65184282	0
587	chr11	61524628	61526627	0
588	chr11	107797729	107799728	0
589	chr3	138739269	138741268	0
590	chr9	82476434	82478433	0
591	chr9	88746037	88748036	0
592	chr9	98620686	98622685	0
593	chr9	115774008	115776007	0
594	chr9	132881585	132883584	0
595	chr9	34915672	34917671	0
596	chr9	37459207	37461206	0
597	chr9	79033252	79035251	0
598	chr9	79033350	79035349	0
599	chr9	91585757	91587756	0
600	chr9	91585053	91587052	0
601	chr9	100571791	100573790	0
602	chr9	131019569	131021568	0
603	chr9	136183129	136185128	0
604	chr8	12900359	12902358	0
605	chr8	28558482	28560481	0
606	chr8	49468502	49470501	0
607	chr8	143169688	143171687	0
608	chr7	44923052	44925051	0
609	chr7	74186809	74188808	0
610	chr7	6898962	6900961	0
611	chr7	51680447	51682446	0
612	chr7	72395164	72397163	0
613	chr6	4609390	4611389	0
614	chr6	29548526	29550525	0
615	chr6	29548785	29550784	0
616	chr6	45984982	45986981	0
617	chr6	81151561	81153560	0
618	chr6	157787456	157789455	0
619	chr6	160698171	160700170	0
620	chr6	30071517	30073516	0
621	chr6	134212575	134214574	0
622	chr6	29855546	29857545	0
623	chr5	5049111	5051110	0
624	chr5	52500891	52502890	0
625	chr5	77516508	77518507	0
626	chr5	150284046	150286045	0
627	chr5	172446231	172448230	0
628	chr5	172652927	172654926	0
629	chr5	180110266	180112265	0
630	chr5	80596880	80598879	0
631	chr5	80595909	80597908	0
632	chr4	106816644	106818643	0
633	chr4	42563943	42565942	0
634	chr4	84455567	84457566	0
635	chr4	95128208	95130207	0
636	chr4	95127262	95129261	0
637	chr3	133291074	133293073	0
638	chr3	186640043	186642042	0
639	chr3	151102101	151104100	0
640	chr3	151645464	151647463	0
641	chr3	49377646	49379645	0
642	chr3	129062754	129064753	0
643	chr22	30642341	30644340	0
644	chr22	38450818	38452817	0
645	chr22	30162501	30164500	0
646	chr22	30161858	30163857	0
647	chr22	33255921	33257920	0
648	chr20	37375585	37377584	0
649	chr20	54965927	54967926	0
650	chr2	24297896	24299895	0
651	chr2	62115440	62117439	0
652	chr2	179440330	179442329	0
653	chr2	209118471	209120470	0
654	chr2	128823874	128825873	0
655	chr2	34607355	34609354	0
656	chr2	62080779	62082778	0
657	chr2	73439850	73441849	0
658	chr2	84516306	84518305	0
659	chr2	99223542	99225541	0
660	chr2	108529904	108531903	0
661	chr2	120435243	120437242	0
662	chr2	133051451	133053450	0
663	chr2	154302898	154304897	0
664	chr2	200715397	200717396	0
665	chr2	203858417	203860416	0
666	chr2	219133615	219135614	0
667	chr2	234543600	234545599	0
668	chr2	239847466	239849465	0
669	chr19	10396143	10398142	0
670	chr19	19313734	19315733	0
671	chr19	23013503	23015502	0
672	chr19	28886836	28888835	0
673	chr19	14888854	14890853	0
674	chr19	33368828	33370827	0
675	chr19	50168633	50170632	0
676	chr18	65183718	65185717	0
677	chr18	56471000	56472999	0
678	chr17	7515764	7517763	0
679	chr17	7515882	7517881	0
680	chr17	27229590	27231589	0
681	chr17	27949426	27951425	0
682	chr17	61547465	61549464	0
683	chr17	62074211	62076210	0
684	chr16	30886145	30888144	0
685	chr16	86228287	86230286	0
686	chr16	5255589	5257588	0
687	chr16	15015159	15017158	0
688	chr16	48504545	48506544	0
689	chr15	40615917	40617916	0
690	chr15	44117661	44119660	0
691	chr15	45003015	45005014	0
692	chr15	45002175	45004174	0
693	chr15	65316926	65318925	0
694	chr15	65592457	65594456	0
695	chr15	97093111	97095110	0
696	chr15	65202601	65204600	0
697	chr15	75117388	75119387	0
698	chr15	76194700	76196699	0
699	chr14	102828754	102830753	0
700	chr14	102827800	102829799	0
701	chr14	42880276	42882275	0
702	chr14	45552681	45554680	0
703	chr14	45551802	45553801	0
704	chr14	49287063	49289062	0
705	chr14	50086904	50088903	0
706	chr14	74100145	74102144	0
707	chr14	90356632	90358631	0
708	chr13	113662485	113664484	0
709	chr13	107076621	107078620	0
710	chr12	31900675	31902674	0
711	chr12	100377933	100379932	0
712	chr12	105352023	105354022	0
713	chr12	123846915	123848914	0
714	chr12	19926885	19928884	0
715	chr12	50255456	50257455	0
716	chr12	58026639	58028638	0
717	chr12	80327181	80329180	0
718	chr12	130701203	130703202	0
719	chr11	30445599	30447598	0
720	chr11	57344054	57346053	0
721	chr11	62527516	62529515	0
722	chr11	69973903	69975902	0
723	chr11	73471683	73473682	0
724	chr11	116646093	116648092	0
725	chr10	69632590	69634589	0
726	chr10	85899839	85901838	0
727	chr10	92752877	92754876	0
728	chr10	119805615	119807614	0
729	chr10	119804290	119806289	0
730	chr1	29556955	29558954	0
731	chr1	67881397	67883396	0
732	chr1	94312207	94314206	0
733	chr1	108742972	108744971	0
734	chr1	108741048	108743047	0
735	chr1	117664710	117666709	0
736	chr1	17731756	17733755	0
737	chr1	35219148	35221147	0
738	chr1	181159786	181161785	0
739	chr1	193026046	193028045	0
740	chr1	193027052	193029051	0
741	chr1	203443456	203445455	0
742	chr1	234162474	234164473	0
