id	Chromosome	Start	End	strand
144	chr11	102101154	102103153	0
145	chr11	102678148	102680147	0
146	chr10	22505503	22507502	0
147	chr10	16859028	16861027	0
148	chr1	228128885	228130884	0
149	chr1	201474869	201476868	0
150	chr1	166944220	166946219	0
151	chr1	120394439	120396438	0
152	chr1	27338828	27340827	0
153	chr11	67054518	67056517	0
154	chr10	103844988	103846987	0
155	chr6	27234392	27236391	0
156	chr3	48332366	48334365	0
157	chr22	42074215	42076214	0
158	chr20	44175566	44177565	0
159	chr20	44175892	44177891	0
160	chr18	3601498	3603497	0
161	chr15	94575387	94577386	0
162	chr20	61667881	61669880	0
163	chr20	61667863	61669862	0
164	chr17	27348159	27350158	0
165	chr19	18395806	18397805	0
166	chr12	58174872	58176871	0
167	chr16	12009096	12011095	0
168	chr4	7192765	7194764	0
169	chr11	63847662	63849661	0
170	chr11	128775431	128777430	0
171	chr5	75048805	75050804	0
172	chr1	224140642	224142641	0
173	chr19	55082887	55084886	0
174	chr18	78004930	78006929	0
175	chr3	52188207	52190206	0
176	chr12	6960731	6962730	0
177	chr2	74648219	74650218	0
178	chr16	81109424	81111423	0
179	chr6	73308863	73310862	0
180	chr6	42109858	42111857	0
181	chr6	164506194	164508193	0
182	chr5	8157402	8159401	0
183	chr5	156349630	156351629	0
184	chr4	110223314	110225313	0
185	chr4	110222691	110224690	0
186	chr4	108909370	108911369	0
187	chr3	194991397	194993396	0
188	chr21	40377580	40379579	0
189	chr20	236877	238876	0
190	chr2	85910798	85912797	0
191	chr2	106905010	106907009	0
192	chr2	178862998	178864997	0
193	chr19	105971	107970	0
194	chr19	44329944	44331943	0
195	chr19	7700267	7702266	0
196	chr19	49313787	49315786	0
197	chr19	44528915	44530914	0
198	chr19	44527994	44529993	0
199	chr19	44528006	44530005	0
200	chr18	61635659	61637658	0
201	chr17	10599411	10601410	0
202	chr17	61676731	61678730	0
203	chr17	16340636	16342635	0
204	chr17	5184058	5186057	0
205	chr17	79792427	79794426	0
206	chr16	5665698	5667697	0
207	chr16	56277932	56279931	0
208	chr15	39871780	39873779	0
209	chr15	50474515	50476514	0
210	chr15	78112743	78114742	0
211	chr15	69617260	69619259	0
212	chr15	32893988	32895987	0
213	chr15	64692172	64694171	0
214	chr15	41289972	41291971	0
215	chr15	90437075	90439074	0
216	chr14	24639562	24641561	0
217	chr12	118572163	118574162	0
218	chr12	121585313	121587312	0
219	chr11	44331217	44333216	0
220	chr11	49426242	49428241	0
221	chr11	71823327	71825326	0
222	chr1	155206129	155208128	0
223	chr1	44455531	44457530	0
224	chr1	156570789	156572788	0
225	chr5	37207966	37209965	0
226	chr11	35638235	35640234	0
227	chr12	124085124	124087123	0
228	chr16	12009440	12011439	0
229	chr13	101231872	101233871	0
230	chr2	74647305	74649304	0
231	chr19	58464628	58466627	0
232	chr19	51686661	51688660	0
233	chr10	86086842	86088841	0
234	chr6	117380345	117382344	0
235	chr20	46198179	46200178	0
236	chr11	78128895	78130894	0
237	chr1	203121529	203123528	0
238	chr22	50526808	50528807	0
239	chr17	40549527	40551526	0
240	chr19	16434128	16436127	0
