id	Chromosome	Start	End	strand
105	chr9	131940041	131942040	1
106	chr12	6894524	6896523	1
107	chr3	43730105	43732104	1
108	chr20	31172377	31174376	1
109	chr4	8022892	8024891	1
110	chr2	74648219	74650218	1
111	chr16	81109424	81111423	1
112	chr9	131797400	131799399	1
113	chr8	87355044	87357043	1
114	chr11	111325856	111327855	1
115	chr15	78112743	78114742	1
116	chr16	67424254	67426253	1
117	chr1	91964908	91966907	1
118	chr1	147799624	147801623	1
119	chr1	154292066	154294065	1
120	chr1	221723486	221725485	1
121	chr2	95961552	95963551	1
122	chr2	106905010	106907009	1
123	chr2	206812315	206814314	1
124	chr5	55045730	55047729	1
125	chr6	12585137	12587136	1
126	chr6	74063519	74065518	1
127	chr9	96580139	96582138	1
128	chr9	115247627	115249626	1
129	chr12	93517820	93519819	1
130	chr12	97299501	97301500	1
131	chr12	121585313	121587312	1
132	chr15	25470756	25472755	1
133	chr16	58004521	58006520	1
134	chr17	12624699	12626698	1
135	chr17	38522704	38524703	1
136	chr18	3025065	3027064	1
137	chr21	40896010	40898009	1
138	chr11	44331217	44333216	1
139	chr19	49313787	49315786	1
140	chr4	4128797	4130796	1
141	chr4	108909370	108911369	1
142	chr6	42109858	42111857	1
143	chr19	19900841	19902840	1
144	chr7	26436713	26438712	1
145	chr13	99203997	99205996	1
146	chr15	50474515	50476514	1
147	chr16	69060047	69062046	1
148	chr4	110223314	110225313	1
149	chr4	110222691	110224690	1
150	chr18	71981548	71983547	1
151	chr19	55973211	55975210	1
152	chr2	234667394	234669393	1
153	chr11	71823327	71825326	1
154	chr12	5141608	5143607	1
155	chr19	45310828	45312827	1
156	chr12	118572163	118574162	1
157	chr1	153649613	153651612	1
158	chr2	166809854	166811853	1
159	chr11	80237504	80239503	1
160	chr15	32893988	32895987	1
161	chr16	15083518	15085517	1
162	chr7	127983463	127985462	1
163	chr12	57399731	57401730	1
164	chr1	47433047	47435046	1
165	chr1	161492536	161494535	1
166	chr1	243170271	243172270	1
167	chr2	110940131	110942130	1
168	chr2	178862998	178864997	1
169	chr2	239335871	239337870	1
170	chr3	9848270	9850269	1
171	chr3	150480765	150482764	1
172	chr6	27804823	27806822	1
173	chr7	91509535	91511534	1
174	chr7	98609288	98611287	1
175	chr7	154656694	154658693	1
176	chr8	136468200	136470199	1
177	chr10	43912389	43914388	1
178	chr10	111292913	111294912	1
179	chr11	7847020	7849019	1
180	chr11	60221725	60223724	1
181	chr11	76570411	76572410	1
182	chr13	78858473	78860472	1
183	chr14	22987447	22989446	1
184	chr14	22987894	22989893	1
185	chr14	24519706	24521705	1
186	chr15	87583785	87585784	1
187	chr16	6622268	6624267	1
188	chr16	63401248	63403247	1
189	chr17	15652007	15654006	1
190	chr17	15652130	15654129	1
191	chr19	23472151	23474150	1
192	chr19	38778291	38780290	1
193	chr19	43359344	43361343	1
194	chr19	56509592	56511591	1
195	chr21	45992106	45994105	1
196	chr22	22239513	22241512	1
197	chr1	44455531	44457530	1
198	chr1	86043926	86045925	1
199	chr2	198126335	198128334	1
200	chr10	77035905	77037904	1
201	chr12	123235821	123237820	1
202	chr14	55707299	55709298	1
203	chr2	131306957	131308956	1
204	chr5	8157402	8159401	1
205	chr11	8189214	8191213	1
206	chr11	111409505	111411504	1
207	chr17	46124191	46126190	1
208	chr9	128328358	128330357	1
209	chr11	8190103	8192102	1
210	chr19	35915055	35917054	1
211	chr2	71242654	71244653	1
212	chr2	222455661	222457660	1
213	chr6	52858918	52860917	1
214	chr6	117995165	117997164	1
215	chr7	101601896	101603895	1
216	chr15	57618146	57620145	1
217	chr15	90358134	90360133	1
218	chr16	15066948	15068947	1
219	chr16	29261329	29263328	1
220	chr19	44528915	44530914	1
221	chr19	44527994	44529993	1
222	chr19	44528006	44530005	1
223	chr1	86044944	86046943	1
224	chr12	124154160	124156159	1
225	chr5	75048805	75050804	1
226	chr12	6601022	6603021	1
227	chr11	35638235	35640234	1
228	chr2	229045862	229047861	1
229	chr13	101231872	101233871	1
230	chr19	10122425	10124424	1
231	chr8	39852268	39854267	1
232	chr5	1723764	1725763	1
233	chr2	179315740	179317739	1
234	chr17	62745038	62747037	1
235	chr7	155437400	155439399	1
236	chr19	50193331	50195330	1
237	chr7	96097235	96099234	1
238	chr7	101934869	101936868	1
239	chr1	155213991	155215990	1
240	chr2	74647305	74649304	1
241	chr19	7814070	7816069	1
242	chr13	27823946	27825945	1
243	chr6	108693632	108695631	1
244	chr4	178229490	178231489	1
245	chr1	203121529	203123528	1
246	chr6	42748265	42750264	1
247	chr11	1649533	1651532	1
248	chr5	17527278	17529277	1
249	chr17	40549527	40551526	1
250	chr3	73290548	73292547	0
251	chr7	115849047	115851046	0
252	chr10	106027678	106029677	0
253	chr10	106027131	106029130	0
254	chr12	2944211	2946210	0
255	chr1	27714472	27716471	0
256	chr1	112297947	112299946	0
257	chr1	112296367	112298366	0
258	chr1	222986864	222988863	0
259	chr1	222986906	222988905	0
260	chr2	25551091	25553090	0
261	chr2	132751235	132753234	0
262	chr2	173598502	173600501	0
263	chr6	28881922	28883921	0
264	chr6	34523611	34525610	0
265	chr6	53231968	53233967	0
266	chr6	158701795	158703794	0
267	chr7	73133503	73135502	0
268	chr8	23192184	23194183	0
269	chr8	127567641	127569640	0
270	chr10	16859028	16861027	0
271	chr10	77167415	77169414	0
272	chr10	102744872	102746871	0
273	chr12	6602508	6604507	0
274	chr12	58130296	58132295	0
275	chr13	73027606	73029605	0
276	chr13	90014979	90016978	0
277	chr13	96296458	96298457	0
278	chr14	93387925	93389924	0
279	chr14	101418186	101420185	0
280	chr14	106384878	106386877	0
281	chr15	32892830	32894829	0
282	chr16	225179	227178	0
283	chr16	227053	229052	0
284	chr16	68349204	68351203	0
285	chr17	9550478	9552477	0
286	chr17	17138933	17140932	0
287	chr18	77711165	77713164	0
288	chr22	22005059	22007058	0
289	chr22	35558797	35560796	0
290	chr1	49721583	49723582	0
291	chr1	150232593	150234592	0
292	chr2	68905233	68907232	0
293	chr3	122645469	122647468	0
294	chr1	7913073	7915072	0
295	chr1	120394439	120396438	0
296	chr1	143243664	143245663	0
297	chr1	151600300	151602299	0
298	chr2	38978137	38980136	0
299	chr2	38977176	38979175	0
300	chr2	179479808	179481807	0
301	chr3	45187415	45189414	0
302	chr3	93781734	93783733	0
303	chr3	93780260	93782259	0
304	chr3	141862796	141864795	0
305	chr4	79569897	79571896	0
306	chr5	69527319	69529318	0
307	chr5	117057293	117059292	0
308	chr6	33255579	33257578	0
309	chr6	41703498	41705497	0
310	chr6	90531514	90533513	0
311	chr6	127839647	127841646	0
312	chr6	127840001	127842000	0
313	chr6	127839100	127841099	0
314	chr6	164769178	164771177	0
315	chr7	45151147	45153146	0
316	chr7	108096662	108098661	0
317	chr7	140624065	140626064	0
318	chr8	7105375	7107374	0
319	chr8	56685467	56687466	0
320	chr8	56684201	56686200	0
321	chr9	97402032	97404031	0
322	chr10	16477442	16479441	0
323	chr11	11203461	11205460	0
324	chr11	31530693	31532692	0
325	chr11	31529797	31531796	0
326	chr11	102678148	102680147	0
327	chr12	9468270	9470269	0
328	chr12	50477255	50479254	0
329	chr14	78225673	78227672	0
330	chr17	46124936	46126935	0
331	chr22	36635501	36637500	0
332	chr20	47834384	47836383	0
333	chr17	21908914	21910913	0
334	chr1	27338828	27340827	0
335	chr17	73068901	73070900	0
336	chr22	46066178	46068177	0
337	chr16	75549679	75551678	0
338	chr10	788432	790431	0
339	chr1	43913816	43915815	0
340	chr9	33818294	33820293	0
341	chr17	11143080	11145079	0
342	chr17	10599411	10601410	0
343	chr2	90119977	90121976	0
344	chr10	13349948	13351947	0
345	chr14	23298530	23300529	0
346	chr14	23297588	23299587	0
347	chr11	119018222	119020221	0
348	chr17	75468353	75470352	0
349	chr19	18384820	18386819	0
350	chr22	31296706	31298705	0
351	chr12	58149297	58151296	0
352	chr2	85810031	85812030	0
353	chr11	63847662	63849661	0
354	chr9	131940041	131942040	0
355	chr12	6894524	6896523	0
356	chr3	43730105	43732104	0
357	chr20	31172377	31174376	0
358	chr4	8022892	8024891	0
359	chr2	74648219	74650218	0
360	chr16	81109424	81111423	0
361	chr9	131797400	131799399	0
362	chr8	87355044	87357043	0
363	chr11	111325856	111327855	0
364	chr15	78112743	78114742	0
365	chr16	67424254	67426253	0
366	chr1	91964908	91966907	0
367	chr1	147799624	147801623	0
368	chr1	154292066	154294065	0
369	chr1	221723486	221725485	0
370	chr2	95961552	95963551	0
371	chr2	106905010	106907009	0
372	chr2	206812315	206814314	0
373	chr5	55045730	55047729	0
374	chr6	12585137	12587136	0
375	chr6	74063519	74065518	0
376	chr9	96580139	96582138	0
377	chr9	115247627	115249626	0
378	chr12	93517820	93519819	0
379	chr12	97299501	97301500	0
380	chr12	121585313	121587312	0
381	chr15	25470756	25472755	0
382	chr16	58004521	58006520	0
383	chr17	12624699	12626698	0
384	chr17	38522704	38524703	0
385	chr18	3025065	3027064	0
386	chr21	40896010	40898009	0
387	chr11	44331217	44333216	0
388	chr19	49313787	49315786	0
389	chr4	4128797	4130796	0
390	chr4	108909370	108911369	0
391	chr6	42109858	42111857	0
392	chr19	19900841	19902840	0
393	chr7	26436713	26438712	0
394	chr13	99203997	99205996	0
395	chr15	50474515	50476514	0
396	chr16	69060047	69062046	0
397	chr4	110223314	110225313	0
398	chr4	110222691	110224690	0
399	chr18	71981548	71983547	0
400	chr19	55973211	55975210	0
401	chr2	234667394	234669393	0
402	chr11	71823327	71825326	0
403	chr12	5141608	5143607	0
404	chr19	45310828	45312827	0
405	chr12	118572163	118574162	0
406	chr1	153649613	153651612	0
407	chr2	166809854	166811853	0
408	chr11	80237504	80239503	0
409	chr15	32893988	32895987	0
410	chr16	15083518	15085517	0
411	chr7	127983463	127985462	0
412	chr12	57399731	57401730	0
413	chr1	47433047	47435046	0
414	chr1	161492536	161494535	0
415	chr1	243170271	243172270	0
416	chr2	110940131	110942130	0
417	chr2	178862998	178864997	0
418	chr2	239335871	239337870	0
419	chr3	9848270	9850269	0
420	chr3	150480765	150482764	0
421	chr6	27804823	27806822	0
422	chr7	91509535	91511534	0
423	chr7	98609288	98611287	0
424	chr7	154656694	154658693	0
425	chr8	136468200	136470199	0
426	chr10	43912389	43914388	0
427	chr10	111292913	111294912	0
428	chr11	7847020	7849019	0
429	chr11	60221725	60223724	0
430	chr11	76570411	76572410	0
431	chr13	78858473	78860472	0
432	chr14	22987447	22989446	0
433	chr14	22987894	22989893	0
434	chr14	24519706	24521705	0
435	chr15	87583785	87585784	0
436	chr16	6622268	6624267	0
437	chr16	63401248	63403247	0
438	chr17	15652007	15654006	0
439	chr17	15652130	15654129	0
440	chr19	23472151	23474150	0
441	chr19	38778291	38780290	0
442	chr19	43359344	43361343	0
443	chr19	56509592	56511591	0
444	chr21	45992106	45994105	0
445	chr22	22239513	22241512	0
446	chr1	44455531	44457530	0
447	chr1	86043926	86045925	0
448	chr2	198126335	198128334	0
449	chr10	77035905	77037904	0
450	chr12	123235821	123237820	0
451	chr14	55707299	55709298	0
452	chr2	131306957	131308956	0
453	chr5	8157402	8159401	0
454	chr11	8189214	8191213	0
455	chr11	111409505	111411504	0
456	chr17	46124191	46126190	0
457	chr9	128328358	128330357	0
458	chr11	8190103	8192102	0
459	chr19	35915055	35917054	0
460	chr2	71242654	71244653	0
461	chr2	222455661	222457660	0
462	chr6	52858918	52860917	0
463	chr6	117995165	117997164	0
464	chr7	101601896	101603895	0
465	chr15	57618146	57620145	0
466	chr15	90358134	90360133	0
467	chr16	15066948	15068947	0
468	chr16	29261329	29263328	0
469	chr19	44528915	44530914	0
470	chr19	44527994	44529993	0
471	chr19	44528006	44530005	0
472	chr1	86044944	86046943	0
473	chr12	124154160	124156159	0
474	chr5	75048805	75050804	0
475	chr12	6601022	6603021	0
476	chr11	35638235	35640234	0
477	chr2	229045862	229047861	0
478	chr13	101231872	101233871	0
479	chr19	10122425	10124424	0
480	chr8	39852268	39854267	0
481	chr5	1723764	1725763	0
482	chr2	179315740	179317739	0
483	chr17	62745038	62747037	0
484	chr7	155437400	155439399	0
485	chr19	50193331	50195330	0
486	chr7	96097235	96099234	0
487	chr7	101934869	101936868	0
488	chr1	155213991	155215990	0
489	chr2	74647305	74649304	0
490	chr19	7814070	7816069	0
491	chr13	27823946	27825945	0
492	chr6	108693632	108695631	0
493	chr4	178229490	178231489	0
494	chr1	203121529	203123528	0
495	chr6	42748265	42750264	0
496	chr11	1649533	1651532	0
497	chr5	17527278	17529277	0
498	chr17	40549527	40551526	0
