UniqueID	Chromosome	Start	End	Strand
136	chr20	3064871	3066870	0
137	chr20	812858	814857	0
138	chr2	106905010	106907009	0
139	chr2	110940131	110942130	0
140	chr2	99309072	99311071	0
141	chr2	178862998	178864997	0
142	chr2	195207493	195209492	0
143	chr2	239335871	239337870	0
144	chr2	27438758	27440757	0
145	chr2	222455661	222457660	0
146	chr2	71242654	71244653	0
147	chr19	43359344	43361343	0
148	chr19	49313787	49315786	0
149	chr19	105971	107970	0
150	chr19	55973211	55975210	0
151	chr19	23472151	23474150	0
152	chr18	3025065	3027064	0
153	chr17	38522704	38524703	0
154	chr17	62745038	62747037	0
155	chr17	15652007	15654006	0
156	chr17	15652130	15654129	0
157	chr17	57695719	57697718	0
158	chr17	16340636	16342635	0
159	chr16	6622268	6624267	0
160	chr16	25121550	25123549	0
161	chr16	5665698	5667697	0
162	chr16	66975115	66977114	0
163	chr16	69060047	69062046	0
164	chr16	58004521	58006520	0
165	chr16	1289197	1291196	0
166	chr16	29261329	29263328	0
167	chr15	32893988	32895987	0
168	chr15	50474515	50476514	0
169	chr15	25470756	25472755	0
170	chr15	64692172	64694171	0
171	chr15	41289972	41291971	0
172	chr14	101722169	101724168	0
173	chr14	22987447	22989446	0
174	chr14	22987894	22989893	0
175	chr14	24639562	24641561	0
176	chr13	78858473	78860472	0
177	chr13	38922486	38924485	0
178	chr12	29273316	29275315	0
179	chr12	121585313	121587312	0
180	chr12	12508513	12510512	0
181	chr12	5141608	5143607	0
182	chr12	124454392	124456391	0
183	chr12	9600326	9602325	0
184	chr12	93517820	93519819	0
185	chr12	57399731	57401730	0
186	chr11	44331217	44333216	0
187	chr11	34425997	34427996	0
188	chr11	7847020	7849019	0
189	chr11	60221725	60223724	0
190	chr11	111409505	111411504	0
191	chr11	3612346	3614345	0
192	chr11	8189214	8191213	0
193	chr10	21785071	21787070	0
194	chr10	96335696	96337695	0
195	chr10	102006528	102008527	0
196	chr10	48827467	48829466	0
197	chr10	88426706	88428705	0
198	chr10	104627773	104629772	0
199	chr1	15763435	15765434	0
200	chr1	47433047	47435046	0
201	chr1	147799624	147801623	0
202	chr1	154292066	154294065	0
203	chr1	161492536	161494535	0
204	chr1	44455531	44457530	0
205	chr1	227682344	227684343	0
206	chr1	86043926	86045925	0
207	chr1	3667462	3669461	0
208	chr1	91964908	91966907	0
209	chr1	221723486	221725485	0
210	chr1	243170271	243172270	0
211	chr1	86044944	86046943	0
212	chr4	51679	53678	0
213	chr11	35638235	35640234	0
214	chr4	6201819	6203818	0
215	chr9	131681674	131683673	0
216	chr5	33984336	33986335	0
217	chr12	6601022	6603021	0
218	chr5	151303904	151305903	0
219	chr13	101231872	101233871	0
220	chr12	123235821	123237820	0
221	chr7	101934869	101936868	0
222	chr4	108909370	108911369	0
223	chr19	10122425	10124424	0
224	chr16	34256210	34258209	0
225	chr11	8190103	8192102	0
226	chr19	7814070	7816069	0
227	chr11	71823327	71825326	0
228	chr11	33035910	33037909	0
229	chr8	143823330	143825329	0
230	chr3	52321537	52323536	0
231	chr12	58174872	58176871	0
232	chr8	31455221	31457220	0
233	chr6	42748265	42750264	0
234	chr22	48026819	48028818	0
235	chr21	33211153	33213152	0
236	chr18	3601498	3603497	0
237	chr17	80170603	80172602	0
238	chr12	22093837	22095836	0
239	chr1	154296529	154298528	0
240	chr17	40549527	40551526	0
241	chr2	130691391	130693390	0
242	chr17	47225974	47227973	0
243	chr14	106358920	106360919	0
244	chr14	53195398	53197397	0
245	chr7	148393506	148395505	0
246	chr7	152304898	152306897	0
247	chr6	159239945	159241944	0
248	chr5	122109191	122111190	0
249	chr4	14112092	14114091	0
250	chr21	34099860	34101859	0
251	chr21	34098926	34100925	0
252	chr19	46285311	46287310	0
253	chr19	48321203	48323202	0
254	chr19	55400539	55402538	0
255	chr18	23532933	23534932	0
256	chr15	22715105	22717104	0
257	chr14	21979018	21981017	0
258	chr14	53634272	53636271	0
259	chr12	113414700	113416699	0
260	chr12	84843158	84845157	0
261	chr11	119203737	119205736	0
262	chr10	62760699	62762698	0
263	chr1	201978982	201980981	0
264	chr1	201978998	201980997	0
265	chr1	18432740	18434739	0
266	chr1	246688832	246690831	0
267	chr1	29203349	29205348	0
268	chr19	45999820	46001819	0
269	chr17	76493411	76495410	0
270	chr20	48787587	48789586	0
271	chr10	74823384	74825383	0
272	chr12	124117814	124119813	0
273	chr1	85462297	85464296	0
274	chr5	21340985	21342984	0
275	chr5	21340442	21342441	0
276	chr22	23855290	23857289	0
277	chr12	124116875	124118874	0
278	chr9	79685516	79687515	0
279	chr7	99474181	99476180	0
280	chr6	25031011	25033010	0
281	chr6	30071517	30073516	0
282	chr6	86158309	86160308	0
283	chr6	33064573	33066572	0
284	chr6	109803941	109805940	0
285	chr5	115780331	115782330	0
286	chr4	156297623	156299622	0
287	chr22	19417925	19419924	0
288	chr21	39333468	39335467	0
289	chr20	18810298	18812297	0
290	chr2	220769111	220771110	0
291	chr2	230135502	230137501	0
292	chr2	34607355	34609354	0
293	chr2	200715397	200717396	0
294	chr19	50177543	50179542	0
295	chr19	50920695	50922694	0
296	chr17	27076598	27078597	0
297	chr17	5674054	5676053	0
298	chr15	64987321	64989320	0
299	chr12	4647175	4649174	0
300	chr12	4646450	4648449	0
301	chr11	3009593	3011592	0
302	chr11	18432354	18434353	0
303	chr1	224175357	224177356	0
304	chr9	45415477	45417476	1
305	chr8	7105375	7107374	1
306	chr8	23192184	23194183	1
307	chr8	87355044	87357043	1
308	chr8	127567641	127569640	1
309	chr8	66504208	66506207	1
310	chr8	66503466	66505465	1
311	chr7	20370871	20372870	1
312	chr7	115849047	115851046	1
313	chr7	44163458	44165457	1
314	chr7	73133503	73135502	1
315	chr7	158382808	158384807	1
316	chr6	34523611	34525610	1
317	chr6	41703498	41705497	1
318	chr6	53231968	53233967	1
319	chr6	90531514	90533513	1
320	chr6	158701795	158703794	1
321	chr6	33255579	33257578	1
322	chr6	84436274	84438273	1
323	chr5	69527319	69529318	1
324	chr4	3633256	3635255	1
325	chr4	88689234	88691233	1
326	chr4	154071994	154073993	1
327	chr3	16555034	16557033	1
328	chr3	45187415	45189414	1
329	chr3	84338905	84340904	1
330	chr3	122645469	122647468	1
331	chr3	93781734	93783733	1
332	chr3	93780260	93782259	1
333	chr3	141862796	141864795	1
334	chr22	35558797	35560796	1
335	chr22	43670461	43672460	1
336	chr22	22005059	22007058	1
337	chr2	173598502	173600501	1
338	chr2	90247239	90249238	1
339	chr19	34080095	34082094	1
340	chr18	77711165	77713164	1
341	chr17	9550478	9552477	1
342	chr17	10599411	10601410	1
343	chr17	17138933	17140932	1
344	chr17	27046068	27048067	1
345	chr17	8300645	8302644	1
346	chr17	72305430	72307429	1
347	chr16	225179	227178	1
348	chr16	227053	229052	1
349	chr15	32892830	32894829	1
350	chr14	23450968	23452967	1
351	chr14	23450407	23452406	1
352	chr14	101418186	101420185	1
353	chr14	78225673	78227672	1
354	chr14	93387925	93389924	1
355	chr13	73027606	73029605	1
356	chr13	96296458	96298457	1
357	chr12	1866678	1868677	1
358	chr12	6602508	6604507	1
359	chr12	43358425	43360424	1
360	chr12	130387712	130389711	1
361	chr11	11203461	11205460	1
362	chr11	50225832	50227831	1
363	chr11	4038678	4040677	1
364	chr11	102678148	102680147	1
365	chr10	77167415	77169414	1
366	chr10	16477442	16479441	1
367	chr1	110428387	110430386	1
368	chr1	27714472	27716471	1
369	chr1	36656016	36658015	1
370	chr1	157961563	157963562	1
371	chr1	49721583	49723582	1
372	chr1	7913073	7915072	1
373	chr1	143243664	143245663	1
374	chr1	149146380	149148379	1
375	chr17	21908914	21910913	1
376	chr4	40191173	40193172	1
377	chr3	73290548	73292547	1
378	chr2	85810031	85812030	1
379	chr19	20748116	20750115	1
380	chr17	73068901	73070900	1
381	chr15	23890480	23892479	1
382	chr1	27338828	27340827	1
383	chr22	46066178	46068177	1
384	chr22	32777540	32779539	1
385	chr16	34255007	34257006	1
386	chr14	23298530	23300529	1
387	chr14	23297588	23299587	1
388	chr1	43913816	43915815	1
389	chr17	72208982	72210981	1
390	chr17	75468353	75470352	1
391	chr1	201474869	201476868	1
392	chr22	31296706	31298705	1
393	chr15	23890676	23892675	1
394	chr12	58149297	58151296	1
395	chr16	75549679	75551678	1
396	chr4	113435041	113437040	1
397	chr9	131940041	131942040	1
398	chr7	57239564	57241563	1
399	chr5	75048805	75050804	1
400	chr5	74348169	74350168	1
401	chr4	83194724	83196723	1
402	chr9	22746199	22748198	1
403	chr22	32778273	32780272	1
404	chr3	43730105	43732104	1
405	chr19	19900841	19902840	1
406	chr9	68323936	68325935	1
407	chr16	81109424	81111423	1
408	chr11	119018222	119020221	1
409	chr7	56559317	56561316	1
410	chr7	38335335	38337334	1
411	chr7	140103734	140105733	1
412	chr7	26436713	26438712	1
413	chr7	127983463	127985462	1
414	chr7	156880738	156882737	1
415	chr7	15601141	15603140	1
416	chr7	154656694	154658693	1
417	chr7	155437400	155439399	1
418	chr7	131012482	131014481	1
419	chr7	96097235	96099234	1
420	chr6	52858918	52860917	1
421	chr6	12585137	12587136	1
422	chr6	74063519	74065518	1
423	chr6	111803214	111805213	1
424	chr5	55045730	55047729	1
425	chr5	113695142	113697141	1
426	chr5	8157402	8159401	1
427	chr4	4128797	4130796	1
428	chr4	166127270	166129269	1
429	chr4	92948429	92950428	1
430	chr4	110223314	110225313	1
431	chr4	110222691	110224690	1
432	chr3	141637364	141639363	1
433	chr3	32145681	32147680	1
434	chr3	9848270	9850269	1
435	chr3	14184723	14186722	1
436	chr3	194991397	194993396	1
437	chr21	45992106	45994105	1
438	chr21	40896010	40898009	1
439	chr20	3064871	3066870	1
440	chr20	812858	814857	1
441	chr2	106905010	106907009	1
442	chr2	110940131	110942130	1
443	chr2	99309072	99311071	1
444	chr2	178862998	178864997	1
445	chr2	195207493	195209492	1
446	chr2	239335871	239337870	1
447	chr2	27438758	27440757	1
448	chr2	222455661	222457660	1
449	chr2	71242654	71244653	1
450	chr19	43359344	43361343	1
451	chr19	49313787	49315786	1
452	chr19	105971	107970	1
453	chr19	55973211	55975210	1
454	chr19	23472151	23474150	1
455	chr18	3025065	3027064	1
456	chr17	38522704	38524703	1
457	chr17	62745038	62747037	1
458	chr17	15652007	15654006	1
459	chr17	15652130	15654129	1
460	chr17	57695719	57697718	1
461	chr17	16340636	16342635	1
462	chr16	6622268	6624267	1
463	chr16	25121550	25123549	1
464	chr16	5665698	5667697	1
465	chr16	66975115	66977114	1
466	chr16	69060047	69062046	1
467	chr16	58004521	58006520	1
468	chr16	1289197	1291196	1
469	chr16	29261329	29263328	1
470	chr15	32893988	32895987	1
471	chr15	50474515	50476514	1
472	chr15	25470756	25472755	1
473	chr15	64692172	64694171	1
474	chr15	41289972	41291971	1
475	chr14	101722169	101724168	1
476	chr14	22987447	22989446	1
477	chr14	22987894	22989893	1
478	chr14	24639562	24641561	1
479	chr13	78858473	78860472	1
480	chr13	38922486	38924485	1
481	chr12	29273316	29275315	1
482	chr12	121585313	121587312	1
483	chr12	12508513	12510512	1
484	chr12	5141608	5143607	1
485	chr12	124454392	124456391	1
486	chr12	9600326	9602325	1
487	chr12	93517820	93519819	1
488	chr12	57399731	57401730	1
489	chr11	44331217	44333216	1
490	chr11	34425997	34427996	1
491	chr11	7847020	7849019	1
492	chr11	60221725	60223724	1
493	chr11	111409505	111411504	1
494	chr11	3612346	3614345	1
495	chr11	8189214	8191213	1
496	chr10	21785071	21787070	1
497	chr10	96335696	96337695	1
498	chr10	102006528	102008527	1
499	chr10	48827467	48829466	1
500	chr10	88426706	88428705	1
501	chr10	104627773	104629772	1
502	chr1	15763435	15765434	1
503	chr1	47433047	47435046	1
504	chr1	147799624	147801623	1
505	chr1	154292066	154294065	1
506	chr1	161492536	161494535	1
507	chr1	44455531	44457530	1
508	chr1	227682344	227684343	1
509	chr1	86043926	86045925	1
510	chr1	3667462	3669461	1
511	chr1	91964908	91966907	1
512	chr1	221723486	221725485	1
513	chr1	243170271	243172270	1
514	chr1	86044944	86046943	1
515	chr4	51679	53678	1
516	chr11	35638235	35640234	1
517	chr4	6201819	6203818	1
518	chr9	131681674	131683673	1
519	chr5	33984336	33986335	1
520	chr12	6601022	6603021	1
521	chr5	151303904	151305903	1
522	chr13	101231872	101233871	1
523	chr12	123235821	123237820	1
524	chr7	101934869	101936868	1
525	chr4	108909370	108911369	1
526	chr19	10122425	10124424	1
527	chr16	34256210	34258209	1
528	chr11	8190103	8192102	1
529	chr19	7814070	7816069	1
530	chr11	71823327	71825326	1
531	chr11	33035910	33037909	1
532	chr8	143823330	143825329	1
533	chr3	52321537	52323536	1
534	chr12	58174872	58176871	1
535	chr8	31455221	31457220	1
536	chr6	42748265	42750264	1
537	chr22	48026819	48028818	1
538	chr21	33211153	33213152	1
539	chr18	3601498	3603497	1
540	chr17	80170603	80172602	1
541	chr12	22093837	22095836	1
542	chr1	154296529	154298528	1
543	chr17	40549527	40551526	1
544	chr2	130691391	130693390	1
545	chr17	47225974	47227973	1
546	chr14	106358920	106360919	1
547	chr14	53195398	53197397	1
548	chr7	148393506	148395505	1
549	chr7	152304898	152306897	1
550	chr6	159239945	159241944	1
551	chr5	122109191	122111190	1
552	chr4	14112092	14114091	1
553	chr21	34099860	34101859	1
554	chr21	34098926	34100925	1
555	chr19	46285311	46287310	1
556	chr19	48321203	48323202	1
557	chr19	55400539	55402538	1
558	chr18	23532933	23534932	1
559	chr15	22715105	22717104	1
560	chr14	21979018	21981017	1
561	chr14	53634272	53636271	1
562	chr12	113414700	113416699	1
563	chr12	84843158	84845157	1
564	chr11	119203737	119205736	1
565	chr10	62760699	62762698	1
566	chr1	201978982	201980981	1
567	chr1	201978998	201980997	1
568	chr1	18432740	18434739	1
569	chr1	246688832	246690831	1
570	chr1	29203349	29205348	1
571	chr19	45999820	46001819	1
572	chr17	76493411	76495410	1
573	chr20	48787587	48789586	1
574	chr10	74823384	74825383	1
575	chr12	124117814	124119813	1
576	chr1	85462297	85464296	1
577	chr5	21340985	21342984	1
578	chr5	21340442	21342441	1
579	chr22	23855290	23857289	1
580	chr12	124116875	124118874	1
581	chr9	79685516	79687515	1
582	chr7	99474181	99476180	1
583	chr6	25031011	25033010	1
584	chr6	30071517	30073516	1
585	chr6	86158309	86160308	1
586	chr6	33064573	33066572	1
587	chr6	109803941	109805940	1
588	chr5	115780331	115782330	1
589	chr4	156297623	156299622	1
590	chr22	19417925	19419924	1
591	chr21	39333468	39335467	1
592	chr20	18810298	18812297	1
593	chr2	220769111	220771110	1
594	chr2	230135502	230137501	1
595	chr2	34607355	34609354	1
596	chr2	200715397	200717396	1
597	chr19	50177543	50179542	1
598	chr19	50920695	50922694	1
599	chr17	27076598	27078597	1
600	chr17	5674054	5676053	1
601	chr15	64987321	64989320	1
602	chr12	4647175	4649174	1
603	chr12	4646450	4648449	1
604	chr11	3009593	3011592	1
605	chr11	18432354	18434353	1
606	chr1	224175357	224177356	1
