id	Chromosome	Start	End	strand
147	chr10	99524200	99525000	1
148	chr17	46954600	46956200	1
149	chr14	24436000	24436400	1
150	chr9	5554200	5554800	1
151	chr16	30445800	30446400	1
152	chr1	212810400	212810600	1
153	chr2	7570400	7570800	1
154	chr2	127840200	127840400	1
155	chr3	15817200	15817600	1
156	chr4	48502200	48502400	1
157	chr4	105977400	105978800	1
158	chr6	16443600	16444600	1
159	chr6	149786600	149786800	1
160	chr8	128744800	128745400	1
161	chr10	5859800	5860800	1
162	chr10	43913200	43914000	1
163	chr10	52303400	52303800	1
164	chr10	79171000	79172200	1
165	chr11	60222000	60222600	1
166	chr11	77342200	77342400	1
167	chr12	686000	686200	1
168	chr12	45625400	45626200	1
169	chr12	120911800	120912800	1
170	chr14	22987400	22988600	1
171	chr14	90125400	90125800	1
172	chr17	37950600	37951600	1
173	chr17	76153600	76153800	1
174	chr17	78526000	78527400	1
175	chr19	7473600	7474000	1
176	chr19	19527000	19527200	1
177	chr20	47329600	47331000	1
178	chr20	56043600	56045000	1
179	chr20	61372400	61372800	1
180	chr21	36594800	36595400	1
181	chr22	18538200	18538600	1
182	chr22	35708000	35709000	1
183	chr22	39701600	39701800	1
184	chr9	7179000	7179400	1
185	chr2	131061200	131062000	1
186	chr22	42933600	42934200	1
187	chr14	103088600	103089200	1
188	chr22	41872800	41874000	1
189	chr6	33548600	33549000	1
190	chr2	37857200	37858800	1
191	chr14	76383800	76384200	1
192	chr6	310400	311000	1
193	chr3	63913200	63914000	1
194	chr16	67841600	67841800	1
195	chr1	32338600	32339000	1
196	chr2	74260800	74261400	1
197	chr10	74016800	74017400	1
198	chr6	1576000	1576400	1
199	chr19	14480200	14480600	1
200	chr5	122856800	122857600	0
201	chr8	126429800	126430600	0
202	chr17	1284000	1284600	0
203	chr2	65065400	65066000	0
204	chr1	31486000	31486400	0
205	chr1	229688400	229689400	0
206	chr2	15003400	15003800	0
207	chr3	10273200	10273800	0
208	chr3	53785200	53786400	0
209	chr3	129296400	129297400	0
210	chr3	190963400	190963800	0
211	chr3	193462400	193462800	0
212	chr6	41975000	41975600	0
213	chr8	23193400	23194000	0
214	chr9	135869800	135870600	0
215	chr10	11667400	11667800	0
216	chr10	13841200	13841400	0
217	chr10	63754000	63754400	0
218	chr11	126288800	126289600	0
219	chr12	14410800	14411200	0
220	chr12	132555400	132555600	0
221	chr14	35824800	35825200	0
222	chr16	68403800	68404400	0
223	chr16	68796000	68796200	0
224	chr17	36856400	36857200	0
225	chr18	74778000	74779200	0
226	chr18	77139200	77139600	0
227	chr22	30789200	30789600	0
228	chr22	42163800	42164400	0
229	chr9	87369200	87371400	0
230	chr11	35412400	35413200	0
231	chr16	24986800	24987200	0
232	chr16	48868000	48868400	0
233	chr1	9764800	9765200	0
234	chr1	42183200	42183600	0
235	chr1	85319600	85320000	0
236	chr1	153706000	153707000	0
237	chr1	232733200	232733400	0
238	chr1	245083000	245084200	0
239	chr2	85123800	85124000	0
240	chr2	152906800	152907400	0
241	chr2	240189400	240189600	0
242	chr3	190335600	190336000	0
243	chr5	172115800	172116200	0
244	chr5	179110600	179111600	0
245	chr6	53167600	53168000	0
246	chr6	64247000	64247400	0
247	chr7	68899200	68899800	0
248	chr8	25963000	25963600	0
249	chr8	80672400	80673000	0
250	chr8	103809400	103810200	0
251	chr8	126265800	126268000	0
252	chr9	35660800	35661600	0
253	chr10	12233800	12234000	0
254	chr10	111841400	111841600	0
255	chr11	111990200	111991000	0
256	chr11	133137800	133139000	0
257	chr12	732400	733000	0
258	chr12	24330600	24330800	0
259	chr12	24330800	24331200	0
260	chr12	105076200	105077200	0
261	chr13	97929400	97929800	0
262	chr14	23264400	23265000	0
263	chr14	23298400	23298600	0
264	chr15	64182800	64183200	0
265	chr15	90955400	90955800	0
266	chr16	21378800	21379800	0
267	chr16	30426800	30427800	0
268	chr17	45317800	45318200	0
269	chr17	57931000	57931400	0
270	chr19	4815400	4815800	0
271	chr19	6987600	6987800	0
272	chr20	49141000	49142400	0
273	chr22	23767200	23767400	0
274	chr22	43063400	43063600	0
275	chr8	142398800	142399400	0
276	chr13	99141000	99141600	0
277	chr10	8173200	8174200	0
278	chr15	79309000	79309800	0
279	chr19	47596600	47598800	0
280	chr21	40157800	40158600	0
281	chr6	88947400	88947600	0
282	chr17	77894800	77895800	0
283	chr19	50849800	50851200	0
284	chr17	75468000	75470400	0
285	chr18	11500400	11500800	0
286	chr22	48314600	48315600	0
287	chr9	6702000	6702400	0
288	chr17	77034400	77034600	0
289	chr19	1849200	1849400	0
290	chr16	29766800	29768400	0
291	chr19	3665200	3666000	0
292	chr9	859000	859800	0
293	chr13	30719800	30721400	0
294	chr9	35845200	35846400	0
295	chr16	48478800	48479400	0
296	chr11	64784600	64785000	0
297	chr11	130503800	130504800	0
298	chr19	18518800	18519400	0
299	chr6	44003000	44004000	0
300	chr1	210504600	210505400	0
301	chr1	233733600	233734000	0
302	chr2	25931800	25932200	0
303	chr2	47212000	47214400	0
304	chr2	55204200	55204800	0
305	chr2	218946200	218946600	0
306	chr3	12688800	12690400	0
307	chr4	40175600	40176000	0
308	chr6	17715200	17715800	0
309	chr6	41495200	41495800	0
310	chr6	111505600	111506400	0
311	chr7	138810400	138811000	0
312	chr8	28327600	28328000	0
313	chr9	109514800	109515400	0
314	chr10	35434800	35435800	0
315	chr11	10463200	10463400	0
316	chr11	126291200	126292000	0
317	chr12	1711800	1712000	0
318	chr12	93518400	93519200	0
319	chr12	109022200	109023400	0
320	chr12	116974800	116976800	0
321	chr12	121686400	121687000	0
322	chr13	100030400	100031200	0
323	chr13	109814000	109814200	0
324	chr14	81938000	81938400	0
325	chr15	90396000	90396400	0
326	chr16	3892200	3892800	0
327	chr16	57410800	57411000	0
328	chr16	84840400	84840600	0
329	chr16	87836600	87837200	0
330	chr17	6364200	6365400	0
331	chr17	7994200	7994400	0
332	chr17	54864200	54865000	0
333	chr19	14282200	14283200	0
334	chr19	48909000	48909600	0
335	chr19	49717800	49718400	0
336	chr4	6690600	6691200	0
337	chr3	45594600	45594800	0
338	chr6	34151800	34152000	0
339	chr8	10987000	10990600	0
340	chr9	93684600	93685600	0
341	chr10	30986400	30987600	0
342	chr11	83160000	83160400	0
343	chr19	4648200	4648600	0
344	chr7	101636400	101637000	0
345	chr13	27701600	27702200	0
346	chr10	99524200	99525000	0
347	chr17	46954600	46956200	0
348	chr14	24436000	24436400	0
349	chr9	5554200	5554800	0
350	chr16	30445800	30446400	0
351	chr1	212810400	212810600	0
352	chr2	7570400	7570800	0
353	chr2	127840200	127840400	0
354	chr3	15817200	15817600	0
355	chr4	48502200	48502400	0
356	chr4	105977400	105978800	0
357	chr6	16443600	16444600	0
358	chr6	149786600	149786800	0
359	chr8	128744800	128745400	0
360	chr10	5859800	5860800	0
361	chr10	43913200	43914000	0
362	chr10	52303400	52303800	0
363	chr10	79171000	79172200	0
364	chr11	60222000	60222600	0
365	chr11	77342200	77342400	0
366	chr12	686000	686200	0
367	chr12	45625400	45626200	0
368	chr12	120911800	120912800	0
369	chr14	22987400	22988600	0
370	chr14	90125400	90125800	0
371	chr17	37950600	37951600	0
372	chr17	76153600	76153800	0
373	chr17	78526000	78527400	0
374	chr19	7473600	7474000	0
375	chr19	19527000	19527200	0
376	chr20	47329600	47331000	0
377	chr20	56043600	56045000	0
378	chr20	61372400	61372800	0
379	chr21	36594800	36595400	0
380	chr22	18538200	18538600	0
381	chr22	35708000	35709000	0
382	chr22	39701600	39701800	0
383	chr9	7179000	7179400	0
384	chr2	131061200	131062000	0
385	chr22	42933600	42934200	0
386	chr14	103088600	103089200	0
387	chr22	41872800	41874000	0
388	chr6	33548600	33549000	0
389	chr2	37857200	37858800	0
390	chr14	76383800	76384200	0
391	chr6	310400	311000	0
392	chr3	63913200	63914000	0
393	chr16	67841600	67841800	0
394	chr1	32338600	32339000	0
395	chr2	74260800	74261400	0
396	chr10	74016800	74017400	0
397	chr6	1576000	1576400	0
398	chr19	14480200	14480600	0
399	chr6	2985600	2986800	1
400	chr3	46580200	46581000	1
401	chr8	126429600	126430400	1
402	chr12	1573600	1573800	1
403	chr17	234800	235000	1
404	chr19	35411000	35411800	1
405	chr1	14662000	14662600	1
406	chr1	27230000	27230600	1
407	chr1	62193800	62194800	1
408	chr1	109834200	109834600	1
409	chr1	117661000	117661200	1
410	chr1	180528800	180529200	1
411	chr2	85534000	85534200	1
412	chr2	121695000	121696400	1
413	chr2	173927200	173927600	1
414	chr3	129296800	129297200	1
415	chr3	141942000	141942600	1
416	chr3	193462400	193463600	1
417	chr5	180313600	180313800	1
418	chr6	34523400	34524800	1
419	chr6	37031000	37032400	1
420	chr6	42110400	42111200	1
421	chr6	91123600	91124000	1
422	chr6	159251800	159253000	1
423	chr6	168211800	168213000	1
424	chr7	4718600	4719000	1
425	chr7	6288000	6288600	1
426	chr7	100787000	100787600	1
427	chr7	139533000	139533600	1
428	chr8	10625200	10625800	1
429	chr8	125949200	125950600	1
430	chr9	135869000	135870400	1
431	chr10	65262000	65262400	1
432	chr11	119351600	119351800	1
433	chr11	126289200	126289800	1
434	chr12	14410400	14411800	1
435	chr12	53352200	53352400	1
436	chr12	124871200	124871600	1
437	chr13	30982200	30982800	1
438	chr13	95619600	95620000	1
439	chr14	35824800	35825200	1
440	chr14	91848400	91849200	1
441	chr14	93389400	93390200	1
442	chr14	105532000	105534000	1
443	chr15	67146800	67147200	1
444	chr15	70733800	70735800	1
445	chr15	82325800	82326200	1
446	chr15	91229200	91229600	1
447	chr16	29783600	29784600	1
448	chr17	36856400	36857000	1
449	chr17	41163600	41164200	1
450	chr17	41628200	41629600	1
451	chr17	44995400	44995600	1
452	chr17	49441800	49442200	1
453	chr17	63656800	63657000	1
454	chr17	74433400	74433800	1
455	chr18	9741800	9744000	1
456	chr18	55443000	55443400	1
457	chr20	3117600	3117800	1
458	chr20	5653400	5653800	1
459	chr20	21683800	21684000	1
460	chr20	31273400	31274200	1
461	chr21	45258200	45258400	1
462	chr22	24359200	24359400	1
463	chr1	150233200	150233400	1
464	chr6	144144800	144145200	1
465	chr8	30768000	30768200	1
466	chr19	1669600	1670000	1
467	chr1	9765000	9765200	1
468	chr1	38727200	38727800	1
469	chr1	245083800	245084400	1
470	chr2	74814200	74814600	1
471	chr2	219088000	219088200	1
472	chr2	240189000	240189600	1
473	chr3	24525200	24525600	1
474	chr3	196500600	196501000	1
475	chr4	77119000	77119400	1
476	chr4	79571400	79572200	1
477	chr5	149539000	149539400	1
478	chr5	156923800	156924200	1
479	chr5	180035400	180035800	1
480	chr6	4889200	4889400	1
481	chr6	20257800	20258200	1
482	chr6	27754200	27756200	1
483	chr6	30843600	30845400	1
484	chr6	154833000	154835800	1
485	chr6	154931200	154931600	1
486	chr6	158760800	158761400	1
487	chr7	148788400	148789000	1
488	chr8	41926400	41926800	1
489	chr8	80672600	80673000	1
490	chr8	103809600	103810200	1
491	chr9	37469200	37469600	1
492	chr9	124248400	124248800	1
493	chr10	111840400	111841600	1
494	chr11	67902000	67902400	1
495	chr12	731800	732800	1
496	chr12	34515800	34516200	1
497	chr12	50477000	50478000	1
498	chr12	95955600	95956600	1
499	chr14	102616000	102617600	1
500	chr15	28340000	28340800	1
501	chr15	35087200	35088000	1
502	chr15	57618200	57618800	1
503	chr15	64183000	64183200	1
504	chr16	29194000	29195000	1
505	chr16	30506200	30507000	1
506	chr16	89231400	89232400	1
507	chr17	4439000	4440200	1
508	chr17	37897400	37898200	1
509	chr17	45318000	45318200	1
510	chr17	57931200	57931400	1
511	chr17	72159600	72160200	1
512	chr17	73069000	73070400	1
513	chr17	78960800	78962400	1
514	chr18	77271400	77272000	1
515	chr19	19381000	19381600	1
516	chr19	41097000	41097200	1
517	chr19	51243800	51244000	1
518	chr20	30173800	30174000	1
519	chr20	61316200	61317000	1
520	chr20	61424200	61424800	1
521	chr22	39762800	39763200	1
522	chr20	47835400	47835600	1
523	chr20	42098600	42099600	1
524	chr17	2689800	2690000	1
525	chr8	56855000	56855200	1
526	chr1	23711000	23711800	1
527	chr9	95400	95600	1
528	chr8	10535000	10535800	1
529	chr12	125481200	125483000	1
530	chr19	49575200	49575600	1
531	chr9	7055800	7056000	1
532	chr5	169209000	169209400	1
533	chr11	3206200	3206600	1
534	chr12	31218600	31219200	1
535	chr12	111234600	111235200	1
536	chr17	3562800	3563400	1
537	chr3	122190000	122190800	1
538	chr7	77164600	77165000	1
539	chr12	193200	193800	1
540	chr6	168234800	168235200	1
541	chr17	75468400	75469400	1
542	chr17	65775000	65775200	1
543	chr19	18385600	18386600	1
544	chr19	55836400	55837000	1
545	chr7	39869200	39870400	1
546	chr6	43969800	43970000	1
547	chr19	1849200	1849400	1
548	chr7	2759000	2760600	1
549	chr8	141629000	141630000	1
550	chr12	116708000	116710600	1
551	chr16	29767200	29768000	1
552	chr12	57814200	57815200	1
553	chr20	32561200	32561600	1
554	chr12	6895400	6895800	1
555	chr19	46239200	46239800	1
556	chr22	41003200	41003400	1
557	chr19	42765000	42766000	1
558	chr17	40111000	40111200	1
559	chr11	9572200	9572800	1
560	chr7	73769200	73769400	1
561	chr17	80061600	80062400	1
562	chr16	88633000	88634600	1
563	chr9	5826200	5826800	1
564	chr1	112204800	112205000	1
565	chr7	73866200	73867000	1
566	chr11	62447800	62448200	1
567	chr17	32256200	32257000	1
568	chr17	74273400	74273800	1
569	chr7	27153000	27153800	1
570	chr19	18518800	18519400	1
571	chr19	45342000	45342200	1
572	chr21	45225200	45226000	1
573	chr4	40311200	40311600	1
574	chr12	45731400	45733000	1
575	chr1	21967400	21967800	1
576	chr1	25009800	25010000	1
577	chr1	27690200	27691200	1
578	chr1	31625600	31626000	1
579	chr1	120409400	120409800	1
580	chr1	154283200	154284000	1
581	chr1	233733800	233734800	1
582	chr2	47213600	47214200	1
583	chr2	47618800	47619200	1
584	chr2	228367600	228368000	1
585	chr3	11681800	11682600	1
586	chr3	45143400	45144200	1
587	chr3	88083600	88084600	1
588	chr4	2074400	2075200	1
589	chr4	109028000	109028600	1
590	chr5	132585600	132585800	1
591	chr5	139785200	139785600	1
592	chr5	173170200	173172800	1
593	chr6	17713600	17716000	1
594	chr6	28512200	28512400	1
595	chr6	139688600	139689000	1
596	chr7	898200	898400	1
597	chr7	107724800	107725200	1
598	chr7	127738800	127740000	1
599	chr7	138810400	138811200	1
600	chr9	33239000	33239200	1
601	chr9	132170400	132171000	1
602	chr10	5379200	5379800	1
603	chr10	51524600	51525400	1
604	chr11	75231600	75232200	1
605	chr12	1711800	1712200	1
606	chr12	57373400	57373800	1
607	chr12	110704800	110705400	1
608	chr14	102528800	102529000	1
609	chr15	85542400	85543400	1
610	chr15	96758200	96758400	1
611	chr16	1120400	1121200	1
612	chr16	3892000	3894200	1
613	chr16	81514400	81517400	1
614	chr17	38479800	38481400	1
615	chr17	41920000	41920200	1
616	chr17	47528800	47529400	1
617	chr17	79488200	79488600	1
618	chr18	3026600	3028200	1
619	chr18	9285000	9285200	1
620	chr18	46069200	46070200	1
621	chr19	6112000	6112200	1
622	chr19	48860200	48860400	1
623	chr19	50252200	50252400	1
624	chr20	48669200	48670200	1
625	chr21	23357800	23358400	1
626	chr4	6690200	6691800	1
627	chr17	48617400	48617800	1
628	chr19	8097600	8099800	1
629	chr19	8109200	8109600	1
630	chr2	102397000	102397600	1
631	chr5	134462400	134464200	1
632	chr19	39693800	39695000	1
633	chr6	33464600	33465000	1
634	chr1	6325000	6325600	1
635	chr19	45932600	45934400	1
636	chr19	55974400	55977200	1
637	chr6	41974200	41975600	1
638	chr19	14048400	14049000	1
639	chr19	915000	915400	1
640	chr1	31560200	31561200	1
641	chr1	54895200	54895400	1
642	chr1	168440800	168441400	1
643	chr1	234968800	234970000	1
644	chr1	241888600	241889000	1
645	chr2	26685200	26686000	1
646	chr2	33242400	33243400	1
647	chr2	54806600	54807600	1
648	chr2	74617000	74618000	1
649	chr2	240736000	240736400	1
650	chr4	8310200	8311000	1
651	chr6	27712600	27713400	1
652	chr6	29521000	29521200	1
653	chr6	33173200	33173600	1
654	chr6	43967800	43968400	1
655	chr6	161939200	161939600	1
656	chr7	105036600	105037000	1
657	chr7	148640000	148640400	1
658	chr7	156482600	156483000	1
659	chr8	69016000	69016600	1
660	chr9	100724600	100727600	1
661	chr9	101004400	101004600	1
662	chr9	130904200	130904800	1
663	chr10	43913000	43914400	1
664	chr10	52302600	52303800	1
665	chr10	71218000	71218800	1
666	chr11	57211800	57212200	1
667	chr11	120215600	120216800	1
668	chr11	122626000	122626600	1
669	chr12	685800	686200	1
670	chr12	45625400	45626400	1
671	chr12	47559600	47560200	1
672	chr12	120911400	120912800	1
673	chr12	122057600	122058600	1
674	chr14	22987400	22989200	1
675	chr16	31016800	31017200	1
676	chr16	89674400	89675000	1
677	chr17	32261400	32262000	1
678	chr17	43202800	43203000	1
679	chr17	72160200	72160400	1
680	chr17	73068600	73069000	1
681	chr18	12616400	12616600	1
682	chr19	7472800	7474000	1
683	chr19	46807000	46807400	1
684	chr20	61372400	61372600	1
685	chr22	39826000	39826400	1
686	chr22	40398800	40399800	1
687	chr1	206162400	206163000	1
688	chr8	27208000	27209000	1
689	chr19	47329200	47330200	1
690	chr10	12131000	12131400	1
691	chr7	2676600	2677000	1
692	chr11	74405000	74405600	1
693	chr15	101707000	101707800	1
694	chr19	16426400	16427400	1
695	chr16	84078600	84079600	1
696	chr9	101734400	101735800	1
697	chr3	194841200	194842200	1
698	chr17	17832400	17834000	1
699	chr19	18397800	18400600	1
700	chr6	18035400	18035600	1
701	chr6	41956000	41956600	1
702	chr19	47780000	47780600	1
703	chr7	101371200	101372200	1
704	chr17	73545200	73545600	1
705	chr3	142947000	142948400	1
706	chr3	51994800	51995800	1
707	chr16	67841600	67841800	1
708	chr11	16610200	16610600	1
709	chr16	27759200	27760000	1
710	chr16	84557800	84558000	1
711	chr2	28567600	28568400	1
712	chr2	101539200	101540800	1
713	chr1	26735000	26737200	1
714	chr4	4032800	4035400	1
715	chr1	32338800	32339000	1
716	chr2	29062200	29062800	1
717	chr2	74260600	74261200	1
718	chr2	234246400	234247200	1
719	chr6	44177800	44178200	1
720	chr8	22069400	22070000	1
721	chr10	74016800	74017400	1
722	chr12	13034400	13035000	1
723	chr16	68544000	68544600	1
724	chr21	25184400	25185200	1
725	chr9	127838000	127838800	1
726	chr19	14480200	14480400	1
727	chr13	114141600	114143400	1
728	chr6	2985600	2986800	0
729	chr3	46580200	46581000	0
730	chr8	126429600	126430400	0
731	chr12	1573600	1573800	0
732	chr17	234800	235000	0
733	chr19	35411000	35411800	0
734	chr1	14662000	14662600	0
735	chr1	27230000	27230600	0
736	chr1	62193800	62194800	0
737	chr1	109834200	109834600	0
738	chr1	117661000	117661200	0
739	chr1	180528800	180529200	0
740	chr2	85534000	85534200	0
741	chr2	121695000	121696400	0
742	chr2	173927200	173927600	0
743	chr3	129296800	129297200	0
744	chr3	141942000	141942600	0
745	chr3	193462400	193463600	0
746	chr5	180313600	180313800	0
747	chr6	34523400	34524800	0
748	chr6	37031000	37032400	0
749	chr6	42110400	42111200	0
750	chr6	91123600	91124000	0
751	chr6	159251800	159253000	0
752	chr6	168211800	168213000	0
753	chr7	4718600	4719000	0
754	chr7	6288000	6288600	0
755	chr7	100787000	100787600	0
756	chr7	139533000	139533600	0
757	chr8	10625200	10625800	0
758	chr8	125949200	125950600	0
759	chr9	135869000	135870400	0
760	chr10	65262000	65262400	0
761	chr11	119351600	119351800	0
762	chr11	126289200	126289800	0
763	chr12	14410400	14411800	0
764	chr12	53352200	53352400	0
765	chr12	124871200	124871600	0
766	chr13	30982200	30982800	0
767	chr13	95619600	95620000	0
768	chr14	35824800	35825200	0
769	chr14	91848400	91849200	0
770	chr14	93389400	93390200	0
771	chr14	105532000	105534000	0
772	chr15	67146800	67147200	0
773	chr15	70733800	70735800	0
774	chr15	82325800	82326200	0
775	chr15	91229200	91229600	0
776	chr16	29783600	29784600	0
777	chr17	36856400	36857000	0
778	chr17	41163600	41164200	0
779	chr17	41628200	41629600	0
780	chr17	44995400	44995600	0
781	chr17	49441800	49442200	0
782	chr17	63656800	63657000	0
783	chr17	74433400	74433800	0
784	chr18	9741800	9744000	0
785	chr18	55443000	55443400	0
786	chr20	3117600	3117800	0
787	chr20	5653400	5653800	0
788	chr20	21683800	21684000	0
789	chr20	31273400	31274200	0
790	chr21	45258200	45258400	0
791	chr22	24359200	24359400	0
792	chr1	150233200	150233400	0
793	chr6	144144800	144145200	0
794	chr8	30768000	30768200	0
795	chr19	1669600	1670000	0
796	chr1	9765000	9765200	0
797	chr1	38727200	38727800	0
798	chr1	245083800	245084400	0
799	chr2	74814200	74814600	0
800	chr2	219088000	219088200	0
801	chr2	240189000	240189600	0
802	chr3	24525200	24525600	0
803	chr3	196500600	196501000	0
804	chr4	77119000	77119400	0
805	chr4	79571400	79572200	0
806	chr5	149539000	149539400	0
807	chr5	156923800	156924200	0
808	chr5	180035400	180035800	0
809	chr6	4889200	4889400	0
810	chr6	20257800	20258200	0
811	chr6	27754200	27756200	0
812	chr6	30843600	30845400	0
813	chr6	154833000	154835800	0
814	chr6	154931200	154931600	0
815	chr6	158760800	158761400	0
816	chr7	148788400	148789000	0
817	chr8	41926400	41926800	0
818	chr8	80672600	80673000	0
819	chr8	103809600	103810200	0
820	chr9	37469200	37469600	0
821	chr9	124248400	124248800	0
822	chr10	111840400	111841600	0
823	chr11	67902000	67902400	0
824	chr12	731800	732800	0
825	chr12	34515800	34516200	0
826	chr12	50477000	50478000	0
827	chr12	95955600	95956600	0
828	chr14	102616000	102617600	0
829	chr15	28340000	28340800	0
830	chr15	35087200	35088000	0
831	chr15	57618200	57618800	0
832	chr15	64183000	64183200	0
833	chr16	29194000	29195000	0
834	chr16	30506200	30507000	0
835	chr16	89231400	89232400	0
836	chr17	4439000	4440200	0
837	chr17	37897400	37898200	0
838	chr17	45318000	45318200	0
839	chr17	57931200	57931400	0
840	chr17	72159600	72160200	0
841	chr17	73069000	73070400	0
842	chr17	78960800	78962400	0
843	chr18	77271400	77272000	0
844	chr19	19381000	19381600	0
845	chr19	41097000	41097200	0
846	chr19	51243800	51244000	0
847	chr20	30173800	30174000	0
848	chr20	61316200	61317000	0
849	chr20	61424200	61424800	0
850	chr22	39762800	39763200	0
851	chr20	47835400	47835600	0
852	chr20	42098600	42099600	0
853	chr17	2689800	2690000	0
854	chr8	56855000	56855200	0
855	chr1	23711000	23711800	0
856	chr9	95400	95600	0
857	chr8	10535000	10535800	0
858	chr12	125481200	125483000	0
859	chr19	49575200	49575600	0
860	chr9	7055800	7056000	0
861	chr5	169209000	169209400	0
862	chr11	3206200	3206600	0
863	chr12	31218600	31219200	0
864	chr12	111234600	111235200	0
865	chr17	3562800	3563400	0
866	chr3	122190000	122190800	0
867	chr7	77164600	77165000	0
868	chr12	193200	193800	0
869	chr6	168234800	168235200	0
870	chr17	75468400	75469400	0
871	chr17	65775000	65775200	0
872	chr19	18385600	18386600	0
873	chr19	55836400	55837000	0
874	chr7	39869200	39870400	0
875	chr6	43969800	43970000	0
