UniqueID	Chromosome	Start	End	Strand
205	chr2	198363218	198365217	0
206	chr2	198363637	198365636	0
207	chr2	130902208	130904207	0
208	chr2	225449611	225451610	0
209	chr2	227698797	227700796	0
210	chr2	128568262	128570261	0
211	chr19	34616378	34618377	0
212	chr19	55400539	55402538	0
213	chr19	46842762	46844761	0
214	chr19	35068107	35070106	0
215	chr19	15574883	15576882	0
216	chr19	39018696	39020695	0
217	chr19	45407511	45409510	0
218	chr19	18157947	18159946	0
219	chr19	7659288	7661287	0
220	chr19	48970789	48972788	0
221	chr19	16283837	16285836	0
222	chr18	24403444	24405443	0
223	chr17	60625587	60627586	0
224	chr17	8126862	8128861	0
225	chr17	6338020	6340019	0
226	chr17	654400	656399	0
227	chr17	1947763	1949762	0
228	chr17	58041623	58043622	0
229	chr17	779642	781641	0
230	chr17	28256795	28258794	0
231	chr17	42580299	42582298	0
232	chr17	48545828	48547827	0
233	chr16	30885043	30887042	0
234	chr16	24681884	24683883	0
235	chr16	74488939	74490938	0
236	chr16	30290173	30292172	0
237	chr16	74454869	74456868	0
238	chr16	74454518	74456517	0
239	chr15	22715105	22717104	0
240	chr15	60770860	60772859	0
241	chr15	66331071	66333070	0
242	chr15	78883119	78885118	0
243	chr15	90198183	90200182	0
244	chr14	60679131	60681130	0
245	chr14	22942806	22944805	0
246	chr14	22943796	22945795	0
247	chr14	22944043	22946042	0
248	chr14	92525378	92527377	0
249	chr14	74223950	74225949	0
250	chr14	91032339	91034338	0
251	chr12	34135002	34137001	0
252	chr12	50704612	50706611	0
253	chr12	122455828	122457827	0
254	chr12	54332928	54334927	0
255	chr12	9217167	9219166	0
256	chr12	27933501	27935500	0
257	chr12	101858983	101860982	0
258	chr12	118682377	118684376	0
259	chr12	49658040	49660039	0
260	chr12	80084378	80086377	0
261	chr12	95610759	95612758	0
262	chr12	95610022	95612021	0
263	chr11	119241916	119243915	0
264	chr11	66479981	66481980	0
265	chr10	99790086	99792085	0
266	chr10	48188112	48190111	0
267	chr10	17658877	17660876	0
268	chr1	234727521	234729520	0
269	chr1	243264536	243266535	0
270	chr1	155247783	155249782	0
271	chr1	233462014	233464013	0
272	chr1	155021542	155023541	0
273	chr1	23569758	23571757	0
274	chr1	41488410	41490409	0
275	chr1	104158499	104160498	0
276	chr1	114447324	114449323	0
277	chr1	121131756	121133755	0
278	chr1	150253453	150255452	0
279	chr14	95236063	95238062	0
280	chr6	155052959	155054958	0
281	chr8	54934590	54936589	0
282	chr7	158622445	158624444	0
283	chr17	72419490	72421489	0
284	chr5	122737539	122739538	0
285	chr9	134359552	134361551	0
286	chr20	61436440	61438439	0
287	chr2	130750179	130752178	0
288	chr12	6552533	6554532	0
289	chr18	14828665	14830664	0
290	chr2	43822686	43824685	0
291	chr7	27135116	27137115	0
292	chr1	19921973	19923972	0
293	chr1	19921977	19923976	0
294	chr2	43998990	44000989	0
295	chr2	43999678	44001677	0
296	chr11	107798520	107800519	0
297	chr1	247334819	247336818	0
298	chr8	140941916	140943915	0
299	chr20	31278317	31280316	0
300	chr20	58151064	58153063	0
301	chr2	127412009	127414008	0
302	chr17	57407550	57409549	0
303	chr16	50726014	50728013	0
304	chr10	13570475	13572474	0
305	chr1	230730830	230732829	0
306	chr1	16067417	16069416	0
307	chr2	235859117	235861116	0
308	chr2	130748962	130750961	0
309	chr19	45999820	46001819	0
310	chr8	142443145	142445144	0
311	chr20	36148117	36150116	0
312	chr7	113724882	113726881	0
313	chr5	173172715	173174714	0
314	chr22	42664259	42666258	0
315	chr21	34890916	34892915	0
316	chr2	3751244	3753243	0
317	chr2	20864924	20866923	0
318	chr14	21737154	21739153	0
319	chr14	101326864	101328863	0
320	chr11	124542194	124544193	0
321	chr1	54878653	54880652	0
322	chr19	13259729	13261728	0
323	chr8	131455407	131457406	0
324	chr9	130157921	130159920	0
325	chr22	23855290	23857289	0
326	chr16	30995019	30997018	0
327	chr16	46864824	46866823	0
328	chr9	21159836	21161835	0
329	chr5	98860667	98862666	0
330	chr19	39858293	39860292	0
331	chr19	14640083	14642082	0
332	chr1	54479827	54481826	0
333	chr6	29689052	29691051	0
334	chr3	193720949	193722948	0
335	chr18	65182283	65184282	0
336	chr11	61524628	61526627	0
337	chr11	107797729	107799728	0
338	chr3	138739269	138741268	0
339	chr9	82476434	82478433	0
340	chr9	88746037	88748036	0
341	chr9	98620686	98622685	0
342	chr9	115774008	115776007	0
343	chr9	132881585	132883584	0
344	chr9	34915672	34917671	0
345	chr9	37459207	37461206	0
346	chr9	79033252	79035251	0
347	chr9	79033350	79035349	0
348	chr9	91585757	91587756	0
349	chr9	91585053	91587052	0
350	chr9	100571791	100573790	0
351	chr9	131019569	131021568	0
352	chr9	136183129	136185128	0
353	chr8	12900359	12902358	0
354	chr8	28558482	28560481	0
355	chr8	49468502	49470501	0
356	chr8	143169688	143171687	0
357	chr7	44923052	44925051	0
358	chr7	74186809	74188808	0
359	chr7	6898962	6900961	0
360	chr7	51680447	51682446	0
361	chr7	72395164	72397163	0
362	chr6	4609390	4611389	0
363	chr6	29548526	29550525	0
364	chr6	29548785	29550784	0
365	chr6	45984982	45986981	0
366	chr6	81151561	81153560	0
367	chr6	157787456	157789455	0
368	chr6	160698171	160700170	0
369	chr6	30071517	30073516	0
370	chr6	134212575	134214574	0
371	chr6	29855546	29857545	0
372	chr5	5049111	5051110	0
373	chr5	52500891	52502890	0
374	chr5	77516508	77518507	0
375	chr5	150284046	150286045	0
376	chr5	172446231	172448230	0
377	chr5	172652927	172654926	0
378	chr5	180110266	180112265	0
379	chr5	80596880	80598879	0
380	chr5	80595909	80597908	0
381	chr4	106816644	106818643	0
382	chr4	42563943	42565942	0
383	chr4	84455567	84457566	0
384	chr4	95128208	95130207	0
385	chr4	95127262	95129261	0
386	chr3	133291074	133293073	0
387	chr3	186640043	186642042	0
388	chr3	151102101	151104100	0
389	chr3	151645464	151647463	0
390	chr3	49377646	49379645	0
391	chr3	129062754	129064753	0
392	chr22	30642341	30644340	0
393	chr22	38450818	38452817	0
394	chr22	30162501	30164500	0
395	chr22	30161858	30163857	0
396	chr22	33255921	33257920	0
397	chr20	37375585	37377584	0
398	chr20	54965927	54967926	0
399	chr2	24297896	24299895	0
400	chr2	62115440	62117439	0
401	chr2	179440330	179442329	0
402	chr2	209118471	209120470	0
403	chr2	128823874	128825873	0
404	chr2	34607355	34609354	0
405	chr2	62080779	62082778	0
406	chr2	73439850	73441849	0
407	chr2	84516306	84518305	0
408	chr2	99223542	99225541	0
409	chr2	108529904	108531903	0
410	chr2	120435243	120437242	0
411	chr2	133051451	133053450	0
412	chr2	154302898	154304897	0
413	chr2	200715397	200717396	0
414	chr2	203858417	203860416	0
415	chr2	219133615	219135614	0
416	chr2	234543600	234545599	0
417	chr2	239847466	239849465	0
418	chr19	10396143	10398142	0
419	chr19	19313734	19315733	0
420	chr19	23013503	23015502	0
421	chr19	28886836	28888835	0
422	chr19	14888854	14890853	0
423	chr19	33368828	33370827	0
424	chr19	50168633	50170632	0
425	chr18	65183718	65185717	0
426	chr18	56471000	56472999	0
427	chr17	7515764	7517763	0
428	chr17	7515882	7517881	0
429	chr17	27229590	27231589	0
430	chr17	27949426	27951425	0
431	chr17	61547465	61549464	0
432	chr17	62074211	62076210	0
433	chr16	30886145	30888144	0
434	chr16	86228287	86230286	0
435	chr16	5255589	5257588	0
436	chr16	15015159	15017158	0
437	chr16	48504545	48506544	0
438	chr15	40615917	40617916	0
439	chr15	44117661	44119660	0
440	chr15	45003015	45005014	0
441	chr15	45002175	45004174	0
442	chr15	65316926	65318925	0
443	chr15	65592457	65594456	0
444	chr15	97093111	97095110	0
445	chr15	65202601	65204600	0
446	chr15	75117388	75119387	0
447	chr15	76194700	76196699	0
448	chr14	102828754	102830753	0
449	chr14	102827800	102829799	0
450	chr14	42880276	42882275	0
451	chr14	45552681	45554680	0
452	chr14	45551802	45553801	0
453	chr14	49287063	49289062	0
454	chr14	50086904	50088903	0
455	chr14	74100145	74102144	0
456	chr14	90356632	90358631	0
457	chr13	113662485	113664484	0
458	chr13	107076621	107078620	0
459	chr12	31900675	31902674	0
460	chr12	100377933	100379932	0
461	chr12	105352023	105354022	0
462	chr12	123846915	123848914	0
463	chr12	19926885	19928884	0
464	chr12	50255456	50257455	0
465	chr12	58026639	58028638	0
466	chr12	80327181	80329180	0
467	chr12	130701203	130703202	0
468	chr11	30445599	30447598	0
469	chr11	57344054	57346053	0
470	chr11	62527516	62529515	0
471	chr11	69973903	69975902	0
472	chr11	73471683	73473682	0
473	chr11	116646093	116648092	0
474	chr10	69632590	69634589	0
475	chr10	85899839	85901838	0
476	chr10	92752877	92754876	0
477	chr10	119805615	119807614	0
478	chr10	119804290	119806289	0
479	chr1	29556955	29558954	0
480	chr1	67881397	67883396	0
481	chr1	94312207	94314206	0
482	chr1	108742972	108744971	0
483	chr1	108741048	108743047	0
484	chr1	117664710	117666709	0
485	chr1	17731756	17733755	0
486	chr1	35219148	35221147	0
487	chr1	181159786	181161785	0
488	chr1	193026046	193028045	0
489	chr1	193027052	193029051	0
490	chr1	203443456	203445455	0
491	chr1	234162474	234164473	0
492	chr7	20370871	20372870	1
493	chr6	34523611	34525610	1
494	chr3	154373583	154375582	1
495	chr22	43670461	43672460	1
496	chr2	65866812	65868811	1
497	chr2	207474037	207476036	1
498	chr2	173598502	173600501	1
499	chr19	34080095	34082094	1
500	chr19	52783550	52785549	1
501	chr17	9550478	9552477	1
502	chr17	29294303	29296302	1
503	chr17	79904610	79906609	1
504	chr16	28984042	28986041	1
505	chr16	3048403	3050402	1
506	chr16	67424254	67426253	1
507	chr16	69477694	69479693	1
508	chr15	32892830	32894829	1
509	chr15	42500015	42502014	1
510	chr15	42499111	42501110	1
511	chr13	73027606	73029605	1
512	chr13	96296458	96298457	1
513	chr12	1866678	1868677	1
514	chr11	70047769	70049768	1
515	chr11	102101154	102103153	1
516	chr11	102678148	102680147	1
517	chr10	22505503	22507502	1
518	chr10	16859028	16861027	1
519	chr1	228128885	228130884	1
520	chr1	201474869	201476868	1
521	chr1	166944220	166946219	1
522	chr1	120394439	120396438	1
523	chr1	27338828	27340827	1
524	chr11	67054518	67056517	1
525	chr10	103844988	103846987	1
526	chr6	27234392	27236391	1
527	chr3	48332366	48334365	1
528	chr22	42074215	42076214	1
529	chr20	44175566	44177565	1
530	chr20	44175892	44177891	1
531	chr18	3601498	3603497	1
532	chr15	94575387	94577386	1
533	chr20	61667881	61669880	1
534	chr20	61667863	61669862	1
535	chr17	27348159	27350158	1
536	chr19	18395806	18397805	1
537	chr12	58174872	58176871	1
538	chr16	12009096	12011095	1
539	chr4	7192765	7194764	1
540	chr11	63847662	63849661	1
541	chr11	128775431	128777430	1
542	chr5	75048805	75050804	1
543	chr1	224140642	224142641	1
544	chr19	55082887	55084886	1
545	chr18	78004930	78006929	1
546	chr3	52188207	52190206	1
547	chr12	6960731	6962730	1
548	chr2	74648219	74650218	1
549	chr16	81109424	81111423	1
550	chr6	73308863	73310862	1
551	chr6	42109858	42111857	1
552	chr6	164506194	164508193	1
553	chr5	8157402	8159401	1
554	chr5	156349630	156351629	1
555	chr4	110223314	110225313	1
556	chr4	110222691	110224690	1
557	chr4	108909370	108911369	1
558	chr3	194991397	194993396	1
559	chr21	40377580	40379579	1
560	chr20	236877	238876	1
561	chr2	85910798	85912797	1
562	chr2	106905010	106907009	1
563	chr2	178862998	178864997	1
564	chr19	105971	107970	1
565	chr19	44329944	44331943	1
566	chr19	7700267	7702266	1
567	chr19	49313787	49315786	1
568	chr19	44528915	44530914	1
569	chr19	44527994	44529993	1
570	chr19	44528006	44530005	1
571	chr18	61635659	61637658	1
572	chr17	10599411	10601410	1
573	chr17	61676731	61678730	1
574	chr17	16340636	16342635	1
575	chr17	5184058	5186057	1
576	chr17	79792427	79794426	1
577	chr16	5665698	5667697	1
578	chr16	56277932	56279931	1
579	chr15	39871780	39873779	1
580	chr15	50474515	50476514	1
581	chr15	78112743	78114742	1
582	chr15	69617260	69619259	1
583	chr15	32893988	32895987	1
584	chr15	64692172	64694171	1
585	chr15	41289972	41291971	1
586	chr15	90437075	90439074	1
587	chr14	24639562	24641561	1
588	chr12	118572163	118574162	1
589	chr12	121585313	121587312	1
590	chr11	44331217	44333216	1
591	chr11	49426242	49428241	1
592	chr11	71823327	71825326	1
593	chr1	155206129	155208128	1
594	chr1	44455531	44457530	1
595	chr1	156570789	156572788	1
596	chr5	37207966	37209965	1
597	chr11	35638235	35640234	1
598	chr12	124085124	124087123	1
599	chr16	12009440	12011439	1
600	chr13	101231872	101233871	1
601	chr2	74647305	74649304	1
602	chr19	58464628	58466627	1
603	chr19	51686661	51688660	1
604	chr10	86086842	86088841	1
605	chr6	117380345	117382344	1
606	chr20	46198179	46200178	1
607	chr11	78128895	78130894	1
608	chr1	203121529	203123528	1
609	chr22	50526808	50528807	1
610	chr17	40549527	40551526	1
611	chr19	16434128	16436127	1
612	chr6	29862931	29864930	1
613	chr12	49370898	49372897	1
614	chr20	57327907	57329906	1
615	chr16	1050427	1052426	1
616	chr15	42118783	42120782	1
617	chr15	42118783	42120782	1
618	chr15	42118793	42120792	1
619	chr19	10395285	10397284	1
620	chr2	386912	388911	1
621	chr1	44411724	44413723	1
622	chr9	13022392	13024391	1
623	chr8	25902414	25904413	1
624	chr5	177365123	177367122	1
625	chr14	74296339	74298338	1
626	chr4	48490769	48492768	1
627	chr4	83194724	83196723	1
628	chr3	133969190	133971189	1
629	chr9	129621444	129623443	1
630	chr6	58398913	58400912	1
631	chr3	195716690	195718689	1
632	chr7	63559183	63561182	1
633	chr16	3066946	3068945	1
634	chr3	194303240	194305239	1
635	chr2	222435726	222437725	1
636	chr2	219574068	219576067	1
637	chr4	567702	569701	1
638	chr2	130735735	130737734	1
639	chr1	247373659	247375658	1
640	chr20	61272297	61274296	1
641	chr9	116916340	116918339	1
642	chr9	132369663	132371662	1
643	chr9	98636483	98638482	1
644	chr9	128508124	128510123	1
645	chr8	37918899	37920898	1
646	chr8	42734879	42736878	1
647	chr8	42804139	42806138	1
648	chr8	142063889	142065888	1
649	chr8	38757253	38759252	1
650	chr8	107280470	107282469	1
651	chr8	107280872	107282871	1
652	chr8	107280973	107282972	1
653	chr8	144869590	144871589	1
654	chr7	6521422	6523421	1
655	chr7	44924461	44926460	1
656	chr7	156990706	156992705	1
657	chr7	5535049	5537048	1
658	chr7	101969446	101971445	1
659	chr7	55865674	55867673	1
660	chr7	43964537	43966536	1
661	chr7	100661853	100663852	1
662	chr7	23528592	23530591	1
663	chr6	30711832	30713831	1
664	chr6	170095844	170097843	1
665	chr6	56707300	56709299	1
666	chr6	29623258	29625257	1
667	chr6	36589790	36591789	1
668	chr6	153603369	153605368	1
669	chr6	31494994	31496993	1
670	chr5	178449253	178451252	1
671	chr5	177396817	177398816	1
672	chr5	139535404	139537403	1
673	chr5	132072831	132074830	1
674	chr5	157116775	157118774	1
675	chr5	137514176	137516175	1
676	chr4	37701125	37703124	1
677	chr4	25655423	25657422	1
678	chr3	49459687	49461686	1
679	chr3	49458879	49460878	1
680	chr3	48471095	48473094	1
681	chr3	88106924	88108923	1
682	chr22	24890543	24892542	1
683	chr22	32341005	32343004	1
684	chr22	30640484	30642483	1
685	chr22	38243282	38245281	1
686	chr22	38243375	38245374	1
687	chr22	43484935	43486934	1
688	chr21	32253375	32255374	1
689	chr20	18591312	18593311	1
690	chr20	54966894	54968893	1
691	chr2	98018141	98020140	1
692	chr2	27254278	27256277	1
693	chr2	124782251	124784250	1
694	chr2	124781364	124783363	1
695	chr2	3595048	3597047	1
696	chr2	198363218	198365217	1
697	chr2	198363637	198365636	1
698	chr2	130902208	130904207	1
699	chr2	225449611	225451610	1
700	chr2	227698797	227700796	1
701	chr2	128568262	128570261	1
702	chr19	34616378	34618377	1
703	chr19	55400539	55402538	1
704	chr19	46842762	46844761	1
705	chr19	35068107	35070106	1
706	chr19	15574883	15576882	1
707	chr19	39018696	39020695	1
708	chr19	45407511	45409510	1
709	chr19	18157947	18159946	1
710	chr19	7659288	7661287	1
711	chr19	48970789	48972788	1
712	chr19	16283837	16285836	1
713	chr18	24403444	24405443	1
714	chr17	60625587	60627586	1
715	chr17	8126862	8128861	1
716	chr17	6338020	6340019	1
717	chr17	654400	656399	1
718	chr17	1947763	1949762	1
719	chr17	58041623	58043622	1
720	chr17	779642	781641	1
721	chr17	28256795	28258794	1
722	chr17	42580299	42582298	1
723	chr17	48545828	48547827	1
724	chr16	30885043	30887042	1
725	chr16	24681884	24683883	1
726	chr16	74488939	74490938	1
727	chr16	30290173	30292172	1
728	chr16	74454869	74456868	1
729	chr16	74454518	74456517	1
730	chr15	22715105	22717104	1
731	chr15	60770860	60772859	1
732	chr15	66331071	66333070	1
733	chr15	78883119	78885118	1
734	chr15	90198183	90200182	1
735	chr14	60679131	60681130	1
736	chr14	22942806	22944805	1
737	chr14	22943796	22945795	1
738	chr14	22944043	22946042	1
739	chr14	92525378	92527377	1
740	chr14	74223950	74225949	1
741	chr14	91032339	91034338	1
742	chr12	34135002	34137001	1
743	chr12	50704612	50706611	1
744	chr12	122455828	122457827	1
745	chr12	54332928	54334927	1
746	chr12	9217167	9219166	1
747	chr12	27933501	27935500	1
748	chr12	101858983	101860982	1
749	chr12	118682377	118684376	1
750	chr12	49658040	49660039	1
751	chr12	80084378	80086377	1
752	chr12	95610759	95612758	1
753	chr12	95610022	95612021	1
754	chr11	119241916	119243915	1
755	chr11	66479981	66481980	1
756	chr10	99790086	99792085	1
757	chr10	48188112	48190111	1
758	chr10	17658877	17660876	1
759	chr1	234727521	234729520	1
760	chr1	243264536	243266535	1
761	chr1	155247783	155249782	1
762	chr1	233462014	233464013	1
763	chr1	155021542	155023541	1
764	chr1	23569758	23571757	1
765	chr1	41488410	41490409	1
766	chr1	104158499	104160498	1
767	chr1	114447324	114449323	1
768	chr1	121131756	121133755	1
769	chr1	150253453	150255452	1
770	chr14	95236063	95238062	1
771	chr6	155052959	155054958	1
772	chr8	54934590	54936589	1
773	chr7	158622445	158624444	1
774	chr17	72419490	72421489	1
775	chr5	122737539	122739538	1
776	chr9	134359552	134361551	1
777	chr20	61436440	61438439	1
778	chr2	130750179	130752178	1
779	chr12	6552533	6554532	1
780	chr18	14828665	14830664	1
781	chr2	43822686	43824685	1
782	chr7	27135116	27137115	1
783	chr1	19921973	19923972	1
784	chr1	19921977	19923976	1
785	chr2	43998990	44000989	1
786	chr2	43999678	44001677	1
787	chr11	107798520	107800519	1
788	chr1	247334819	247336818	1
789	chr8	140941916	140943915	1
790	chr20	31278317	31280316	1
791	chr20	58151064	58153063	1
792	chr2	127412009	127414008	1
793	chr17	57407550	57409549	1
794	chr16	50726014	50728013	1
795	chr10	13570475	13572474	1
796	chr1	230730830	230732829	1
797	chr1	16067417	16069416	1
798	chr2	235859117	235861116	1
799	chr2	130748962	130750961	1
800	chr19	45999820	46001819	1
801	chr8	142443145	142445144	1
802	chr20	36148117	36150116	1
803	chr7	113724882	113726881	1
804	chr5	173172715	173174714	1
805	chr22	42664259	42666258	1
806	chr21	34890916	34892915	1
807	chr2	3751244	3753243	1
808	chr2	20864924	20866923	1
809	chr14	21737154	21739153	1
810	chr14	101326864	101328863	1
811	chr11	124542194	124544193	1
812	chr1	54878653	54880652	1
813	chr19	13259729	13261728	1
814	chr8	131455407	131457406	1
815	chr9	130157921	130159920	1
816	chr22	23855290	23857289	1
817	chr16	30995019	30997018	1
818	chr16	46864824	46866823	1
819	chr9	21159836	21161835	1
820	chr5	98860667	98862666	1
821	chr19	39858293	39860292	1
822	chr19	14640083	14642082	1
823	chr1	54479827	54481826	1
824	chr6	29689052	29691051	1
825	chr3	193720949	193722948	1
826	chr18	65182283	65184282	1
827	chr11	61524628	61526627	1
828	chr11	107797729	107799728	1
829	chr3	138739269	138741268	1
830	chr9	82476434	82478433	1
831	chr9	88746037	88748036	1
832	chr9	98620686	98622685	1
833	chr9	115774008	115776007	1
834	chr9	132881585	132883584	1
835	chr9	34915672	34917671	1
836	chr9	37459207	37461206	1
837	chr9	79033252	79035251	1
838	chr9	79033350	79035349	1
839	chr9	91585757	91587756	1
840	chr9	91585053	91587052	1
841	chr9	100571791	100573790	1
842	chr9	131019569	131021568	1
843	chr9	136183129	136185128	1
844	chr8	12900359	12902358	1
845	chr8	28558482	28560481	1
846	chr8	49468502	49470501	1
847	chr8	143169688	143171687	1
848	chr7	44923052	44925051	1
849	chr7	74186809	74188808	1
850	chr7	6898962	6900961	1
851	chr7	51680447	51682446	1
852	chr7	72395164	72397163	1
853	chr6	4609390	4611389	1
854	chr6	29548526	29550525	1
855	chr6	29548785	29550784	1
856	chr6	45984982	45986981	1
857	chr6	81151561	81153560	1
858	chr6	157787456	157789455	1
859	chr6	160698171	160700170	1
860	chr6	30071517	30073516	1
861	chr6	134212575	134214574	1
862	chr6	29855546	29857545	1
863	chr5	5049111	5051110	1
864	chr5	52500891	52502890	1
865	chr5	77516508	77518507	1
866	chr5	150284046	150286045	1
867	chr5	172446231	172448230	1
868	chr5	172652927	172654926	1
869	chr5	180110266	180112265	1
870	chr5	80596880	80598879	1
871	chr5	80595909	80597908	1
872	chr4	106816644	106818643	1
873	chr4	42563943	42565942	1
874	chr4	84455567	84457566	1
875	chr4	95128208	95130207	1
876	chr4	95127262	95129261	1
877	chr3	133291074	133293073	1
878	chr3	186640043	186642042	1
879	chr3	151102101	151104100	1
880	chr3	151645464	151647463	1
881	chr3	49377646	49379645	1
882	chr3	129062754	129064753	1
883	chr22	30642341	30644340	1
884	chr22	38450818	38452817	1
885	chr22	30162501	30164500	1
886	chr22	30161858	30163857	1
