id,Chromosome,Start,End,mean.mean.MLP,mean.mean.MPP,Difference,mean.mean.diff,mean.mean.quot.log2,comb.p.val,comb.p.adj.fdr,combinedRank,num.sites,mean.num.na.MLP,mean.num.na.MPP,mean.mean.covg.MLP,mean.mean.covg.MPP,mean.nsamples.covg.thres5.MLP,mean.nsamples.covg.thres5.MPP
632283,chr10,11189400,11189600,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,1,0.333333333,0,0
632714,chr10,11667400,11667800,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,1,0.333333333,0,0
678002,chr10,125118400,125119800,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,1.333333333,0.333333333,0,0
731185,chr11,118783200,118786000,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,1,0.333333333,0,0
742092,chr12,671400,672200,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,0.666666667,0.333333333,0,0
750921,chr12,14410800,14411200,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,0.666666667,0.333333333,0,0
779440,chr12,102250400,102251200,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,0.666666667,0.333333333,0,0
801630,chr13,28607200,28608400,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,2.333333333,0.666666667,0,0
801814,chr13,28826200,28827200,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,0.666666667,0.333333333,0,0
822946,chr13,113938200,113938600,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,0.666666667,0.333333333,0,0
825899,chr14,23246800,23247200,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,0.666666667,0.333333333,0,0
825972,chr14,23298400,23298600,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,1,0.333333333,0,0
829707,chr14,35824800,35825200,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,1.333333333,0.333333333,0,0
840867,chr14,68680600,68681400,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,0.666666667,0.333333333,0,0
857771,chr14,103824000,103824200,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,0.666666667,0.333333333,0,0
866005,chr15,40349400,40350400,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,1,0.333333333,0,0
879019,chr15,64182800,64183200,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,0.666666667,0.333333333,0,0
982445,chr17,75471000,75471400,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,2,1,2.5,1,0.166666667,0,0
995907,chr18,21451200,21451800,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,0.666666667,0.333333333,0,0
1003153,chr18,46331200,46331800,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,1,0.333333333,0,0
1003154,chr18,46331800,46332200,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,1,0.333333333,0,0
1012343,chr18,77139200,77139600,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,2,0.333333333,0,0
1018819,chr19,6987600,6987800,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,2,1.5,2.5,0.833333333,0.166666667,0,0
1032131,chr19,36983800,36984000,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,1,0.333333333,0,0
1097919,chr22,30789200,30789600,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,0.666666667,0.333333333,0,0
1105897,chr22,42163800,42164400,1,0,1,1,6.658211483,9.31407E-18,6.49974E-16,221,1,1,2,1,0.333333333,0,0
540767,chr8,116459200,116459600,1,0.25,0.75,0.75,1.957771765,2.51183E-32,5.20053E-30,819,1,0,2,1.666666667,1.333333333,0,0
631852,chr10,8173200,8174200,1,0.25,0.75,0.75,3.821998812,5.73303E-19,5.80334E-17,495,2,0,1.5,2,0.5,0,0
859537,chr14,106158000,106158400,0.675925926,0,0.675925926,0.675925926,6.099980881,0.000131942,0.004701666,517,1,0,1,6.333333333,1,2,0
889805,chr15,79309000,79309800,0.666666667,0,0.666666667,0.666666667,5.879874755,1.14427E-53,1.05404E-49,275,2,0,1,2.833333333,1.333333333,0.5,0
898669,chr15,100172000,100172800,1,0.333333333,0.666666667,0.666666667,1.556673456,2.6867E-32,5.20053E-30,963,1,0,2,3.333333333,1,1,0
984351,chr17,77894800,77895800,1,0.333333333,0.666666667,0.666666667,1.556673456,2.6867E-32,5.20053E-30,963,1,0,2,2,1,0,0
229793,chr3,67095800,67096600,1,0.333333333,0.666666667,0.666666667,1.556673456,1.82459E-17,1.16489E-15,963,1,1,2,1.333333333,1,0,0
1085022,chr21,40157800,40158600,1,0.333333333,0.666666667,0.666666667,1.556673456,1.82459E-17,1.16489E-15,963,1,1,2,2,1,0,0
982442,chr17,75468000,75470400,1,0.354166667,0.645833333,0.645833333,1.474049199,3.86121E-19,3.99635E-17,1018,2,0,1.5,3.5,1.333333333,0.5,0
992373,chr18,11500400,11500800,0.888888889,0.25,0.638888889,0.611111111,3.587915628,8.69864E-11,4.40261E-09,534,5,0.8,1.6,1.333333333,0.533333333,0,0
951437,chr17,27192800,27193200,1,0.375,0.625,0.625,1.391424942,0.001736363,0.056219701,1048,1,1,1,0.666666667,2,0,0
554208,chr9,859000,859800,0.697619048,0.075,0.622619048,0.470833333,4.381443137,5.68758E-06,0.000223894,911,7,0.428571429,2.142857143,2.714285714,0.714285714,0.857142857,0.142857143
2783,chr1,1841600,1842200,1,0.4,0.6,0.6,1.300659478,2.82196E-32,5.20053E-30,1096,1,0,2,3,1.666666667,1,1
983657,chr17,77034400,77034600,1,0.4,0.6,0.6,1.300659478,1.87128E-17,1.16489E-15,1096,1,1,2,1.333333333,1.666666667,0,1
641226,chr10,32208600,32209600,1,0.416666667,0.583333333,0.583333333,3.459195946,7.34617E-19,7.27634E-17,547,2,0.5,1.5,2,1.166666667,0,0
915612,chr16,29766800,29768400,1,0.416666667,0.583333333,0.583333333,1.271229799,1.19711E-18,1.14586E-16,1118,3,0.333333333,2,1.777777778,0.666666667,0.333333333,0
559969,chr9,20980800,20981400,0.833333333,0.25,0.583333333,0.583333333,3.533079779,1.78371E-11,9.17912E-10,538,2,1,1.5,1.333333333,0.666666667,0,0
696694,chr11,35412400,35413200,0.583333333,0,0.583333333,0.583333333,5.89077093,0.000116921,0.004207093,512,1,0,1,2.666666667,1,0,0
668625,chr10,103660200,103660800,0.583333333,0,0.583333333,0.583333333,5.89077093,0.000386324,0.013180091,540,1,0,1,3.333333333,2,0,0
383632,chr6,310400,311000,0.925,0.416666667,0.508333333,0.508333333,3.343222582,8.93683E-19,8.71128E-17,556,2,0,1,4.833333333,1.333333333,1,0
703057,chr11,59961000,59961600,0.5,0,0.5,0.5,5.672425342,1.05358E-48,2.77286E-45,377,1,0,1,2,1,0,0
372712,chr5,158879200,158880000,1,0.5,0.5,0.5,0.985786141,8.78291E-48,1.61808E-44,1263,1,0,1,1.666666667,1.333333333,0,0
802671,chr13,30719800,30721400,1,0.5,0.5,0.5,0.985786141,8.78291E-48,1.61808E-44,1263,1,0,1,3,1.333333333,0,0
1026859,chr19,18518800,18519400,1,0.5,0.5,0.5,0.985786141,8.78291E-48,1.61808E-44,1263,1,0,1,5,1.333333333,2,0
695829,chr11,34425600,34426600,1,0.5,0.5,0.5,0.985786141,2.64815E-33,2.12605E-30,1263,1,1,1,1.333333333,1.333333333,0,0
1017298,chr19,4872000,4872400,1,0.5,0.5,0.5,0.985786141,2.64815E-33,2.12605E-30,1263,1,1,1,1.333333333,1.333333333,0,0
69608,chr1,160692400,160693600,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,2.333333333,0.666666667,0,0
130587,chr2,47212000,47214400,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,2,0.666666667,0,0
205990,chr3,12688800,12690400,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,3,0.666666667,0,0
362519,chr5,137707000,137708000,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,2,0.666666667,0,0
383480,chr6,153800,154200,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,1.666666667,0.666666667,0,0
393100,chr6,16443600,16444600,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,1.333333333,0.666666667,0,0
393906,chr6,17715200,17715800,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,1.666666667,0.666666667,0,0
426670,chr6,111505600,111506400,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,3.333333333,0.666666667,0,0
519833,chr8,41384800,41385200,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,2,0.666666667,0,0
544713,chr8,126526000,126526800,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,1.666666667,0.666666667,0,0
580829,chr9,109514800,109515400,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,1.333333333,0.666666667,0,0
655631,chr10,78767600,78767800,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,1.666666667,0.666666667,0,0
655731,chr10,79171000,79172200,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,3.666666667,0.666666667,1,0
703200,chr11,60222000,60222600,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,3.333333333,0.666666667,0,0
714101,chr11,74711800,74713000,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,4,0.666666667,1,0
716159,chr11,77342200,77342400,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,3.333333333,0.666666667,1,0
790781,chr12,121686400,121687000,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,1.666666667,0.666666667,0,0
808582,chr13,45818800,45819200,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,1.333333333,0.666666667,0,0
819440,chr13,100030400,100031200,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,2.333333333,0.666666667,0,0
825710,chr14,22987400,22988600,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,1.666666667,0.666666667,0,0
849871,chr14,90125400,90125800,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,2.333333333,0.666666667,0,0
878601,chr15,63771600,63773800,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,2,0.666666667,0,0
895182,chr15,90396000,90396400,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,1.333333333,0.666666667,0,0
922435,chr16,57410800,57411000,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,1.333333333,1.333333333,0,0
944144,chr17,7994200,7994400,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,2.333333333,0.666666667,0,0
969557,chr17,54864200,54865000,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,2.333333333,0.666666667,0,0
1064814,chr20,39764400,39765000,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,1.333333333,0.666666667,0,0
1076544,chr20,61372400,61372800,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,1,0.666666667,0,0
1083244,chr21,36594800,36595400,1,0.5,0.5,0.5,0.985786141,3.03046E-32,5.20053E-30,1263,1,0,2,2,0.666666667,0,0
1024930,chr19,16284000,16284600,0.5,0,0.5,0.5,5.672425342,1.02439E-19,1.15075E-17,377,1,2,1,0.666666667,1.333333333,0,0
665760,chr10,99524200,99525000,1,0.5,0.5,0.5,3.329105741,8.60416E-19,8.43162E-17,557,2,0.5,2,1.833333333,0.333333333,0,0
556367,chr9,5554200,5554800,1,0.5,0.5,0.5,3.329105741,1.20663E-18,1.14586E-16,557,4,0.25,2,1.666666667,1.083333333,0,0.25
916130,chr16,30445800,30446400,0.5,0,0.5,0.5,3.329105741,1.20663E-18,1.14586E-16,557,2,0,1,2.166666667,1.333333333,0.5,0
1105654,chr22,41872800,41874000,1,0.5,0.5,0.5,3.329105741,1.20663E-18,1.14586E-16,557,2,0,1,2.166666667,1.666666667,0.5,0.5
8830,chr1,11902200,11902800,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,0.666666667,0.666666667,0,0
101535,chr1,233733600,233734000,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,1,0.666666667,0,0
110582,chr2,7570400,7570800,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,1.333333333,0.666666667,0,0
119357,chr2,25931800,25932200,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,1,0.666666667,0,0
132755,chr2,55204200,55204800,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,2,0.666666667,0,0
149826,chr2,101916200,101917200,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,0.666666667,0.666666667,0,0
158396,chr2,127840200,127840400,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,2.333333333,0.666666667,0,0
188243,chr2,218946200,218946600,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,1.333333333,0.666666667,0,0
208362,chr3,15817200,15817600,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,1.666666667,1.333333333,0,0
290795,chr4,48502200,48502400,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,2.666666667,0.666666667,1,0
303148,chr4,105977400,105978800,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,1.333333333,0.666666667,0,0
314525,chr4,153229000,153229200,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,1,0.666666667,0,0
325630,chr5,5046600,5047800,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,1,0.666666667,0,0
474754,chr7,74057400,74058600,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,2,0.666666667,1,0
545472,chr8,128744800,128745400,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,2.666666667,0.666666667,1,0
642168,chr10,35434800,35435800,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,1,0.666666667,0,0
687826,chr11,10463200,10463400,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,1.666666667,0.666666667,0,0
736160,chr11,126291200,126292000,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,1,0.666666667,0,0
742770,chr12,1711800,1712000,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,1.666666667,0.666666667,0,0
775281,chr12,93518400,93519200,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,1.333333333,1.333333333,0,0
788114,chr12,116974800,116976800,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,1.666666667,0.666666667,0,0
790117,chr12,120911800,120912800,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,1.333333333,0.666666667,0,0
821113,chr13,109814000,109814200,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,1.333333333,0.666666667,0,0
825916,chr14,23258000,23259200,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,0.666666667,0.666666667,0,0
850684,chr14,91716200,91717000,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,0.666666667,0.666666667,0,0
935626,chr16,87836600,87837200,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,2.333333333,0.666666667,0,0
1019195,chr19,7473600,7474000,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,1.666666667,0.666666667,0,0
1036412,chr19,43018000,43020000,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,1.666666667,0.666666667,0,0
1073907,chr20,56043600,56045000,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,1.333333333,0.666666667,0,0
1090629,chr22,18538200,18538600,1,0.5,0.5,0.5,0.985786141,1.94118E-17,1.16489E-15,1263,1,1,2,1.666666667,0.666666667,0,0
139721,chr2,70334800,70337000,1,0.5,0.5,0.5,3.329105741,2.11167E-10,1.04579E-08,557,2,0.5,1.5,2,0.666666667,0.5,0
683264,chr11,1405400,1406200,1,0.5,0.5,0.5,3.329105741,2.72731E-10,1.32924E-08,557,2,1.5,1.5,1.5,0.666666667,0,0
1034738,chr19,40915600,40917800,1,0.5,0.5,0.5,3.329105741,2.72731E-10,1.32924E-08,557,2,1,2,0.666666667,0.333333333,0,0
106979,chr1,248597400,248598200,1,0.5,0.5,0.5,3.329105741,3.133E-10,1.51494E-08,557,2,0.5,2,1.5,0.333333333,0,0
328861,chr5,21830800,21831800,1,0.5,0.5,0.5,3.329105741,3.82141E-10,1.80517E-08,557,2,1.5,2,0.833333333,0.333333333,0,0
671935,chr10,112182400,112183600,0.5,0,0.5,0.5,5.672425342,7.36666E-06,0.000288757,895,1,0,0,2.666666667,1.666666667,0,0
557751,chr9,7179000,7179400,0.8,0.3,0.5,0.5,2.69966949,3.65955E-05,0.001370324,677,5,0.8,1.8,1.466666667,0.6,0,0
486038,chr7,106065200,106066400,0.944444444,0.479166667,0.465277778,0.465277778,1.02902983,4.59049E-10,2.14646E-08,1243,2,0.5,1.5,2.333333333,1.333333333,0,0
125499,chr2,37857200,37858800,1,0.555555556,0.444444444,0.444444444,0.836614638,8.64774E-07,3.59633E-05,1777,1,0,0,2.333333333,2.333333333,1,0
655761,chr10,79253000,79253400,1,0.555555556,0.444444444,0.444444444,0.836614638,8.64774E-07,3.59633E-05,1777,1,0,0,1,3,0,0
159955,chr2,131061200,131062000,0.944444444,0.5,0.444444444,0.444444444,3.245035445,2.18573E-10,1.07668E-08,953,2,0.5,1,1.666666667,1.166666667,0,0
193624,chr2,231712400,231713200,0.944444444,0.5,0.444444444,0.416666667,3.199015537,3.02843E-10,1.46823E-08,987,3,1,2.333333333,1,0.222222222,0,0
385300,chr6,2857000,2858200,0.428571429,0,0.428571429,0.428571429,5.454739923,8.02889E-05,0.002958323,971,1,0,1,5,1.333333333,2,0
