id,Chromosome,Start,End,mean.mean.CMP,mean.mean.MLP,mean.mean.diff,Difference,mean.mean.quot.log2,comb.p.val,comb.p.adj.fdr,combinedRank,num.sites,mean.num.na.CMP,mean.num.na.MLP,mean.mean.covg.CMP,mean.mean.covg.MLP,mean.nsamples.covg.thres5.CMP,mean.nsamples.covg.thres5.MLP
356150,chr4,129268400,129268600,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,1,0.333333333,0,0
438212,chr5,180434600,180435600,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,1,0.666666667,0,0
445588,chr6,6755400,6755600,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,1,0.333333333,0,0
473348,chr6,42110400,42111200,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,0.666666667,0.333333333,0,0
475691,chr6,44175600,44176000,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,1,0.333333333,0,0
513255,chr6,155183600,155183800,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,0.666666667,0.333333333,0,0
559638,chr7,77164600,77165000,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,1.333333333,0.333333333,0,0
592295,chr7,138065200,138065800,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,1.333333333,0.333333333,0,0
655113,chr8,128788800,128789000,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,2.333333333,0.333333333,0,0
786336,chr10,101426600,101427400,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,0.666666667,0.333333333,0,0
812873,chr11,18433600,18434000,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,0.666666667,0.333333333,0,0
885051,chr12,53516600,53517200,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,1.666666667,0.333333333,0,0
919418,chr12,124997000,124998000,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,1,0.333333333,0,0
943438,chr13,111138400,111139600,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,1,0.666666667,0,0
943446,chr13,111155400,111155800,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,1,0.333333333,0,0
1132672,chr17,79902000,79903000,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,0.666666667,0.333333333,0,0
1169768,chr19,10446800,10447400,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,0.666666667,0.333333333,0,0
1203809,chr19,55471200,55471600,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,1.666666667,0.333333333,0,0
1214855,chr20,30173800,30174000,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,1.333333333,0.333333333,0,0
1215913,chr20,31225600,31226800,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,1,0.333333333,0,0
1262110,chr22,24626000,24626400,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,1.333333333,0.333333333,0,0
1266631,chr22,32147200,32147800,1,0,1,1,6.658211483,9.64629E-18,1.61209E-15,163,1,1,2,1.333333333,0.333333333,0,0
1099860,chr17,38268200,38268400,1,0.333333333,0.666666667,0.666666667,1.556673456,2.77776E-32,1.48387E-29,1452,1,0,2,1.333333333,1,0,0
1264160,chr22,29004000,29005400,0.638888889,0,0.638888889,0.638888889,6.019899557,7.38023E-05,0.005538218,461,1,0,1,3,1,0,0
1145437,chr18,21019600,21019800,1,0.375,0.625,0.625,3.534247726,1.85559E-10,2.05087E-08,678,2,0.5,1.5,1.166666667,0.666666667,0,0
435278,chr5,176983600,176983800,1,0.411111111,0.588888889,0.588888889,1.262082446,1.88085E-05,0.001495776,1762,1,1,0,1.333333333,3.333333333,0,1
809547,chr11,12836200,12836800,1,0.416666667,0.583333333,0.583333333,3.459195946,7.02539E-19,1.8137E-16,695,2,0,1,1.5,1.166666667,0,0
544766,chr7,39869200,39870400,1,0.416666667,0.583333333,0.583333333,3.459195946,3.07095E-10,3.31989E-08,693,2,1.5,1.5,0.833333333,1,0,0
571550,chr7,103622600,103624400,1,0.416666667,0.583333333,0.583333333,1.243173983,4.54524E-06,0.000399081,1779,1,0,0,1,3.333333333,0,0
262974,chr3,38031400,38033400,1,0.416666667,0.583333333,0.583333333,1.243173983,1.86292E-05,0.00148493,1779,1,0,1,2.333333333,1.666666667,0,0
1047409,chr16,30867400,30867600,1,0.444444444,0.555555556,0.555555556,3.413176037,2.22941E-10,2.43294E-08,700,2,0.5,1,1.333333333,1,0,0
465926,chr6,34484800,34485200,0.541666667,0,0.541666667,0.541666667,5.785724906,0.000349529,0.024280351,498,1,1,0,2.333333333,2,0,0
974701,chr14,105860400,105861600,0.5,0,0.5,0.5,5.672425342,6.42695E-63,1.11167E-58,472,1,0,0,2.666666667,2.333333333,0,0
997799,chr15,63479400,63479800,0.5,0,0.5,0.5,5.672425342,1.68831E-47,5.04434E-44,472,1,1,0,2.666666667,3,0,0
55175,chr1,62193800,62194800,1,0.5,0.5,0.5,0.985786141,2.74134E-33,3.79335E-30,2048,1,1,1,0.666666667,1.333333333,0,0
748371,chr10,15494800,15497400,1,0.5,0.5,0.5,0.985786141,2.74134E-33,3.79335E-30,2048,1,1,1,0.666666667,1.333333333,0,0
288957,chr3,127843600,127844200,1,0.5,0.5,0.5,0.985786141,3.133E-32,1.48387E-29,2048,1,0,2,1.333333333,0.666666667,0,0
290327,chr3,129574400,129575800,1,0.5,0.5,0.5,0.985786141,3.133E-32,1.48387E-29,2048,1,0,2,1.666666667,0.666666667,0,0
445595,chr6,6759000,6759600,1,0.5,0.5,0.5,0.985786141,3.133E-32,1.48387E-29,2048,1,0,2,1.666666667,1.333333333,0,0
469097,chr6,37217200,37217400,1,0.5,0.5,0.5,0.985786141,3.133E-32,1.48387E-29,2048,1,0,2,1.666666667,0.666666667,0,0
1029173,chr16,4424000,4424200,1,0.5,0.5,0.5,0.985786141,3.133E-32,1.48387E-29,2048,1,0,2,1.666666667,0.666666667,0,0
1101052,chr17,39688400,39689000,1,0.5,0.5,0.5,0.985786141,3.133E-32,1.48387E-29,2048,1,0,2,1.333333333,0.666666667,0,0
1112309,chr17,55158800,55161400,1,0.5,0.5,0.5,0.985786141,3.133E-32,1.48387E-29,2048,1,0,2,2.333333333,0.666666667,0,0
1164194,chr19,4624200,4624800,1,0.5,0.5,0.5,0.985786141,3.133E-32,1.48387E-29,2048,1,0,2,2.666666667,0.666666667,0,0
465867,chr6,34432800,34433000,1,0.5,0.5,0.5,0.985786141,2.52896E-19,7.11275E-17,2048,1,2,1,0.333333333,1.333333333,0,0
749804,chr10,18871600,18872400,0.5,0,0.5,0.5,5.672425342,2.52896E-19,7.11275E-17,472,1,2,1,0.666666667,0.666666667,0,0
830072,chr11,64917600,64917800,0.5,0,0.5,0.5,5.672425342,2.52896E-19,7.11275E-17,472,1,2,1,0.666666667,0.666666667,0,0
1165838,chr19,6087000,6089000,0.5,0,0.5,0.5,5.672425342,2.52896E-19,7.11275E-17,472,1,1,2,1.333333333,0.333333333,0,0
15523,chr1,16553000,16554600,1,0.5,0.5,0.5,3.329105741,1.22991E-18,3.06098E-16,710,2,0,1,2.666666667,2.5,0.5,0.5
251916,chr3,12727000,12727400,1,0.5,0.5,0.5,0.985786141,2.00909E-17,2.88392E-15,2048,1,1,2,1,0.666666667,0,0
529991,chr7,5367400,5368000,1,0.5,0.5,0.5,0.985786141,2.00909E-17,2.88392E-15,2048,1,1,2,1.333333333,0.666666667,0,0
872210,chr12,21503400,21503800,1,0.5,0.5,0.5,0.985786141,2.00909E-17,2.88392E-15,2048,1,1,2,0.666666667,0.666666667,0,0
943061,chr13,110419400,110419800,1,0.5,0.5,0.5,0.985786141,2.00909E-17,2.88392E-15,2048,1,1,2,1,0.666666667,0,0
1090911,chr17,28035000,28036600,1,0.5,0.5,0.5,0.985786141,2.00909E-17,2.88392E-15,2048,1,1,2,1.333333333,0.666666667,0,0
1263489,chr22,27031200,27032200,1,0.5,0.5,0.5,0.985786141,2.00909E-17,2.88392E-15,2048,1,1,2,1,0.666666667,0,0
452447,chr6,15872400,15873800,1,0.5,0.5,0.5,3.329105741,3.33451E-11,3.79454E-09,710,2,1,0.5,1.833333333,2,0.5,0.5
1269148,chr22,37599400,37600600,1,0.5,0.5,0.5,3.329105741,2.15398E-10,2.37308E-08,710,2,1,1,1,1.666666667,0,0.5
1031635,chr16,9100600,9100800,0.916666667,0.416666667,0.5,0.5,1.141139594,7.44458E-19,1.90769E-16,1893,2,0,1,2.666666667,1.5,1,0
1255787,chr21,46321200,46321800,0.833333333,0.361111111,0.472222222,0.472222222,3.272187623,2.96736E-11,3.3991E-09,1078,2,2,0.5,1.333333333,2.666666667,0.5,0
1192559,chr19,44303400,44304200,0.972222222,0.5,0.472222222,0.472222222,3.28829466,2.22941E-10,2.43294E-08,1070,2,0.5,1,2.666666667,1.5,0.5,0.5
405686,chr5,104566600,104566800,1,0.555555556,0.444444444,0.444444444,0.836614638,8.67486E-07,8.00261E-05,2739,1,0,0,1.666666667,2.333333333,0,0
852380,chr11,113551200,113551800,1,0.555555556,0.444444444,0.444444444,0.836614638,8.67486E-07,8.00261E-05,2739,1,0,0,2.333333333,2.333333333,0,0
296010,chr3,142947000,142948400,0.444444444,0,0.444444444,0.444444444,5.506032031,8.67486E-07,8.00261E-05,1160,1,0,0,2.333333333,3.666666667,0,0
277165,chr3,58020400,58020800,1,0.583333333,0.416666667,0.416666667,0.767440553,5.87957E-06,0.000509769,2931,1,0,0,2.333333333,2.666666667,0,0
953394,chr14,50062200,50062800,1,0.583333333,0.416666667,0.416666667,0.767440553,0.000142311,0.010364409,2931,1,1,0,2,4.666666667,0,1
46201,chr1,46982400,46983400,1,0.583333333,0.416666667,0.416666667,0.767440553,0.000792225,0.052103073,2912,1,1,1,1.666666667,1.666666667,0,0
892879,chr12,70073400,70073600,1,0.583333333,0.416666667,0.416666667,0.767440553,0.000792225,0.052103073,2912,1,1,1,1,1.666666667,0,0
1072685,chr16,87983000,87983600,1,0.583333333,0.416666667,0.416666667,0.767440553,0.000792225,0.052103073,2912,1,1,1,1.333333333,2.333333333,0,0
1075438,chr17,234800,235000,1,0.583333333,0.416666667,0.416666667,0.767440553,0.000792225,0.052103073,2912,1,1,1,1.333333333,2.333333333,0,0
696292,chr9,126773800,126774800,0.958333333,0.541666667,0.416666667,0.416666667,1.99041382,8.99521E-11,1.00706E-08,1209,4,0.75,1,0.916666667,0.916666667,0,0
792851,chr10,120500000,120500600,0.6,1,-0.4,-0.4,-0.727474145,2.08681E-17,2.93865E-15,2996,1,2,1,1.666666667,1,1,0
1163839,chr19,4285600,4285800,0.6,1,-0.4,-0.4,-0.727474145,1.558E-05,0.001256354,2996,1,0,0,3,2.333333333,1,0
1264504,chr22,29521800,29522800,0.6,1,-0.4,-0.4,-0.727474145,1.558E-05,0.001256354,2996,1,0,0,3,2.666666667,1,0
1278893,chr22,50506600,50507000,0.6,1,-0.4,-0.4,-0.727474145,1.558E-05,0.001256354,2996,1,0,0,3.666666667,1.666666667,1,0
1118555,chr17,62221000,62221400,0.5,0.916666667,-0.416666667,-0.416666667,-3.199015537,2.21457E-19,6.84024E-17,1238,2,0.5,1,1.5,1,0,0
45795,chr1,46612800,46613600,0.5,0.916666667,-0.416666667,-0.416666667,-3.199015537,8.23141E-19,2.07852E-16,1209,2,1.5,0,0.833333333,2.333333333,0,0
917825,chr12,123579600,123580600,0.583333333,1,-0.416666667,-0.416666667,-2.356165151,9.85288E-14,1.24398E-11,1209,3,0.333333333,0.333333333,2.555555556,1.333333333,0.666666667,0
665936,chr9,3261600,3261800,0.583333333,1,-0.416666667,-0.416666667,-0.781812104,3.72346E-10,3.95114E-08,2875,2,1.5,1,0.833333333,1,0,0
1137228,chr18,3614800,3615000,0.583333333,1,-0.416666667,-0.416666667,-2.356165151,2.01909E-07,1.96203E-05,1209,3,1.666666667,1,0.555555556,0.666666667,0,0
565726,chr7,97988400,97989600,0.583333333,1,-0.416666667,-0.416666667,-0.767440553,2.2392E-05,0.001764532,2912,1,1,0,1.666666667,2,0,0
423130,chr5,148798800,148800600,0.583333333,1,-0.416666667,-0.416666667,-0.767440553,0.000792225,0.052103073,2912,1,1,1,1.666666667,1,0,0
598489,chr7,148397400,148399200,0.583333333,1,-0.416666667,-0.416666667,-0.767440553,0.000792225,0.052103073,2912,1,1,1,1.666666667,0.666666667,0,0
1080930,chr17,7121400,7122400,0.583333333,1,-0.416666667,-0.416666667,-0.767440553,0.000792225,0.052103073,2912,1,1,1,1.666666667,1,0,0
286861,chr3,124310800,124313400,0,0.416666667,-0.416666667,-0.416666667,-5.415037499,2.2392E-05,0.001764532,1238,1,0,1,2.666666667,2.333333333,0,0
1175567,chr19,16263000,16263800,0,0.416666667,-0.416666667,-0.416666667,-5.415037499,2.2392E-05,0.001764532,1238,1,0,1,2.666666667,3,0,1
666582,chr9,5435800,5436200,0.408333333,0.833333333,-0.425,-0.425,-1.018206107,0.001317733,0.085526531,2018,2,0,0,2.666666667,1.833333333,0.5,0
1197565,chr19,49238200,49240000,0.479166667,0.916666667,-0.4375,-0.4375,-3.215704452,9.7527E-11,1.08834E-08,1173,4,1.25,0.75,1.083333333,1.25,0,0.25
1114665,chr17,57623800,57624400,0.556944444,1,-0.443055556,-0.443055556,-0.835369759,8.56783E-06,0.000726459,2773,2,0.5,0,3.166666667,3,1,0.5
1208916,chr20,3146000,3147600,0.5,0.944444444,-0.444444444,-0.444444444,-3.245035445,2.22941E-10,2.43294E-08,1160,2,1,0.5,1.333333333,1.5,0,0
1007341,chr15,74889000,74889800,0,0.444444444,-0.444444444,-0.444444444,-5.506032031,1.43319E-05,0.001163844,1171,1,0,0,3,3,0,0
1101533,chr17,40111000,40111200,0.555555556,1,-0.444444444,-0.444444444,-0.836614638,8.67486E-07,8.00261E-05,2739,1,0,0,2.333333333,1.333333333,0,0
532192,chr7,8175600,8176000,0.55,1,-0.45,-0.45,-0.850856561,4.18237E-06,0.000369094,2716,1,1,0,2.333333333,1.333333333,1,0
239635,chr2,234057000,234057400,0.55,1,-0.45,-0.45,-0.850856561,1.27953E-05,0.001046432,2716,1,0,0,4.333333333,4,1,1
802928,chr11,3091800,3092400,0,0.45,-0.45,-0.45,-5.523561956,0.000256136,0.018120197,1109,1,1,1,3,3,1,1
1070283,chr16,85436200,85437200,0.524074074,0.977777778,-0.453703704,-0.453703704,-2.423523533,6.22422E-14,7.8872E-12,1104,3,0.333333333,0.333333333,3.222222222,3.444444444,0.666666667,1.333333333
919032,chr12,124676000,124676400,0.544444444,1,-0.455555556,-0.455555556,-0.865240479,4.42403E-05,0.003356244,2692,1,0,0,4,3.333333333,1,1
290259,chr3,129343200,129345000,0,0.458333333,-0.458333333,-0.458333333,-5.549463819,0.000388949,0.02680341,1098,1,0,1,2.333333333,2.333333333,0,0
1026526,chr16,2008600,2008800,0,0.458333333,-0.458333333,-0.458333333,-5.549463819,0.000388949,0.02680341,1098,1,0,1,2.666666667,2.333333333,0,0
38312,chr1,39272800,39273800,0.527777778,1,-0.472222222,-0.472222222,-0.909273247,2.25811E-05,0.001775389,2623,1,0,0,3,2.333333333,0,0
342618,chr4,78671600,78671800,0.527777778,1,-0.472222222,-0.472222222,-0.909273247,0.000391916,0.026954193,2623,1,0,1,3,1,0,0
377506,chr5,10735800,10736800,0.522222222,1,-0.477777778,-0.477777778,-0.924254638,3.12139E-06,0.000280471,2604,1,0,0,3.333333333,1,1,0
667282,chr9,7172600,7173000,0.041666667,0.527777778,-0.486111111,-0.486111111,-4.440690426,6.91197E-11,7.7634E-09,1062,4,1.25,0.25,1.75,1.916666667,0.5,0
1226309,chr20,44542600,44543800,0.5,1,-0.5,-0.5,-0.985786141,6.42695E-63,1.11167E-58,2240,1,0,0,3.333333333,1.666666667,0,0
273943,chr3,50379600,50380400,0.5,1,-0.5,-0.5,-0.985786141,1.68831E-47,5.04434E-44,2240,1,1,0,1.333333333,2,0,0
566488,chr7,98727200,98728400,0,0.5,-0.5,-0.5,-5.672425342,5.53166E-37,1.27575E-33,472,1,1,1,0.666666667,1.333333333,0,0
351651,chr4,110622000,110622400,0,0.5,-0.5,-0.5,-5.672425342,7.522E-33,5.42117E-30,472,1,0,2,4,0.666666667,1,0
795204,chr10,126213600,126214800,0.5,1,-0.5,-0.5,-0.985786141,5.59423E-33,5.42117E-30,2240,1,1,1,1.333333333,1,0,0
1097295,chr17,35847400,35848000,0.5,1,-0.5,-0.5,-0.985786141,5.59423E-33,5.42117E-30,2240,1,1,1,1.333333333,0.666666667,0,0
1173910,chr19,14475800,14476200,0,0.5,-0.5,-0.5,-5.672425342,7.522E-33,5.42117E-30,472,1,0,2,1.333333333,1.333333333,0,0
120922,chr1,213300400,213300800,0.5,1,-0.5,-0.5,-0.985786141,3.133E-32,1.48387E-29,2240,1,2,0,0.666666667,2,0,0
178634,chr2,70203800,70205000,0.5,1,-0.5,-0.5,-0.985786141,3.133E-32,1.48387E-29,2240,1,2,0,0.666666667,3,0,0
357437,chr4,140093400,140093800,0.5,1,-0.5,-0.5,-0.985786141,3.133E-32,1.48387E-29,2240,1,2,0,0.666666667,1.666666667,0,0
363475,chr4,159488200,159488400,0.5,1,-0.5,-0.5,-0.985786141,3.133E-32,1.48387E-29,2240,1,2,0,0.666666667,1.666666667,0,0
376620,chr5,7991600,7992000,0.5,1,-0.5,-0.5,-0.985786141,3.133E-32,1.48387E-29,2240,1,2,0,0.666666667,1.333333333,0,0
700310,chr9,130784000,130784400,0.5,1,-0.5,-0.5,-0.985786141,3.133E-32,1.48387E-29,2240,1,2,0,0.666666667,1,0,0
776742,chr10,79662000,79663200,0.5,1,-0.5,-0.5,-0.985786141,3.133E-32,1.48387E-29,2240,1,2,0,0.666666667,2.333333333,0,0
881983,chr12,50442200,50443400,0.5,1,-0.5,-0.5,-0.985786141,3.133E-32,1.48387E-29,2240,1,2,0,0.666666667,1.333333333,0,0
1009772,chr15,77916600,77918400,0.5,1,-0.5,-0.5,-0.985786141,3.133E-32,1.48387E-29,2240,1,2,0,0.666666667,1.333333333,0,0
435906,chr5,177846800,177847400,0,0.5,-0.5,-0.5,-5.672425342,2.52896E-19,7.11275E-17,472,1,1,2,0.666666667,0.666666667,0,0
448238,chr6,11115400,11116000,0,0.5,-0.5,-0.5,-5.672425342,2.52896E-19,7.11275E-17,472,1,1,2,1,0.666666667,0,0
456850,chr6,24683800,24684200,0,0.5,-0.5,-0.5,-5.672425342,2.52896E-19,7.11275E-17,472,1,1,2,1,0.666666667,0,0
610766,chr8,2481400,2481600,0,0.5,-0.5,-0.5,-5.672425342,2.52896E-19,7.11275E-17,472,1,1,2,1,1.333333333,0,0
1190776,chr19,42069000,42069400,0,0.5,-0.5,-0.5,-5.672425342,2.52896E-19,7.11275E-17,472,1,1,2,0.666666667,0.666666667,0,0
478939,chr6,52254000,52255600,0.5,1,-0.5,-0.5,-3.329105741,4.66038E-19,1.24978E-16,710,2,1.5,1.5,0.5,0.666666667,0,0
666807,chr9,5851400,5851800,0,0.5,-0.5,-0.5,-3.329105741,4.66038E-19,1.24978E-16,710,2,1,1,1.333333333,0.833333333,0,0
1043691,chr16,25057800,25058600,0.5,1,-0.5,-0.5,-3.329105741,5.50626E-19,1.46526E-16,710,2,0,1,1.333333333,1.333333333,0,0
795227,chr10,126229400,126230800,0.5,1,-0.5,-0.5,-3.329105741,6.7871E-19,1.77873E-16,710,2,1,0.5,1.5,1.5,0,0
442740,chr6,3463800,3464200,0.5,1,-0.5,-0.5,-3.329105741,1.0079E-18,2.52662E-16,710,2,2,0,0.5,3.333333333,0,0.5
133658,chr1,234645000,234645400,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,1,0,0
148554,chr2,10700600,10701000,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,1.666666667,0,0
370359,chr4,187754200,187754800,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,1.333333333,0,0
432454,chr5,173323400,173324000,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,1,0,0
576405,chr7,110712600,110713000,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,0.666666667,0,0
591546,chr7,137276200,137276800,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,0.666666667,0,0
631210,chr8,54928600,54929000,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,0.666666667,0,0
676227,chr9,78973600,78974200,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,0.666666667,0,0
695799,chr9,126079400,126079800,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,0.666666667,0,0
788280,chr10,104199600,104200400,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,0.666666667,0,0
801258,chr11,1323200,1323600,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,1,0,0
826231,chr11,61023800,61024200,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,1.333333333,1.666666667,0,0
896837,chr12,92505800,92506200,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,0.666666667,0,0
961876,chr14,74408400,74409000,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,2,0,1
971190,chr14,101825600,101826200,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,0.666666667,0,0
1043533,chr16,24895000,24895600,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,2.333333333,0,1
1099849,chr17,38258600,38259000,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,0.666666667,0,0
1107334,chr17,45941800,45943600,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,1,0,0
1162137,chr19,2818800,2819200,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,1,0,0
1169361,chr19,10056800,10057000,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,1,0,0
1174981,chr19,15523400,15523600,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,1.666666667,0,0
1191523,chr19,42831800,42833200,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,0.666666667,0,0
1219496,chr20,34690000,34691400,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,1,0,0
1232728,chr20,51943800,51944800,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,2.333333333,0,0
1271303,chr22,39890800,39891200,0.5,1,-0.5,-0.5,-0.985786141,2.00909E-17,2.88392E-15,2240,1,2,1,0.666666667,1,0,0
667205,chr9,6929200,6930400,0.5,1,-0.5,-0.5,-2.547999208,1.95138E-13,2.42828E-11,957,4,1.25,1.25,1.333333333,1.25,0.25,0.25
1159647,chr19,568200,568400,0.5,1,-0.5,-0.5,-2.994345798,1.87998E-12,2.18242E-10,817,7,1.285714286,1,0.714285714,0.904761905,0,0
456286,chr6,21913800,21914200,0.5,1,-0.5,-0.5,-3.329105741,1.8423E-11,2.12442E-09,710,2,0.5,1.5,1.166666667,0.666666667,0,0
1198573,chr19,50052200,50052800,0.5,1,-0.5,-0.5,-3.329105741,3.33451E-11,3.79454E-09,710,2,0.5,1,2.166666667,1.666666667,0,0
70208,chr1,110460000,110461800,0,0.5,-0.5,-0.5,-3.329105741,3.89739E-10,4.09807E-08,710,2,1,0.5,1.166666667,1.833333333,0,0
557604,chr7,74057200,74058600,0.5,1,-0.5,-0.5,-0.985786141,0.000168981,0.012229572,2046,1,0,1,3.333333333,2,0,1
468577,chr6,36792800,36795200,0.444444444,0.972222222,-0.527777778,-0.527777778,-3.372364956,3.79296E-10,4.00042E-08,707,2,1,0.5,2,2.666666667,0,0.5
