id,Chromosome,Start,End,mean.mean.CMP,mean.mean.MPP,Difference,mean.mean.diff,mean.mean.quot.log2,comb.p.val,comb.p.adj.fdr,combinedRank,num.sites,mean.num.na.CMP,mean.num.na.MPP,mean.mean.covg.CMP,mean.mean.covg.MPP,mean.nsamples.covg.thres5.CMP,mean.nsamples.covg.thres5.MPP
952293,chr14,35824800,35825200,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,1.333333333,0.333333333,0,0
966818,chr14,91848400,91849200,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,1.333333333,0.333333333,0,0
967617,chr14,93389400,93390200,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,2.666666667,0.333333333,0,0
974427,chr14,105532000,105534000,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,3.333333333,0.333333333,0,0
1001813,chr15,67146800,67147200,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,1,0.333333333,0,0
1004732,chr15,70733800,70735800,1,0,1,1,6.658211483,5.46531E-33,2.18269E-30,46,1,1,1,0.666666667,0.666666667,0,0
1013045,chr15,82325800,82326200,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,2.666666667,0.333333333,0,0
1018310,chr15,91229200,91229600,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,3,0.333333333,0,0
1046462,chr16,29783600,29784600,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,1.666666667,0.333333333,0,0
1098318,chr17,36856400,36857000,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,1,1,0,0
1102612,chr17,41163600,41164200,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,1.666666667,0.333333333,0,0
1103117,chr17,41628200,41629600,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,2.333333333,0.333333333,0,0
1106412,chr17,44995400,44995600,1,0,1,1,6.658211483,5.46531E-33,2.18269E-30,46,1,1,1,0.666666667,1.333333333,0,0
1111032,chr17,49441800,49442200,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,1,0.333333333,0,0
1119744,chr17,63656800,63657000,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,2,0.333333333,0,0
1126785,chr17,74433400,74433800,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,2,0.333333333,0,0
1140124,chr18,9741800,9744000,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,1.333333333,0.333333333,0,0
1154301,chr18,55443000,55443400,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,1.333333333,0.333333333,0,0
1208880,chr20,3117600,3117800,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,1.333333333,0.333333333,0,0
1210493,chr20,5653400,5653800,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,1.333333333,0.333333333,0,0
1212993,chr20,21683800,21684000,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,2,0.333333333,0,0
1215967,chr20,31273400,31274200,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,2.333333333,0.333333333,0,0
1254826,chr21,45258200,45258400,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,2.333333333,0.333333333,1,0
1261837,chr22,24359200,24359400,1,0,1,1,6.658211483,7.34934E-33,2.18269E-30,59,1,0,2,2.333333333,0.333333333,0,0
81948,chr1,150233200,150233400,1,0,1,1,6.658211483,5.84251E-20,7.26046E-18,269,1,2,1,0.333333333,0.666666667,0,0
506558,chr6,144144800,144145200,1,0,1,1,6.658211483,5.84251E-20,7.26046E-18,269,1,2,1,0.333333333,1,0,0
624014,chr8,30768000,30768200,1,0,1,1,6.658211483,5.84251E-20,7.26046E-18,269,1,2,1,0.666666667,1,0,0
1160810,chr19,1669600,1670000,1,0,1,1,6.658211483,5.84251E-20,7.26046E-18,269,1,2,1,0.333333333,0.666666667,0,0
9387,chr1,9765000,9765200,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1,0.333333333,0,0
37758,chr1,38727200,38727800,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,0.666666667,0.333333333,0,0
138626,chr1,245083800,245084400,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,0.666666667,0.333333333,0,0
182439,chr2,74814200,74814600,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1,0.666666667,0,0
234578,chr2,219088000,219088200,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1.666666667,0.333333333,0,0
242437,chr2,240189000,240189600,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,0.666666667,0.333333333,0,0
257913,chr3,24525200,24525600,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,0.666666667,0.333333333,0,0
315478,chr3,196500600,196501000,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1,0.333333333,0,0
341729,chr4,77119000,77119400,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,0.666666667,0.333333333,0,0
343121,chr4,79571400,79572200,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,0.666666667,0.333333333,0,0
423928,chr5,149539000,149539400,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,0.666666667,0.333333333,0,0
426803,chr5,156923800,156924200,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1.333333333,0.333333333,0,0
437925,chr5,180035400,180035800,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1,0.333333333,0,0
444123,chr6,4889200,4889400,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1.333333333,0.333333333,0,0
455173,chr6,20257800,20258200,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,2,0.333333333,0,0
459426,chr6,27754200,27756200,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1.333333333,0.333333333,0,0
462420,chr6,30843600,30845400,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1,0.333333333,0,0
512829,chr6,154833000,154835800,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,0.666666667,0.333333333,0,0
512924,chr6,154931200,154931600,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,0.666666667,0.333333333,0,0
516070,chr6,158760800,158761400,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1.333333333,1,0,0
598937,chr7,148788400,148789000,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1.333333333,0.333333333,0,0
627827,chr8,41926400,41926800,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1,0.666666667,0,0
638189,chr8,80672600,80673000,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,0.666666667,0.333333333,0,0
647553,chr8,103809600,103810200,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,2.333333333,0.333333333,0,0
672527,chr9,37469200,37469600,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1.333333333,0.333333333,0,0
694186,chr9,124248400,124248800,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,2,0.333333333,0,0
790139,chr10,111840400,111841600,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,2,0.333333333,0,0
833233,chr11,67902000,67902400,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,0.666666667,0.333333333,0,0
864993,chr12,731800,732800,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1.666666667,0.333333333,0,0
877212,chr12,34515800,34516200,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1.666666667,0.333333333,0,0
882034,chr12,50477000,50478000,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,0.666666667,0.333333333,0,0
899426,chr12,95955600,95956600,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,2,0.333333333,0,0
971910,chr14,102616000,102617600,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1.666666667,0.333333333,0,0
978331,chr15,28340000,28340800,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,0.666666667,0.333333333,0,0
981723,chr15,35087200,35088000,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1.333333333,0.333333333,0,0
993779,chr15,57618200,57618800,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,2,0.333333333,0,0
998606,chr15,64183000,64183200,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1,0.333333333,0,0
1046011,chr16,29194000,29195000,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1.666666667,0.333333333,0,0
1047073,chr16,30506200,30507000,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1,0.333333333,0,0
1073775,chr16,89231400,89232400,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,2,0.333333333,0,0
1079016,chr17,4439000,4440200,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1.333333333,0.333333333,0,0
1099481,chr17,37897400,37898200,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1,0.333333333,0,0
1106752,chr17,45318000,45318200,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,3.333333333,0.333333333,1,0
1114975,chr17,57931200,57931400,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1.666666667,0.333333333,0,0
1124067,chr17,72159600,72160200,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1,0.333333333,0,0
1125117,chr17,73069000,73070400,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1.666666667,0.333333333,0,0
1131747,chr17,78960800,78962400,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,2,1,2.5,1.166666667,0.166666667,0,0
1158231,chr18,77271400,77272000,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1,0.666666667,0,0
1179133,chr19,19381000,19381600,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,2,0.333333333,0,0
1189737,chr19,41097000,41097200,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1.333333333,0.333333333,0,0
1199871,chr19,51243800,51244000,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,0.666666667,0.333333333,0,0
1214855,chr20,30173800,30174000,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1.333333333,0.333333333,0,0
1238169,chr20,61316200,61317000,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1.333333333,0.333333333,0,0
1238292,chr20,61424200,61424800,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1,0.333333333,0,0
1271135,chr22,39762800,39763200,1,0,1,1,6.658211483,9.41847E-18,7.11338E-16,390,1,1,2,1,0.666666667,0,0
1229127,chr20,47835400,47835600,1,0,1,1,6.658211483,9.55573E-11,4.95371E-09,676,2,1.5,2,0.5,0.333333333,0,0
1223965,chr20,42098600,42099600,0.916666667,0,0.916666667,1,6.658211483,7.34934E-33,2.18269E-30,59,2,0,2.5,3,0.166666667,0.5,0
1077681,chr17,2689800,2690000,0.916666667,0,0.916666667,0.916666667,6.528121278,3.7292E-19,4.20213E-17,311,2,0,2,2.5,0.333333333,0,0
632113,chr8,56855000,56855200,1,0.166666667,0.833333333,1,6.658211483,9.41847E-18,7.11338E-16,390,2,2,2,0.333333333,0.833333333,0,0
22723,chr1,23711000,23711800,1,0.25,0.75,0.75,1.957771765,2.53867E-32,5.40783E-30,1573,1,0,2,2,1.333333333,0,0
665139,chr9,95400,95600,1,0.25,0.75,0.75,3.821998812,6.25567E-19,6.87221E-17,884,2,1,1,1,0.666666667,0,0
613518,chr8,10535000,10535800,1,0.25,0.75,0.75,1.957771765,1.78193E-17,1.28311E-15,1573,1,1,2,0.666666667,1.333333333,0,0
920004,chr12,125481200,125483000,1,0.25,0.75,0.75,3.821998812,2.34425E-10,1.18717E-08,884,2,1,1.5,1.333333333,0.666666667,0,0
1197998,chr19,49575200,49575600,0.966666667,0.25,0.716666667,0.716666667,3.772740941,7.78961E-19,8.39936E-17,889,2,0,1.5,2.5,0.833333333,0.5,0
667236,chr9,7055800,7056000,1,0.3125,0.6875,0.6875,3.663869139,3.02964E-10,1.49527E-08,913,2,1.5,1.5,0.5,1,0,0
429393,chr5,169209000,169209400,1,0.333333333,0.666666667,0.666666667,1.556673456,2.71538E-32,5.40783E-30,1830,1,0,2,1.666666667,1,0,0
803050,chr11,3206200,3206600,1,0.333333333,0.666666667,0.666666667,1.556673456,2.71538E-32,5.40783E-30,1830,1,0,2,1.333333333,1,0,0
875582,chr12,31218600,31219200,1,0.333333333,0.666666667,0.666666667,1.556673456,2.71538E-32,5.40783E-30,1830,1,0,2,2,1,0,0
907844,chr12,111234600,111235200,1,0.333333333,0.666666667,0.666666667,1.556673456,2.71538E-32,5.40783E-30,1830,1,0,2,2,1,0,0
1078128,chr17,3562800,3563400,1,0.333333333,0.666666667,0.666666667,1.556673456,2.71538E-32,5.40783E-30,1830,1,0,2,1.333333333,1,0,0
285948,chr3,122190000,122190800,1,0.333333333,0.666666667,0.666666667,1.556673456,1.84469E-17,1.28311E-15,1830,1,1,2,1.333333333,1,0,0
559638,chr7,77164600,77165000,1,0.333333333,0.666666667,0.666666667,1.556673456,1.84469E-17,1.28311E-15,1830,1,1,2,1.333333333,1,0,0
864429,chr12,193200,193800,0.916666667,0.25,0.666666667,0.666666667,3.691908607,2.34425E-10,1.18717E-08,910,2,0.5,2,2.5,0.5,0.5,0
521928,chr6,168234800,168235200,1,0.333333333,0.666666667,0.666666667,1.556673456,0.000216293,0.00767185,1846,1,0,1,4,2.666666667,1,1
1128018,chr17,75468400,75469400,1,0.354166667,0.645833333,0.645833333,1.474049199,3.885E-19,4.36366E-17,1945,2,0,1.5,3,1.333333333,0.5,0
1121303,chr17,65775000,65775200,1,0.366666667,0.633333333,0.633333333,1.422995021,0.000110419,0.003993309,1993,1,1,1,2,2.666666667,0,1
1178089,chr19,18385600,18386600,0.633333333,0,0.633333333,0.633333333,6.007494537,1.19956E-06,4.95726E-05,848,1,1,0,2.666666667,2.666666667,1,0
1159256,chr19,55836400,55837000,1,0.375,0.625,0.625,3.534247726,7.39146E-19,7.99464E-17,973,2,0.5,1.5,1.5,0.833333333,0,0
544766,chr7,39869200,39870400,1,0.375,0.625,0.625,3.534247726,3.02964E-10,1.49527E-08,973,2,1.5,1.5,0.833333333,0.666666667,0,0
475448,chr6,43969800,43970000,1,0.4,0.6,0.6,1.300659478,1.89188E-17,1.28311E-15,2109,1,1,2,1.333333333,1.666666667,0,1
1161025,chr19,1849200,1849400,0.972222222,0.375,0.597222222,0.597222222,3.533517129,3.89201E-06,0.000158595,977,4,0.5,1.75,1.583333333,0.833333333,0,0
528154,chr7,2759000,2760600,0.847222222,0.25,0.597222222,0.597222222,3.562100085,0.000671895,0.022793707,1033,2,0,1,3.166666667,1,0,0
659851,chr8,141629000,141630000,1,0.416666667,0.583333333,0.583333333,1.271229799,4.34364E-36,6.91902E-33,2139,2,0,2,2.666666667,0.833333333,0.5,0
912035,chr12,116708000,116710600,1,0.416666667,0.583333333,0.583333333,3.473565258,2.30088E-20,3.00866E-18,981,4,0.5,1.75,1.916666667,0.916666667,0,0
1046446,chr16,29767200,29768000,1,0.416666667,0.583333333,0.583333333,1.271229799,1.20436E-18,1.24763E-16,2139,2,0,1.5,2.666666667,1,0,0
888587,chr12,57814200,57815200,1,0.416666667,0.583333333,0.583333333,3.459195946,2.19953E-10,1.11873E-08,986,2,0.5,1,2.333333333,1,0.5,0
1217197,chr20,32561200,32561600,0.583333333,0,0.583333333,0.583333333,5.89077093,1.85882E-05,0.00071899,906,1,1,0,1.666666667,1,0,0
868369,chr12,6895400,6895800,1,0.416666667,0.583333333,0.583333333,1.243173983,0.00069845,0.023580418,2164,1,1,1,1.666666667,1.666666667,0,0
1194370,chr19,46239200,46239800,0.566666667,0,0.566666667,0.566666667,5.849665727,0.000390509,0.01344304,1018,1,0,1,4,1,2,0
1272269,chr22,41003200,41003400,0.555555556,0,0.555555556,0.555555556,5.821596845,0.000245973,0.008654482,996,1,0,1,3,1,0,0
1191432,chr19,42765000,42766000,0.555555556,0,0.555555556,0.555555556,5.821596845,0.000775911,0.026095039,1042,1,0,1,3.666666667,1,0,0
1101533,chr17,40111000,40111200,0.555555556,0,0.555555556,0.555555556,5.821596845,0.001287328,0.042280337,1067,1,0,2,2.333333333,1,0,0
807247,chr11,9572200,9572800,0.875,0.333333333,0.541666667,0.541666667,3.41288279,1.17795E-18,1.22493E-16,992,2,0,1,2,1,0,0
557214,chr7,73769200,73769400,0.533333333,0,0.533333333,0.533333333,5.763765654,5.919E-06,0.00023842,870,1,0,1,3,1,1,0
1132822,chr17,80061600,80062400,0.907407407,0.375,0.532407407,0.486111111,3.302246811,3.41211E-10,1.64476E-08,1603,3,0.666666667,2,1.666666667,0.666666667,0,0
1073237,chr16,88633000,88634600,0.520833333,0,0.520833333,1,6.658211483,3.00634E-19,3.44295E-17,306,4,0.5,2.5,2.083333333,0.166666667,0.25,0
666775,chr9,5826200,5826800,0.674074074,0.166666667,0.507407407,0.507407407,3.954356758,2.25193E-07,9.69493E-06,876,3,0.666666667,1.666666667,2,0.666666667,0.666666667,0
71860,chr1,112204800,112205000,1,0.5,0.5,0.5,0.985786141,8.87702E-48,1.82992E-44,2418,1,0,1,1.333333333,1.333333333,0,0
557352,chr7,73866200,73867000,1,0.5,0.5,0.5,0.985786141,8.87702E-48,1.82992E-44,2418,1,0,1,2.333333333,2,0,0
827690,chr11,62447800,62448200,1,0.5,0.5,0.5,0.985786141,8.87702E-48,1.82992E-44,2418,1,0,1,4.666666667,1.333333333,2,0
1094577,chr17,32256200,32257000,1,0.5,0.5,0.5,0.985786141,8.87702E-48,1.82992E-44,2418,1,0,1,1.666666667,1.333333333,0,0
1126585,chr17,74273400,74273800,1,0.5,0.5,0.5,0.985786141,8.87702E-48,1.82992E-44,2418,1,0,1,1.666666667,1.333333333,0,0
538594,chr7,27153000,27153800,0.5,0,0.5,0.5,5.672425342,1.84012E-37,3.07072E-34,714,1,0,2,2.666666667,0.333333333,0,0
1178241,chr19,18518800,18519400,1,0.5,0.5,0.5,0.985786141,2.67738E-33,2.08502E-30,2418,1,1,1,2,1.333333333,0,0
1193253,chr19,45342000,45342200,1,0.5,0.5,0.5,0.985786141,2.67738E-33,2.08502E-30,2418,1,1,1,0.666666667,2,0,0
1254783,chr21,45225200,45226000,1,0.5,0.5,0.5,0.985786141,2.67738E-33,2.08502E-30,2418,1,1,1,1.333333333,1.333333333,0,0
333009,chr4,40311200,40311600,0.5,0,0.5,0.5,5.672425342,5.46546E-33,2.18269E-30,714,1,1,1,1.333333333,1.333333333,0,0
878533,chr12,45731400,45733000,0.5,0,0.5,0.5,5.672425342,5.46546E-33,2.18269E-30,714,1,1,1,2.666666667,1.333333333,0,0
20895,chr1,21967400,21967800,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,3.666666667,0.666666667,1,0
24158,chr1,25009800,25010000,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2.333333333,0.666666667,0,0
27216,chr1,27690200,27691200,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2,0.666666667,0,0
31150,chr1,31625600,31626000,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,1.666666667,0.666666667,0,0
77804,chr1,120409400,120409800,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2.666666667,0.666666667,0,0
85178,chr1,154283200,154284000,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,1,0.666666667,0,0
132925,chr1,233733800,233734800,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,3.333333333,0.666666667,0,0
168778,chr2,47213600,47214200,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,1.666666667,0.666666667,0,0
169158,chr2,47618800,47619200,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2,0.666666667,0,0
237143,chr2,228367600,228368000,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2,0.666666667,0,0
251046,chr3,11681800,11682600,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2,0.666666667,0,0
268725,chr3,45143400,45144200,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2,0.666666667,0,0
281677,chr3,88083600,88084600,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,1.333333333,0.666666667,0,0
319867,chr4,2074400,2075200,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,2,0.666666667,0,0
350632,chr4,109028000,109028600,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,1.666666667,0.666666667,0,0
413318,chr5,132585600,132585800,1,0.5,0.5,0.5,0.985786141,3.06276E-32,5.40783E-30,2418,1,0,2,3.666666667,0.666666667,1,0
